AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw
-0.288,-0.1645,0.9131,-0.4155,0.7296,0.421,-4.0075,0.945,-9.485,0,0,0
-0.283,-0.1585,0.8766,-0.4108,0.7307,0.4182,-2.9488,1.33,-9.5725,0,0,0
-0.2894,-0.1684,0.915,-0.417,0.7286,0.4218,-3.1763,1.4437,-9.7037,0,0,0
-0.2929,-0.1674,0.913,-0.417,0.7286,0.4218,-4.06,1.1725,-9.4762,0,0,0
-0.2892,-0.1656,0.9171,-0.4173,0.7293,0.4207,-3.5875,1.3387,-9.7125,0,0,0
-0.2891,-0.1671,0.9127,-0.4173,0.7293,0.4207,-3.465,1.3387,-9.905,0,0,0
