Hour,Minute,Second,Microsecond,IR1,
11,10,13,584167,28312,13.58
11,10,13,592122,28303,13.59
11,10,13,605266,28303,13.61
11,10,13,613270,28302,13.61
11,10,13,625303,28300,13.63
11,10,13,637033,28295,13.64
11,10,13,646081,28299,13.65
11,10,13,658070,28295,13.66
11,10,13,666222,28284,13.67
11,10,13,678377,28289,13.68
11,10,13,687442,28294,13.69
11,10,13,699270,28301,13.70
11,10,13,710929,28304,13.71
11,10,13,719237,28301,13.72
11,10,13,732334,28302,13.73
11,10,13,740066,28298,13.74
11,10,13,752219,28299,13.75
11,10,13,760235,28293,13.76
11,10,13,773167,28292,13.77
11,10,13,785100,28291,13.79
11,10,13,793262,28291,13.79
11,10,13,805135,28291,13.81
11,10,13,814115,28289,13.81
11,10,13,826259,28274,13.83
11,10,13,834201,28277,13.83
11,10,13,846148,28281,13.85
11,10,13,859002,28286,13.86
11,10,13,867081,28282,13.87
11,10,13,879099,28283,13.88
11,10,13,887051,28285,13.89
11,10,13,900103,28272,13.90
11,10,13,908226,28283,13.91
11,10,13,920222,28283,13.92
11,10,13,931943,28283,13.93
11,10,13,941257,28285,13.94
11,10,13,953220,28288,13.95
11,10,13,961158,28286,13.96
11,10,13,973259,28283,13.97
11,10,13,982200,28291,13.98
11,10,13,994464,28285,13.99
11,10,14,5923,28284,14.01
11,10,14,14262,28288,14.01
11,10,14,27224,28279,14.03
11,10,14,35293,28281,14.04
11,10,14,47096,28289,14.05
11,10,14,55293,28293,14.06
11,10,14,68209,28290,14.07
11,10,14,80053,28294,14.08
11,10,14,88229,28303,14.09
11,10,14,100052,28296,14.10
11,10,14,108240,28295,14.11
11,10,14,121259,28288,14.12
11,10,14,129249,28296,14.13
11,10,14,141333,28291,14.14
11,10,14,154143,28292,14.15
11,10,14,162289,28301,14.16
11,10,14,174229,28304,14.17
11,10,14,182312,28307,14.18
11,10,14,195255,28301,14.20
11,10,14,203252,28311,14.20
11,10,14,215237,28319,14.22
11,10,14,227148,28320,14.23
11,10,14,235197,28318,14.24
11,10,14,248138,28576,14.25
11,10,14,256257,29463,14.26
11,10,14,268150,30340,14.27
11,10,14,276301,30403,14.28
11,10,14,289216,30334,14.29
11,10,14,301007,30172,14.30
11,10,14,309271,29823,14.31
11,10,14,321293,29445,14.32
11,10,14,330148,29137,14.33
11,10,14,342166,28915,14.34
11,10,14,351447,28766,14.35
11,10,14,362136,28677,14.36
11,10,14,375119,28630,14.38
11,10,14,383283,28591,14.38
11,10,14,395356,28555,14.40
11,10,14,403136,28514,14.40
11,10,14,416236,28494,14.42
11,10,14,424085,28470,14.42
11,10,14,436047,28434,14.44
11,10,14,448047,28413,14.45
11,10,14,457226,28399,14.46
11,10,14,469072,28400,14.47
11,10,14,477277,28390,14.48
11,10,14,489103,28377,14.49
11,10,14,498186,28369,14.50
11,10,14,510261,28358,14.51
11,10,14,522066,28340,14.52
11,10,14,530226,28332,14.53
11,10,14,543198,28346,14.54
11,10,14,551121,28338,14.55
11,10,14,563108,28334,14.56
11,10,14,571193,28328,14.57
11,10,14,584103,28322,14.58
11,10,14,595978,28312,14.60
11,10,14,604094,28317,14.60
11,10,14,616174,28319,14.62
11,10,14,625095,28317,14.63
11,10,14,637259,28350,14.64
11,10,14,645325,28361,14.65
11,10,14,657099,28334,14.66
11,10,14,669980,28337,14.67
11,10,14,678069,28327,14.68
11,10,14,690031,28329,14.69
11,10,14,698231,28330,14.70
11,10,14,711102,28327,14.71
11,10,14,719071,28326,14.72
11,10,14,731118,28321,14.73
11,10,14,743075,28327,14.74
11,10,14,752148,28315,14.75
11,10,14,764098,28318,14.76
11,10,14,772231,28313,14.77
11,10,14,784120,28316,14.78
11,10,14,793242,28319,14.79
11,10,14,805238,28319,14.81
11,10,14,816932,28314,14.82
11,10,14,825144,28308,14.83
11,10,14,838238,28312,14.84
11,10,14,846203,28314,14.85
11,10,14,858329,28316,14.86
11,10,14,867850,28315,14.87
11,10,14,879019,28318,14.88
11,10,14,891018,28319,14.89
11,10,14,899259,28323,14.90
11,10,14,911183,28313,14.91
11,10,14,919075,28308,14.92
11,10,14,932048,28309,14.93
11,10,14,940241,28308,14.94
11,10,14,952297,28312,14.95
11,10,14,965055,28320,14.97
11,10,14,973103,28314,14.97
11,10,14,985199,28320,14.99
11,10,14,993311,28313,14.99
11,10,15,5156,28314,15.01
11,10,15,14139,28312,15.01
11,10,15,26216,28320,15.03
11,10,15,38070,28316,15.04
11,10,15,46204,28318,15.05
11,10,15,59258,28309,15.06
11,10,15,67265,28327,15.07
11,10,15,79102,28321,15.08
11,10,15,87253,28325,15.09
11,10,15,100121,28330,15.10
11,10,15,112010,28330,15.11
11,10,15,120084,28322,15.12
11,10,15,132060,28327,15.13
11,10,15,141293,28329,15.14
11,10,15,153164,28359,15.15
11,10,15,161306,28346,15.16
11,10,15,173239,28329,15.17
11,10,15,186062,28332,15.19
11,10,15,194241,28332,15.19
11,10,15,206221,28333,15.21
11,10,15,214130,28334,15.21
11,10,15,227285,28326,15.23
11,10,15,235116,28321,15.24
11,10,15,247212,28318,15.25
11,10,15,259003,28316,15.26
11,10,15,268115,28324,15.27
11,10,15,280308,28319,15.28
11,10,15,288105,28332,15.29
11,10,15,300119,28321,15.30
11,10,15,309113,28325,15.31
11,10,15,321134,28326,15.32
11,10,15,333140,28329,15.33
11,10,15,341229,28312,15.34
11,10,15,354238,28314,15.35
11,10,15,362222,28317,15.36
11,10,15,374197,28315,15.37
11,10,15,382157,28325,15.38
11,10,15,395311,28311,15.40
11,10,15,406915,28314,15.41
11,10,15,415029,28314,15.42
11,10,15,427025,28298,15.43
11,10,15,436002,28304,15.44
11,10,15,448004,28326,15.45
11,10,15,459839,28305,15.46
11,10,15,469264,28312,15.47
11,10,15,480862,28318,15.48
11,10,15,488977,28319,15.49
11,10,15,501053,28319,15.50
11,10,15,508970,28308,15.51
11,10,15,522042,28314,15.52
11,10,15,533854,28317,15.53
11,10,15,542249,28308,15.54
11,10,15,554161,28325,15.55
11,10,15,563035,28326,15.56
11,10,15,575077,28325,15.58
11,10,15,583268,28323,15.58
11,10,15,595138,28319,15.60
11,10,15,607891,28303,15.61
11,10,15,616223,28390,15.62
11,10,15,627979,29372,15.63
11,10,15,636241,30278,15.64
11,10,15,649210,30461,15.65
11,10,15,657205,30433,15.66
11,10,15,669245,30353,15.67
11,10,15,680965,30089,15.68
11,10,15,690200,29695,15.69
11,10,15,702082,29324,15.70
11,10,15,710216,29069,15.71
11,10,15,722134,28912,15.72
11,10,15,730087,28792,15.73
11,10,15,743207,28717,15.74
11,10,15,755376,28692,15.76
11,10,15,763040,28640,15.76
11,10,15,775988,28600,15.78
11,10,15,784078,28574,15.78
11,10,15,796190,28546,15.80
11,10,15,804175,28505,15.80
11,10,15,816203,28468,15.82
11,10,15,828949,28460,15.83
11,10,15,837180,28426,15.84
11,10,15,849019,28425,15.85
11,10,15,857028,28416,15.86
11,10,15,869996,28407,15.87
11,10,15,878105,28409,15.88
11,10,15,890117,28390,15.89
11,10,15,902011,28398,15.90
11,10,15,911419,28388,15.91
11,10,15,923174,28375,15.92
11,10,15,931020,28377,15.93
11,10,15,943262,28362,15.94
11,10,15,952293,28371,15.95
11,10,15,964094,28380,15.96
11,10,15,975924,28365,15.98
11,10,15,984226,28364,15.98
11,10,15,997001,28346,16.00
11,10,16,5143,28366,16.01
11,10,16,17332,28349,16.02
11,10,16,25264,28360,16.03
11,10,16,38124,28346,16.04
11,10,16,50011,28366,16.05
11,10,16,58408,28355,16.06
11,10,16,70151,28346,16.07
11,10,16,79226,28343,16.08
11,10,16,91215,28338,16.09
11,10,16,99042,28342,16.10
11,10,16,111185,28331,16.11
11,10,16,123882,28335,16.12
11,10,16,132250,28338,16.13
11,10,16,143977,28337,16.14
11,10,16,152150,28323,16.15
11,10,16,165031,28321,16.17
11,10,16,173000,28331,16.17
11,10,16,185094,28331,16.19
11,10,16,196949,28334,16.20
11,10,16,206197,28327,16.21
11,10,16,218189,28337,16.22
11,10,16,226166,28324,16.23
11,10,16,238075,28308,16.24
11,10,16,247089,28302,16.25
11,10,16,259183,28324,16.26
11,10,16,271087,28313,16.27
11,10,16,279011,28304,16.28
11,10,16,292161,28304,16.29
11,10,16,300200,28309,16.30
11,10,16,312088,28292,16.31
11,10,16,320276,28297,16.32
11,10,16,333110,28309,16.33
11,10,16,344962,28316,16.34
11,10,16,353367,28303,16.35
11,10,16,365147,28305,16.37
11,10,16,374210,28295,16.37
11,10,16,386231,28320,16.39
11,10,16,394095,28299,16.39
11,10,16,406160,28303,16.41
11,10,16,419052,28297,16.42
11,10,16,427209,28291,16.43
11,10,16,439182,28305,16.44
11,10,16,447208,28309,16.45
11,10,16,460221,28288,16.46
11,10,16,468118,28291,16.47
11,10,16,480107,28292,16.48
11,10,16,492055,28296,16.49
11,10,16,500394,28296,16.50
11,10,16,513103,28295,16.51
11,10,16,521143,28297,16.52
11,10,16,533061,28291,16.53
11,10,16,541184,28293,16.54
11,10,16,554203,28295,16.55
11,10,16,565943,28304,16.57
11,10,16,574055,28290,16.57
11,10,16,586925,28274,16.59
11,10,16,595010,28290,16.60
11,10,16,607175,28292,16.61
11,10,16,614955,28285,16.61
11,10,16,627215,28288,16.63
11,10,16,640026,28292,16.64
11,10,16,648079,28290,16.65
11,10,16,660095,28293,16.66
11,10,16,668170,28297,16.67
11,10,16,681070,28298,16.68
11,10,16,689177,28286,16.69
