Hour,Minute,Second,Microsecond,IR1,2 blinks
17,38,56,217157,36911,56.2
17,38,56,225066,36960,56.2
17,38,56,237259,36998,56.2
17,38,56,250108,37023,56.3
17,38,56,258108,37042,56.3
17,38,56,270147,37054,56.3
17,38,56,278082,37075,56.3
17,38,56,291258,37081,56.3
17,38,56,299086,37094,56.3
17,38,56,311118,37109,56.3
17,38,56,322973,37108,56.3
17,38,56,332075,37111,56.3
17,38,56,344213,37112,56.3
17,38,56,352115,37110,56.4
17,38,56,364265,37132,56.4
17,38,56,373088,37129,56.4
17,38,56,385452,37134,56.4
17,38,56,396910,37135,56.4
17,38,56,405253,37123,56.4
17,38,56,418416,37098,56.4
17,38,56,426063,37069,56.4
17,38,56,439122,37055,56.4
17,38,56,446128,37066,56.4
17,38,56,458070,37064,56.5
17,38,56,471036,37085,56.5
17,38,56,479235,37070,56.5
17,38,56,491188,37044,56.5
17,38,56,499248,36994,56.5
17,38,56,512239,36958,56.5
17,38,56,520144,36912,56.5
17,38,56,532054,36874,56.5
17,38,56,544082,36850,56.5
17,38,56,553040,36814,56.6
17,38,56,564958,36731,56.6
17,38,56,573043,36523,56.6
17,38,56,585252,36433,56.6
17,38,56,594054,36345,56.6
17,38,56,606091,36212,56.6
17,38,56,618037,36115,56.6
17,38,56,626099,36039,56.6
17,38,56,639208,35923,56.6
17,38,56,647038,35797,56.6
17,38,56,659249,35702,56.7
17,38,56,667024,35683,56.7
17,38,56,680151,35751,56.7
17,38,56,691915,35896,56.7
17,38,56,700059,36021,56.7
17,38,56,712182,36136,56.7
17,38,56,721043,36251,56.7
17,38,56,733256,36391,56.7
17,38,56,741052,36478,56.7
17,38,56,753248,36658,56.8
17,38,56,766116,36666,56.8
17,38,56,774036,36727,56.8
17,38,56,786200,36811,56.8
17,38,56,794263,36897,56.8
17,38,56,807100,36875,56.8
17,38,56,815251,36916,56.8
17,38,56,827601,36943,56.8
17,38,56,839400,36957,56.8
17,38,56,848062,36976,56.8
17,38,56,860173,37005,56.9
17,38,56,868089,37036,56.9
17,38,56,880154,37050,56.9
17,38,56,889110,37059,56.9
17,38,56,901084,37058,56.9
17,38,56,913124,37035,56.9
17,38,56,921062,37047,56.9
17,38,56,934115,37161,56.9
17,38,56,942228,37117,56.9
17,38,56,954251,37133,57.0
17,38,56,962592,37228,57.0
17,38,56,975251,37278,57.0
17,38,56,987121,37298,57.0
17,38,56,995258,37342,57.0
17,38,57,6968,37386,57.0
17,38,57,16004,37406,57.0
17,38,57,28247,37420,57.0
17,38,57,36054,37435,57.0
17,38,57,48030,37423,57.0
17,38,57,60950,37433,57.1
17,38,57,69043,37438,57.1
17,38,57,80966,37436,57.1
17,38,57,89041,37437,57.1
17,38,57,102065,37437,57.1
17,38,57,110406,37442,57.1
17,38,57,122152,37431,57.1
17,38,57,133965,37436,57.1
17,38,57,142213,37425,57.1
17,38,57,155219,37419,57.2
17,38,57,163043,37429,57.2
17,38,57,175113,37429,57.2
17,38,57,183089,37424,57.2
17,38,57,196418,37443,57.2
17,38,57,207953,37467,57.2
17,38,57,216144,37454,57.2
17,38,57,228106,37437,57.2
17,38,57,237114,37443,57.2
17,38,57,249254,37439,57.2
17,38,57,257227,37416,57.3
17,38,57,269172,37433,57.3
17,38,57,282058,37404,57.3
17,38,57,290124,37409,57.3
17,38,57,302182,37398,57.3
17,38,57,310238,37384,57.3
17,38,57,323128,37379,57.3
17,38,57,331102,37369,57.3
17,38,57,343150,37340,57.3
17,38,57,355748,37283,57.4
17,38,57,364054,37247,57.4
17,38,57,376130,37218,57.4
17,38,57,384359,37197,57.4
17,38,57,396258,37191,57.4
17,38,57,405078,37181,57.4
17,38,57,417237,37160,57.4
17,38,57,429024,37126,57.4
17,38,57,437248,37084,57.4
17,38,57,450299,37065,57.5
17,38,57,458273,37024,57.5
17,38,57,470248,36993,57.5
17,38,57,478229,37079,57.5
17,38,57,491160,37308,57.5
17,38,57,503151,37496,57.5
17,38,57,511242,37684,57.5
17,38,57,523263,37764,57.5
17,38,57,532063,37806,57.5
17,38,57,544142,37784,57.5
17,38,57,552081,37753,57.6
17,38,57,564083,37748,57.6
17,38,57,577103,37746,57.6
17,38,57,585241,37728,57.6
17,38,57,597167,37684,57.6
17,38,57,605086,37653,57.6
17,38,57,618239,37639,57.6
17,38,57,626238,37598,57.6
17,38,57,638135,37564,57.6
17,38,57,650080,37577,57.7
17,38,57,659113,37562,57.7
17,38,57,671244,37566,57.7
17,38,57,679081,37535,57.7
17,38,57,691122,37534,57.7
17,38,57,700072,37521,57.7
17,38,57,712151,37519,57.7
17,38,57,724155,37491,57.7
17,38,57,732079,37499,57.7
17,38,57,745235,37469,57.7
17,38,57,753106,37478,57.8
17,38,57,765036,37471,57.8
17,38,57,777041,37478,57.8
17,38,57,786060,37490,57.8
17,38,57,798424,37475,57.8
17,38,57,806040,37465,57.8
17,38,57,818284,37451,57.8
17,38,57,826226,37350,57.8
17,38,57,839252,37142,57.8
17,38,57,850933,36643,57.9
17,38,57,859087,35779,57.9
17,38,57,871974,35326,57.9
17,38,57,880012,35386,57.9
17,38,57,892206,35621,57.9
17,38,57,900055,35914,57.9
17,38,57,913214,36185,57.9
17,38,57,924944,36419,57.9
17,38,57,933042,36566,57.9
17,38,57,944982,36701,57.9
17,38,57,953006,36813,58.0
17,38,57,966238,36920,58.0
17,38,57,974222,37005,58.0
17,38,57,986133,37031,58.0
17,38,57,998008,37066,58.0
17,38,58,7057,37065,58.0
17,38,58,19148,37086,58.0
17,38,58,27055,37112,58.0
17,38,58,39210,37116,58.0
17,38,58,48211,37134,58.0
17,38,58,60060,37118,58.1
17,38,58,71973,37144,58.1
17,38,58,80012,37152,58.1
17,38,58,92973,37161,58.1
17,38,58,101062,37170,58.1
17,38,58,113133,37183,58.1
17,38,58,121082,37187,58.1
17,38,58,134230,37183,58.1
17,38,58,146004,37189,58.1
17,38,58,154059,37211,58.2
17,38,58,165914,37213,58.2
17,38,58,175076,37220,58.2
17,38,58,187194,37222,58.2
17,38,58,195122,37222,58.2
17,38,58,207084,37223,58.2
17,38,58,220023,37220,58.2
17,38,58,228020,37228,58.2
17,38,58,240028,37230,58.2
17,38,58,248229,37222,58.2
17,38,58,261100,37249,58.3
17,38,58,269033,37247,58.3
17,38,58,281269,37236,58.3
17,38,58,292972,37227,58.3
17,38,58,302194,37234,58.3
17,38,58,314125,37249,58.3
17,38,58,322636,37245,58.3
17,38,58,334175,37273,58.3
17,38,58,343033,37274,58.3
17,38,58,355137,37285,58.4
17,38,58,366864,37305,58.4
17,38,58,375006,37303,58.4
17,38,58,388118,37309,58.4
17,38,58,396028,37306,58.4
17,38,58,408199,37332,58.4
17,38,58,416028,37345,58.4
17,38,58,429089,37344,58.4
17,38,58,441047,37324,58.4
17,38,58,449019,37303,58.4
17,38,58,461186,37265,58.5
17,38,58,470060,37162,58.5
17,38,58,482216,37059,58.5
17,38,58,490020,36866,58.5
17,38,58,502210,36586,58.5
17,38,58,514985,36198,58.5
17,38,58,523203,35695,58.5
17,38,58,535138,35355,58.5
17,38,58,543013,35280,58.5
17,38,58,556041,35184,58.6
17,38,58,564195,35190,58.6
17,38,58,576082,35125,58.6
17,38,58,587976,35029,58.6
17,38,58,597201,34961,58.6
17,38,58,609129,35012,58.6
17,38,58,617020,35208,58.6
17,38,58,629091,35345,58.6
17,38,58,637199,35327,58.6
17,38,58,650253,35253,58.7
17,38,58,662010,35187,58.7
17,38,58,670008,35135,58.7
17,38,58,683011,35110,58.7
17,38,58,691201,35112,58.7
17,38,58,703194,35127,58.7
17,38,58,711191,35142,58.7
17,38,58,724123,35193,58.7
17,38,58,736036,35196,58.7
17,38,58,744000,35179,58.7
17,38,58,756162,35144,58.8
17,38,58,764191,35132,58.8
17,38,58,777207,35167,58.8
17,38,58,785024,35215,58.8
17,38,58,797098,35213,58.8
17,38,58,809044,35238,58.8
17,38,58,818013,35255,58.8
17,38,58,830169,35249,58.8
17,38,58,838018,35237,58.8
17,38,58,850251,35226,58.9
17,38,58,859128,35211,58.9
17,38,58,872167,35235,58.9
17,38,58,883186,35202,58.9
17,38,58,891184,35198,58.9
17,38,58,904510,35164,58.9
17,38,58,912200,35185,58.9
17,38,58,924084,35204,58.9
17,38,58,932035,35191,58.9
17,38,58,945210,35164,58.9
17,38,58,956983,35147,59.0
17,38,58,965201,35163,59.0
17,38,58,977033,35141,59.0
17,38,58,986218,35134,59.0
17,38,58,998015,35091,59.0
17,38,59,6259,34996,59.0
17,38,59,18210,35062,59.0
17,38,59,30958,35045,59.0
17,38,59,39014,35032,59.0
17,38,59,51165,35039,59.1
17,38,59,59025,35135,59.1
17,38,59,72199,35094,59.1
17,38,59,80056,35112,59.1
17,38,59,92199,35129,59.1
17,38,59,104034,35104,59.1
17,38,59,113308,35053,59.1
17,38,59,125156,35049,59.1
17,38,59,133049,35064,59.1
17,38,59,145212,35080,59.1
17,38,59,154219,35097,59.2
17,38,59,165941,35117,59.2
17,38,59,178145,35139,59.2
17,38,59,186079,35151,59.2
17,38,59,199359,35144,59.2
17,38,59,206980,35133,59.2
17,38,59,218961,35142,59.2
17,38,59,227565,35150,59.2
17,38,59,240009,35145,59.2
17,38,59,251885,35140,59.3
17,38,59,259995,35133,59.3
17,38,59,271986,35123,59.3
17,38,59,281187,35119,59.3
17,38,59,293015,35089,59.3
17,38,59,302662,35088,59.3
17,38,59,313326,35094,59.3
17,38,59,326010,35100,59.3
17,38,59,334038,35094,59.3
17,38,59,346209,35084,59.3
17,38,59,354213,35081,59.4
17,38,59,367317,35083,59.4
17,38,59,375033,35063,59.4
17,38,59,387044,35046,59.4
17,38,59,399083,35045,59.4
17,38,59,408036,35040,59.4
17,38,59,420210,35032,59.4
17,38,59,427970,35038,59.4
17,38,59,440113,35044,59.4
17,38,59,448197,35049,59.4
17,38,59,461446,35042,59.5
17,38,59,472881,35038,59.5
17,38,59,481192,35026,59.5
17,38,59,494121,35023,59.5
17,38,59,502074,35025,59.5
17,38,59,514206,35022,59.5
17,38,59,522071,35008,59.5
17,38,59,535177,34996,59.5
17,38,59,547103,34976,59.5
17,38,59,555025,34960,59.6
17,38,59,567206,34966,59.6
17,38,59,575024,34961,59.6
17,38,59,588028,34969,59.6
17,38,59,595976,34985,59.6
17,38,59,608195,34983,59.6
17,38,59,619921,34967,59.6
17,38,59,629195,34963,59.6
17,38,59,641105,34958,59.6
17,38,59,649100,34941,59.6
17,38,59,661197,34946,59.7
17,38,59,670026,34949,59.7
17,38,59,682354,34953,59.7
17,38,59,693910,34964,59.7
17,38,59,702184,34967,59.7
17,38,59,715202,34980,59.7
17,38,59,723093,34976,59.7
17,38,59,735202,34973,59.7
17,38,59,746989,34962,59.7
17,38,59,756192,34953,59.8
17,38,59,768075,34956,59.8
17,38,59,776082,34959,59.8
17,38,59,788024,34977,59.8
17,38,59,797025,34971,59.8
17,38,59,809176,34953,59.8
17,38,59,820983,34943,59.8
17,38,59,828987,34914,59.8
17,38,59,842255,34881,59.8
17,38,59,850004,34884,59.9
17,38,59,862184,34907,59.9
17,38,59,870019,34907,59.9
17,38,59,883179,34917,59.9
17,38,59,895293,34932,59.9
17,38,59,902992,34821,59.9
17,38,59,915063,34683,59.9
17,38,59,924008,34710,59.9
17,38,59,936079,34813,59.9
17,38,59,944159,34878,59.9
17,38,59,956181,34877,60.0
17,38,59,968974,34908,60.0
17,38,59,976990,34953,60.0
17,38,59,989097,34999,60.0
17,38,59,996996,35032,60.0
17,39,0,10088,35042,0.0
17,39,0,18040,35034,0.0
17,39,0,30108,35035,0.0
17,39,0,41978,35059,0.0
17,39,0,51009,35095,0.1
17,39,0,63100,35117,0.1
17,39,0,71020,35112,0.1
17,39,0,83172,35102,0.1
17,39,0,91997,35100,0.1
17,39,0,104060,35096,0.1
17,39,0,115894,35101,0.1
17,39,0,124025,35108,0.1
17,39,0,137133,35109,0.1
17,39,0,145055,35123,0.1
17,39,0,157053,35135,0.2
17,39,0,164980,35129,0.2
17,39,0,178041,35112,0.2
17,39,0,189913,35102,0.2
17,39,0,198167,35097,0.2
17,39,0,210175,35091,0.2
17,39,0,219054,35079,0.2
17,39,0,231410,35087,0.2
17,39,0,239078,35097,0.2
17,39,0,250991,35088,0.3
17,39,0,264022,35084,0.3
17,39,0,272012,35074,0.3
17,39,0,284107,35055,0.3
17,39,0,291999,35061,0.3
17,39,0,304581,35048,0.3
17,39,0,313175,35054,0.3
17,39,0,325007,35055,0.3
17,39,0,336820,35066,0.3
17,39,0,345157,35063,0.3
17,39,0,357962,35054,0.4
17,39,0,366195,35043,0.4
17,39,0,378172,35031,0.4
17,39,0,386176,35032,0.4
17,39,0,399037,35029,0.4
17,39,0,417836,35010,0.4
17,39,0,418974,35011,0.4
17,39,0,432008,35008,0.4
17,39,0,440271,35011,0.4
17,39,0,451934,35019,0.5
17,39,0,460034,35033,0.5
17,39,0,472065,35034,0.5
17,39,0,484997,35003,0.5
17,39,0,493002,34982,0.5
17,39,0,505108,34996,0.5
17,39,0,512995,35033,0.5
17,39,0,526164,35148,0.5
17,39,0,534151,35139,0.5
17,39,0,546157,35173,0.5
17,39,0,557917,35178,0.6
17,39,0,567156,35170,0.6
17,39,0,579122,35146,0.6
17,39,0,587063,35116,0.6
17,39,0,599148,35097,0.6
17,39,0,607974,35085,0.6
17,39,0,620051,35077,0.6
17,39,0,632045,35079,0.6
17,39,0,640196,35083,0.6
17,39,0,653121,35080,0.7
17,39,0,660989,35080,0.7
17,39,0,673160,35074,0.7
17,39,0,680993,35076,0.7
17,39,0,694165,35071,0.7
17,39,0,706027,35060,0.7
17,39,0,714236,35063,0.7
17,39,0,726110,35064,0.7
17,39,0,734987,35066,0.7
17,39,0,747066,35066,0.7
17,39,0,755153,35062,0.8
17,39,0,766998,35054,0.8
17,39,0,780023,35051,0.8
17,39,0,787962,35046,0.8
17,39,0,800108,35033,0.8
17,39,0,807966,35025,0.8
17,39,0,821056,35019,0.8
17,39,0,829052,35020,0.8
17,39,0,841150,35018,0.8
17,39,0,853031,35015,0.9
17,39,0,862148,35015,0.9
17,39,0,874061,35006,0.9
17,39,0,882058,34998,0.9
17,39,0,894154,34998,0.9
17,39,0,902979,34999,0.9
17,39,0,914965,34990,0.9
17,39,0,927030,34983,0.9
17,39,0,934989,34990,0.9
17,39,0,948154,34992,0.9
17,39,0,956175,34994,1.0
17,39,0,968174,34987,1.0
17,39,0,976054,34985,1.0
17,39,0,989203,34984,1.0
17,39,1,946,34973,1.0
17,39,1,8981,34968,1.0
17,39,1,21018,34960,1.0
17,39,1,30030,34960,1.0
17,39,1,42304,34952,1.0
17,39,1,50009,34950,1.1
17,39,1,62052,34960,1.1
17,39,1,75023,34962,1.1
17,39,1,82983,34959,1.1
17,39,1,95149,34952,1.1
17,39,1,102977,34955,1.1
17,39,1,115153,34960,1.1
17,39,1,124056,34965,1.1
17,39,1,136073,34962,1.1
17,39,1,148063,34963,1.1
17,39,1,156073,34971,1.2
17,39,1,168972,34969,1.2
17,39,1,177012,34971,1.2
17,39,1,189117,34965,1.2
17,39,1,197159,34955,1.2
17,39,1,210156,34968,1.2
17,39,1,222129,34976,1.2
17,39,1,230033,34973,1.2
17,39,1,242156,34969,1.2
17,39,1,250922,34975,1.3
17,39,1,263168,34989,1.3
17,39,1,270992,34986,1.3
17,39,1,283185,34965,1.3
17,39,1,296073,34956,1.3
17,39,1,304147,34952,1.3
17,39,1,316163,34946,1.3
17,39,1,323951,34940,1.3
17,39,1,337020,34935,1.3
17,39,1,345018,34926,1.3
17,39,1,357318,34930,1.4
17,39,1,368839,34941,1.4
17,39,1,378022,34936,1.4
17,39,1,390014,34939,1.4
17,39,1,397955,34936,1.4
17,39,1,409911,34928,1.4
17,39,1,424762,34921,1.4
17,39,1,431552,34918,1.4
17,39,1,442843,34909,1.4
17,39,1,450903,34907,1.5
17,39,1,463951,34908,1.5
17,39,1,472057,34902,1.5
17,39,1,483967,34908,1.5
17,39,1,495922,34907,1.5
17,39,1,505052,34901,1.5
17,39,1,516922,34897,1.5
17,39,1,525164,34886,1.5
17,39,1,537166,34879,1.5
17,39,1,545988,34873,1.5
17,39,1,557956,34877,1.6
17,39,1,569960,34880,1.6
17,39,1,578148,34873,1.6
17,39,1,591055,34879,1.6
17,39,1,599146,34885,1.6
17,39,1,611144,34883,1.6
17,39,1,618956,34874,1.6
17,39,1,632703,34865,1.6
17,39,1,644195,34869,1.6
17,39,1,652000,34865,1.7
17,39,1,664065,34855,1.7
17,39,1,672999,34858,1.7
17,39,1,685061,34862,1.7
17,39,1,692975,34860,1.7
17,39,1,704996,34862,1.7
17,39,1,717852,34863,1.7
17,39,1,726156,34862,1.7
17,39,1,737959,34861,1.7
17,39,1,746152,34853,1.7
17,39,1,759152,34851,1.8
17,39,1,766992,34860,1.8
17,39,1,779135,34866,1.8
17,39,1,790935,34865,1.8
17,39,1,799967,34857,1.8
17,39,1,811968,34860,1.8
17,39,1,819967,34876,1.8
17,39,1,832138,34856,1.8
17,39,1,840997,34828,1.8
17,39,1,853133,34830,1.9
17,39,1,864932,34843,1.9
17,39,1,873124,34851,1.9
17,39,1,885048,34845,1.9
17,39,1,893966,34849,1.9
17,39,1,906135,34859,1.9
17,39,1,913982,34848,1.9
17,39,1,926141,34831,1.9
17,39,1,940957,34827,1.9
17,39,1,946942,34826,1.9
17,39,1,958877,34830,2.0
17,39,1,967051,34840,2.0
17,39,1,980130,34833,2.0
17,39,1,987980,34839,2.0
17,39,2,135,34830,2.0
17,39,2,11942,34752,2.0
17,39,2,21034,34801,2.0
17,39,2,33063,34798,2.0
17,39,2,41221,34788,2.0
17,39,2,53141,34788,2.1
17,39,2,62049,34865,2.1
17,39,2,74182,34750,2.1
17,39,2,85855,34802,2.1
17,39,2,93969,34792,2.1
17,39,2,107064,34795,2.1
17,39,2,114963,34800,2.1
17,39,2,127037,34781,2.1
17,39,2,135196,34786,2.1
17,39,2,148018,34788,2.1
17,39,2,159976,34790,2.2
17,39,2,167878,34789,2.2
17,39,2,180085,34787,2.2
17,39,2,189133,34784,2.2
17,39,2,201140,34783,2.2
17,39,2,208971,34789,2.2
17,39,2,221105,34777,2.2
17,39,2,233968,34763,2.2
17,39,2,241967,34752,2.2
17,39,2,254041,34761,2.3
17,39,2,261958,34748,2.3
17,39,2,274950,34756,2.3
17,39,2,283061,34765,2.3
17,39,2,295041,34760,2.3
17,39,2,306874,34765,2.3
17,39,2,316139,34760,2.3
17,39,2,327885,34728,2.3
17,39,2,335906,34738,2.3
17,39,2,348003,34739,2.3
17,39,2,356917,34728,2.4
17,39,2,369137,34718,2.4
17,39,2,380868,34725,2.4
17,39,2,389145,34717,2.4
17,39,2,401971,34697,2.4
17,39,2,409913,34687,2.4
17,39,2,422127,34658,2.4
17,39,2,430116,34626,2.4
17,39,2,442921,34598,2.4
17,39,2,454880,34590,2.5
17,39,2,463133,34624,2.5
17,39,2,475090,34652,2.5
17,39,2,484144,34677,2.5
17,39,2,496123,34699,2.5
17,39,2,503974,34712,2.5
17,39,2,516140,34742,2.5
17,39,2,528992,34780,2.5
17,39,2,537120,34834,2.5
17,39,2,548917,34895,2.5
17,39,2,557002,34936,2.6
17,39,2,570240,34941,2.6
17,39,2,577937,34938,2.6
17,39,2,590143,34936,2.6
