Hour,Minute,Second,Microsecond,IR1,,
11,7,14,29116,34727.0,14.0,1475.2889
11,7,14,40905,34764.0,14.0,3138.5190
11,7,14,49143,34787.0,14.0,2791.9398
11,7,14,62110,34811.0,14.1,1850.8522
11,7,14,70147,34847.0,14.1,4479.2833
11,7,14,82222,34870.0,14.1,1904.7619
11,7,14,89952,34876.0,14.1,776.1966
11,7,14,102989,34903.0,14.1,2071.0286
11,7,14,115009,34901.0,14.1,-166.3894
11,7,14,123048,34906.0,14.1,621.9679
11,7,14,136021,34911.0,14.1,385.4159
11,7,14,144051,34926.0,14.1,1867.9950
11,7,14,155989,34927.0,14.2,83.7661
11,7,14,164137,34940.0,14.2,1595.4836
11,7,14,176210,34937.0,14.2,-248.4884
11,7,14,188948,34944.0,14.2,549.5368
11,7,14,197045,34948.0,14.2,494.0101
11,7,14,209010,34968.0,14.2,1671.5420
11,7,14,217153,34960.0,14.2,-982.4389
11,7,14,230144,34965.0,14.2,384.8818
11,7,14,238001,34960.0,14.2,-636.3752
11,7,14,250007,34961.0,14.3,83.2917
11,7,14,262028,34970.0,14.3,748.6898
11,7,14,270995,34975.0,14.3,557.6001
11,7,14,283131,34990.0,14.3,1235.9921
11,7,14,291154,34975.0,14.3,-1869.6248
11,7,14,303013,34983.0,14.3,674.5931
11,7,14,312168,34989.0,14.3,655.3796
11,7,14,324168,34980.0,14.3,-750.0000
11,7,14,336013,34989.0,14.3,759.8143
11,7,14,344010,34981.0,14.3,-1000.3751
11,7,14,357088,34989.0,14.4,611.7143
11,7,14,364998,34995.0,14.4,758.5335
11,7,14,377161,34993.0,14.4,-164.4331
11,7,14,385143,34988.0,14.4,-626.4094
11,7,14,398046,34989.0,14.4,77.5014
11,7,14,410028,34997.0,14.4,667.6682
11,7,14,418062,34992.0,14.4,-622.3550
11,7,14,430071,35001.0,14.4,749.4379
11,7,14,439165,35009.0,14.4,879.7009
11,7,14,451007,35000.0,14.5,-760.0068
11,7,14,459169,35009.0,14.5,1102.6709
11,7,14,471159,35007.0,14.5,-166.8057
11,7,14,483948,35007.0,14.5,0.0000
11,7,14,492122,35013.0,14.5,734.0347
11,7,14,504252,35031.0,14.5,1483.9242
11,7,14,511984,35022.0,14.5,-1163.9938
11,7,14,525107,35029.0,14.5,533.4146
11,7,14,532975,35025.0,14.5,-508.3884
11,7,14,544970,35028.0,14.5,250.1042
11,7,14,556912,35040.0,14.6,1004.8568
11,7,14,565950,35032.0,14.6,-885.1516
11,7,14,578124,35033.0,14.6,82.1423
11,7,14,586208,35028.0,14.6,-618.5057
11,7,14,598124,35036.0,14.6,671.3662
11,7,14,607007,35030.0,14.6,-675.4475
11,7,14,619117,35027.0,14.6,-247.7291
11,7,14,631001,35034.0,14.6,589.0273
11,7,14,639120,35035.0,14.6,123.1679
11,7,14,652005,35028.0,14.7,-543.2674
11,7,14,660165,35034.0,14.7,735.2941
11,7,14,672130,35022.0,14.7,-1002.9252
11,7,14,679979,35030.0,14.7,1019.2381
11,7,14,693135,35030.0,14.7,0.0000
11,7,14,704942,35025.0,14.7,-423.4776
11,7,14,712922,35028.0,14.7,375.9398
11,7,14,724917,35030.0,14.7,166.7361
11,7,14,732907,35034.0,14.7,500.6258
11,7,14,746023,35026.0,14.7,-609.9421
11,7,14,753913,35024.0,14.8,-253.4854
11,7,14,766011,35032.0,14.8,661.2663
11,7,14,779003,35040.0,14.8,615.7635
11,7,14,787122,35032.0,14.8,-985.3430
11,7,14,799135,35034.0,14.8,166.4863
11,7,14,806988,35025.0,14.8,-1146.0588
11,7,14,820028,35025.0,14.8,0.0000
11,7,14,828122,35030.0,14.8,617.7415
11,7,14,840145,35031.0,14.8,83.1739
11,7,14,852032,35018.0,14.9,-1093.6317
11,7,14,859904,35014.0,14.9,-508.1301
11,7,14,872924,35020.0,14.9,460.8295
11,7,14,881008,35014.0,14.9,-742.2068
11,7,14,893250,35019.0,14.9,408.4300
11,7,14,900899,35006.0,14.9,-1699.5686
11,7,14,914100,35008.0,14.9,151.5037
11,7,14,925925,35011.0,14.9,253.6998
11,7,14,933962,35012.0,14.9,124.4245
11,7,14,946174,35017.0,14.9,409.4333
11,7,14,954959,35014.0,15.0,-341.4912
11,7,14,967013,35022.0,15.0,663.6801
11,7,14,974918,35028.0,15.0,759.0133
11,7,14,987021,35034.0,15.0,495.7449
11,7,15,89,35046.0,15.0,918.2736
11,7,15,8195,35051.0,15.0,616.8270
11,7,15,20012,35045.0,15.0,-507.7431
11,7,15,28028,35039.0,15.0,-748.5030
11,7,15,42157,35041.0,15.0,141.5528
11,7,15,49112,35035.0,15.0,-862.6887
11,7,15,60962,35008.0,15.1,-2278.4810
11,7,15,73025,34952.0,15.1,-4642.2946
11,7,15,82192,34783.0,15.1,-18435.6932
11,7,15,94139,34532.0,15.1,-21009.4584
11,7,15,101975,34028.0,15.1,-64318.5299
11,7,15,113940,33339.0,15.1,-57584.6218
11,7,15,123127,32815.0,15.1,-57037.1177
11,7,15,135124,32539.0,15.1,-23005.7514
11,7,15,146963,32504.0,15.1,-2956.3308
11,7,15,154982,32678.0,15.2,21698.4661
11,7,15,168004,32915.0,15.2,18199.9693
11,7,15,176040,33148.0,15.2,28994.5246
11,7,15,188033,33373.0,15.2,18760.9439
11,7,15,195973,33584.0,15.2,26574.3073
11,7,15,209143,33771.0,15.2,14198.9370
11,7,15,221043,33865.0,15.2,7899.1597
11,7,15,229121,33991.0,15.2,15597.9203
11,7,15,241123,34105.0,15.2,9498.4169
11,7,15,250070,34195.0,15.3,10059.2377
11,7,15,262139,34278.0,15.3,6877.1232
11,7,15,269958,34344.0,15.3,8440.9771
11,7,15,282034,34396.0,15.3,4306.0616
11,7,15,295031,34455.0,15.3,4539.5091
11,7,15,303138,34514.0,15.3,7277.6613
11,7,15,315026,34584.0,15.3,5888.2907
11,7,15,322947,34636.0,15.3,6564.8277
11,7,15,336056,34662.0,15.3,1983.3702
11,7,15,347918,34685.0,15.3,1938.9648
11,7,15,355981,34716.0,15.4,3844.7228
11,7,15,367999,34752.0,15.4,2995.5067
11,7,15,377133,34790.0,15.4,4160.2803
11,7,15,389032,34821.0,15.4,2605.2609
11,7,15,397119,34847.0,15.4,3215.0365
11,7,15,409126,34866.0,15.4,1582.4103
11,7,15,421871,34882.0,15.4,1255.3943
11,7,15,429917,34892.0,15.4,1242.8536
11,7,15,441984,34901.0,15.4,745.8358
11,7,15,450098,34918.0,15.5,2095.1442
11,7,15,463106,34918.0,15.5,0.0000
11,7,15,470948,34918.0,15.5,0.0000
11,7,15,482979,34932.0,15.5,1163.6605
11,7,15,494913,34941.0,15.5,754.1478
11,7,15,504118,34944.0,15.5,325.9098
11,7,15,515966,34955.0,15.5,928.4267
11,7,15,524120,34955.0,15.5,0.0000
11,7,15,535998,34948.0,15.5,-589.3248
11,7,15,543894,34944.0,15.5,-506.5856
11,7,15,557109,34944.0,15.6,0.0000
11,7,15,568830,34946.0,15.6,170.6339
11,7,15,576968,34948.0,15.6,245.7606
11,7,15,589875,34958.0,15.6,774.7734
11,7,15,597939,34955.0,15.6,-372.0238
11,7,15,610114,34966.0,15.6,903.4908
11,7,15,617945,34962.0,15.6,-510.7904
11,7,15,630085,34952.0,15.6,-823.7232
11,7,15,642842,34960.0,15.6,627.1067
11,7,15,650941,34959.0,15.7,-123.4720
11,7,15,662779,34965.0,15.7,506.8424
11,7,15,672110,34969.0,15.7,428.6786
11,7,15,684001,34971.0,15.7,168.1944
11,7,15,692091,34971.0,15.7,0.0000
11,7,15,703943,34975.0,15.7,337.4958
11,7,15,715903,34972.0,15.7,-250.8361
11,7,15,724953,34971.0,15.7,-110.4972
11,7,15,737015,34973.0,15.7,165.8100
11,7,15,744923,34978.0,15.7,632.2711
11,7,15,757123,34986.0,15.8,655.7377
11,7,15,765952,34975.0,15.8,-1245.8942
11,7,15,778004,34977.0,15.8,165.9476
11,7,15,789909,34981.0,15.8,335.9933
11,7,15,798005,34981.0,15.8,0.0000
11,7,15,810893,34977.0,15.8,-310.3662
11,7,15,818956,34990.0,15.8,1612.3031
11,7,15,831007,34981.0,15.8,-746.8260
11,7,15,839118,34989.0,15.8,986.3149
11,7,15,851997,34988.0,15.9,-77.6458
11,7,15,863899,34984.0,15.9,-336.0780
11,7,15,871910,34977.0,15.9,-873.7985
11,7,15,884013,34979.0,15.9,165.2483
11,7,15,892934,34988.0,15.9,1008.8555
11,7,15,904894,34991.0,15.9,250.8361
11,7,15,912936,34986.0,15.9,-621.7359
11,7,15,925012,34987.0,15.9,82.8089
11,7,15,937760,34980.0,15.9,-549.1057
11,7,15,945958,34981.0,15.9,121.9810
11,7,15,958052,34986.0,16.0,413.4281
11,7,15,966042,34985.0,16.0,-125.1564
11,7,15,978968,34988.0,16.0,232.0904
11,7,15,987126,34989.0,16.0,122.5791
11,7,15,999015,34990.0,16.0,84.1114
11,7,16,10786,34974.0,16.0,-1359.2728
11,7,16,19928,34983.0,16.0,984.4673
11,7,16,31959,34984.0,16.0,83.1186
11,7,16,40081,34976.0,16.0,-984.9791
11,7,16,52018,34985.0,16.1,753.9583
11,7,16,60951,34981.0,16.1,-447.7779
11,7,16,72953,34981.0,16.1,0.0000
11,7,16,84950,35000.0,16.1,1583.7293
11,7,16,92956,35001.0,16.1,124.9063
11,7,16,105987,35002.0,16.1,76.7401
11,7,16,113936,34983.0,16.1,-2390.2378
11,7,16,126159,34996.0,16.1,1063.5687
11,7,16,133948,34983.0,16.1,-1669.0204
11,7,16,147016,34990.0,16.1,535.6596
11,7,16,158948,34978.0,16.2,-1005.6990
11,7,16,166956,34982.0,16.2,499.5005
11,7,16,178919,34977.0,16.2,-417.9554
11,7,16,188017,34991.0,16.2,1538.7997
11,7,16,200100,34985.0,16.2,-496.5654
11,7,16,207943,34995.0,16.2,1275.0223
11,7,16,220001,34986.0,16.2,-746.3924
11,7,16,232965,34996.0,16.2,771.3669
11,7,16,240993,35003.0,16.2,871.9482
11,7,16,252942,34989.0,16.3,-1171.6462
11,7,16,261099,35004.0,16.3,1838.9114
11,7,16,274116,35004.0,16.3,0.0000
11,7,16,282107,35014.0,16.3,1251.4078
11,7,16,294120,35006.0,16.3,-665.9452
11,7,16,305869,35010.0,16.3,340.4545
11,7,16,315012,35013.0,16.3,328.1199
11,7,16,326898,35002.0,16.3,-925.4585
11,7,16,335037,35009.0,16.3,860.0565
11,7,16,347128,35017.0,16.3,661.6492
11,7,16,355970,34991.0,16.4,-2940.5112
11,7,16,368170,34990.0,16.4,-81.9672
11,7,16,379835,35005.0,16.4,1285.8980
11,7,16,387952,34991.0,16.4,-1724.7752
11,7,16,400964,34986.0,16.4,-384.2607
11,7,16,409117,34988.0,16.4,245.3085
11,7,16,420999,34980.0,16.4,-673.2873
11,7,16,428992,34957.0,16.4,-2877.5178
11,7,16,440981,34874.0,16.4,-6923.0128
11,7,16,453959,34645.0,16.5,-17645.2458
11,7,16,461914,34295.0,16.5,-43997.4859
11,7,16,474043,33698.0,16.5,-49220.8756
11,7,16,481990,33107.0,16.5,-74367.6859
11,7,16,494979,32779.0,16.5,-25252.1364
11,7,16,503026,32837.0,16.5,7207.6550
11,7,16,515201,33065.0,16.5,18726.8994
11,7,16,526801,33311.0,16.5,21206.8966
11,7,16,535995,33562.0,16.5,27300.4133
11,7,16,548015,33749.0,16.5,15557.4043
11,7,16,555963,33938.0,16.6,23779.5672
11,7,16,567878,34052.0,16.6,9567.7717
11,7,16,576860,34171.0,16.6,13248.7197
11,7,16,588948,34232.0,16.6,5046.3269
11,7,16,600874,34368.0,16.6,11403.6559
11,7,16,609083,34367.0,16.6,-121.8175
11,7,16,622014,34426.0,16.6,4562.6788
11,7,16,629916,34467.0,16.6,5188.5599
11,7,16,642007,34533.0,16.6,5458.6056
11,7,16,649869,34579.0,16.6,5850.9285
11,7,16,662919,34608.0,16.7,2222.2222
11,7,16,674956,34654.0,16.7,3821.5502
11,7,16,682851,34675.0,16.7,2659.9113
11,7,16,694896,34684.0,16.7,747.1980
11,7,16,704091,34714.0,16.7,3262.6427
11,7,16,716138,34738.0,16.7,1992.1972
11,7,16,723894,34762.0,16.7,3094.3785
11,7,16,735991,34780.0,16.7,1487.9722
11,7,16,748941,34796.0,16.7,1235.5212
11,7,16,757104,34820.0,16.8,2940.0956
11,7,16,768927,34832.0,16.8,1014.9708
11,7,16,777145,34832.0,16.8,0.0000
11,7,16,790082,34845.0,16.8,1004.8698
11,7,16,797904,34848.0,16.8,383.5336
11,7,16,809991,34848.0,16.8,0.0000
11,7,16,821928,34864.0,16.8,1340.3703
11,7,16,830918,34875.0,16.8,1223.5818
11,7,16,842886,34880.0,16.8,417.7807
11,7,16,850927,34877.0,16.9,-373.0879
11,7,16,863095,34881.0,16.9,328.7311
11,7,16,871880,34894.0,16.9,1479.7951
11,7,16,884057,34890.0,16.9,-328.4881
11,7,16,895927,34896.0,16.9,505.4760
11,7,16,903932,34903.0,16.9,874.4535
11,7,16,916871,34899.0,16.9,-309.1429
11,7,16,924850,34900.0,16.9,125.3290
11,7,16,937110,34901.0,16.9,81.5661
11,7,16,944866,34899.0,16.9,-257.8649
11,7,16,958091,34902.0,17.0,226.8431
11,7,16,969854,34915.0,17.0,1105.1602
11,7,16,978103,34919.0,17.0,484.9073
11,7,16,989891,34916.0,17.0,-254.4961
11,7,16,998877,34915.0,17.0,-111.2842
11,7,17,11095,34916.0,17.0,81.8465
11,7,17,18957,34918.0,17.0,254.3882
11,7,17,30977,34915.0,17.0,-249.5840
11,7,17,43956,34908.0,17.0,-539.3328
11,7,17,51891,34911.0,17.1,378.0718
11,7,17,64030,34913.0,17.1,164.7582
11,7,17,72095,34914.0,17.1,123.9926
11,7,17,84946,34913.0,17.1,-77.8150
11,7,17,92946,34908.0,17.1,-625.0000
11,7,17,104977,34914.0,17.1,498.7117
11,7,17,116965,34924.0,17.1,834.1675
11,7,17,125081,34932.0,17.1,985.7072
11,7,17,138048,34938.0,17.1,462.7130
11,7,17,145918,34942.0,17.1,508.2592
11,7,17,157929,34941.0,17.2,-83.2570
11,7,17,165980,34944.0,17.2,372.6245
11,7,17,179090,34952.0,17.2,610.2212
11,7,17,190905,34950.0,17.2,-169.2763
11,7,17,199075,34952.0,17.2,244.7980
11,7,17,211026,34961.0,17.2,753.0751
11,7,17,220027,34953.0,17.2,-888.7901
11,7,17,232229,34944.0,17.2,-737.5840
11,7,17,239944,34955.0,17.2,1425.7939
11,7,17,251899,34958.0,17.3,250.9410
11,7,17,264849,34954.0,17.3,-308.8803
11,7,17,273097,34957.0,17.3,363.7245
11,7,17,284867,34959.0,17.3,169.9235
11,7,17,293096,34960.0,17.3,121.5214
11,7,17,305956,34961.0,17.3,77.7605
11,7,17,313922,34965.0,17.3,502.1341
11,7,17,326221,34962.0,17.3,-243.9223
11,7,17,337880,34954.0,17.3,-686.1652
11,7,17,346905,34954.0,17.3,0.0000
11,7,17,358966,34954.0,17.4,0.0000
11,7,17,366915,34948.0,17.4,-754.8119
11,7,17,379111,34944.0,17.4,-327.9764
11,7,17,388152,34945.0,17.4,110.6072
11,7,17,399944,34955.0,17.4,848.0326
11,7,17,411939,34955.0,17.4,0.0000
11,7,17,419900,34959.0,17.4,502.4494
11,7,17,433039,34958.0,17.4,-76.1093
11,7,17,441096,34963.0,17.4,620.5784
11,7,17,453081,34967.0,17.5,333.7505
11,7,17,460959,34953.0,17.5,-1777.1008
11,7,17,473949,34951.0,17.5,-153.9646
11,7,17,485872,34955.0,17.5,335.4860
11,7,17,494027,34959.0,17.5,490.4966
11,7,17,506144,34961.0,17.5,165.0574
11,7,17,515009,34967.0,17.5,676.8190
11,7,17,527062,34961.0,17.5,-497.8014
11,7,17,534896,34964.0,17.5,382.9461
11,7,17,547063,34965.0,17.5,82.1895
11,7,17,559831,34959.0,17.6,-469.9248
11,7,17,567953,34965.0,17.6,738.7343
11,7,17,579949,34973.0,17.6,666.8890
11,7,17,588056,34960.0,17.6,-1603.5525
11,7,17,600926,34963.0,17.6,233.1002
11,7,17,608948,34970.0,17.6,872.6003
11,7,17,621065,34963.0,17.6,-577.7008
11,7,17,632910,34963.0,17.6,0.0000
11,7,17,641893,34974.0,17.6,1224.5352
11,7,17,653947,34972.0,17.7,-165.9200
11,7,17,661957,34971.0,17.7,-124.8439
11,7,17,673934,34962.0,17.7,-751.4403
11,7,17,682900,34972.0,17.7,1115.3246
11,7,17,695070,34969.0,17.7,-246.5078
11,7,17,706981,34974.0,17.7,419.7800
11,7,17,714883,34985.0,17.7,1392.0526
11,7,17,728073,34974.0,17.7,-833.9651
11,7,17,735912,34963.0,17.7,-1403.2402
11,7,17,748066,34911.0,17.7,-4278.4269
11,7,17,755958,34776.0,17.8,-17105.9301
11,7,17,768940,34516.0,17.8,-20027.7307
11,7,17,780971,34185.0,17.8,-27512.2600
11,7,17,789062,33727.0,17.8,-56606.1055
11,7,17,800936,33168.0,17.8,-47077.6486
11,7,17,809970,33019.0,17.8,-16493.2477
11,7,17,821912,33006.0,17.8,-1088.5949
11,7,17,830064,33038.0,17.8,3925.4171
11,7,17,841872,33134.0,17.8,8130.0813
11,7,17,854844,33280.0,17.9,11255.0108
11,7,17,863206,33480.0,17.9,23917.7230
11,7,17,874878,33666.0,17.9,15935.5723
11,7,17,882887,33798.0,17.9,16481.4584
11,7,17,896228,33936.0,17.9,10344.0522
11,7,17,903883,34041.0,17.9,13716.5251
11,7,17,915949,34141.0,17.9,8287.7507
11,7,17,927975,34206.0,17.9,5404.9559
11,7,17,935971,34261.0,17.9,6878.4392
11,7,17,949061,34311.0,17.9,3819.7097
11,7,17,957147,34366.0,18.0,6801.8798
11,7,17,968937,34419.0,18.0,4495.3350
11,7,17,976921,34469.0,18.0,6262.5251
11,7,17,990071,34528.0,18.0,4486.6920
11,7,18,1975,34561.0,18.0,2772.1774
11,7,18,10061,34590.0,18.0,3586.4457
11,7,18,21957,34608.0,18.0,1513.1137
11,7,18,30967,34649.0,18.0,4550.4994
11,7,18,43059,34676.0,18.0,2232.8812
11,7,18,51051,34709.0,18.1,4129.1291
11,7,18,63055,34716.0,18.1,583.1390
11,7,18,76031,34760.0,18.1,3390.8755
11,7,18,83890,34757.0,18.1,-381.7280
11,7,18,95982,34777.0,18.1,1653.9861
11,7,18,103904,34799.0,18.1,2777.0765
11,7,18,117111,34794.0,18.1,-378.5871
11,7,18,124859,34804.0,18.1,1290.6557
11,7,18,137053,34818.0,18.1,1148.1056
11,7,18,148915,34827.0,18.1,758.7253
11,7,18,158073,34846.0,18.2,2074.6888
11,7,18,169891,34845.0,18.2,-84.6167
11,7,18,177949,34840.0,18.2,-620.5014
11,7,18,190070,34851.0,18.2,907.5159
11,7,18,199066,34856.0,18.2,555.8026
11,7,18,211070,34866.0,18.2,833.0556
11,7,18,222785,34864.0,18.2,-170.7213
11,7,18,230888,34864.0,18.2,0.0000
11,7,18,244076,34877.0,18.2,985.7446
11,7,18,251959,34889.0,18.3,1522.2631
11,7,18,264079,34883.0,18.3,-495.0495
11,7,18,272057,34890.0,18.3,877.4129
11,7,18,284884,34891.0,18.3,77.9606
11,7,18,296917,34897.0,18.3,498.6288
11,7,18,304975,34910.0,18.3,1613.3035
11,7,18,316926,34917.0,18.3,585.7250
11,7,18,325907,34927.0,18.3,1113.4618
11,7,18,337943,34919.0,18.3,-664.6726
11,7,18,345869,34918.0,18.3,-126.1670
11,7,18,357949,34915.0,18.4,-248.3444
11,7,18,370970,34934.0,18.4,1459.1813
11,7,18,378938,34930.0,18.4,-502.0080
11,7,18,391067,34927.0,18.4,-247.3411
11,7,18,399242,34927.0,18.4,0.0000
11,7,18,411873,34933.0,18.4,475.0218
11,7,18,423868,34926.0,18.4,-583.5765
11,7,18,431929,34920.0,18.4,-744.3245
11,7,18,443958,34933.0,18.4,1080.7216
11,7,18,452902,34927.0,18.5,-670.8408
11,7,18,465141,34931.0,18.5,326.8241
11,7,18,472901,34928.0,18.5,-386.5979
11,7,18,484931,34925.0,18.5,-249.3766
11,7,18,497838,34926.0,18.5,77.4773
11,7,18,506093,34933.0,18.5,847.9709
11,7,18,517775,34938.0,18.5,428.0089
11,7,18,525883,34932.0,18.5,-740.0099
11,7,18,538957,34945.0,18.5,994.3399
11,7,18,547022,34936.0,18.5,-1115.9330
11,7,18,559044,34931.0,18.6,-415.9042
11,7,18,570839,34944.0,18.6,1102.1619
11,7,18,579932,34944.0,18.6,0.0000
11,7,18,591944,34950.0,18.6,499.5005
11,7,18,600001,34953.0,18.6,372.3470
11,7,18,611832,34951.0,18.6,-169.0474
11,7,18,619804,34955.0,18.6,501.7561
11,7,18,632908,34954.0,18.6,-76.3126
11,7,18,644797,34959.0,18.6,420.5568
11,7,18,652846,34961.0,18.7,248.4781
11,7,18,665801,34957.0,18.7,-308.7611
11,7,18,674023,34965.0,18.7,972.9993
11,7,18,685967,34969.0,18.7,334.8962
11,7,18,694050,34965.0,18.7,-494.8658
11,7,18,707079,34967.0,18.7,153.5037
11,7,18,718833,34968.0,18.7,85.0774
11,7,18,726937,34971.0,18.7,370.1876
11,7,18,738931,34975.0,18.7,333.5001
11,7,18,747009,34977.0,18.7,247.5860
11,7,18,759940,34984.0,18.8,541.3348
11,7,18,767935,34985.0,18.8,125.0782
11,7,18,780048,34997.0,18.8,990.6712
11,7,18,791798,34992.0,18.8,-425.5319
11,7,18,801042,34975.0,18.8,-1839.0307
11,7,18,812937,34953.0,18.8,-1849.5166
11,7,18,820883,34787.0,18.8,-20891.0143
11,7,18,832843,34564.0,18.8,-18645.4849
11,7,18,842043,34241.0,18.8,-35108.6957
11,7,18,853940,33588.0,18.9,-54887.7868
11,7,18,865836,32897.0,18.9,-58086.7518
11,7,18,873810,32563.0,18.9,-41886.1299
11,7,18,886848,32635.0,18.9,5522.3194
11,7,18,894827,32897.0,18.9,32836.1950
11,7,18,907025,33192.0,18.9,24184.2925
11,7,18,914821,33484.0,18.9,37455.1052
11,7,18,928042,33743.0,18.9,19590.0461
11,7,18,939797,33949.0,18.9,17524.4577
11,7,18,947881,34110.0,18.9,19915.8832
11,7,18,959979,34237.0,19.0,10497.6029
11,7,18,969033,34327.0,19.0,9940.3579
11,7,18,981053,34405.0,19.0,6489.1847
11,7,18,988895,34483.0,19.0,9946.4422
11,7,19,894,34554.0,19.0,5917.1598
11,7,19,13823,34615.0,19.0,4718.0756
11,7,19,22043,34666.0,19.0,6204.3796
11,7,19,33980,34703.0,19.0,3099.6063
11,7,19,41876,34741.0,19.0,4812.5633
11,7,19,55047,34780.0,19.1,2961.0508
11,7,19,62859,34803.0,19.1,2944.1884
11,7,19,75116,34824.0,19.1,1713.3067
11,7,19,86665,34852.0,19.1,2424.4523
11,7,19,95899,34872.0,19.1,2165.9086
11,7,19,107986,34888.0,19.1,1323.7362
11,7,19,115911,34893.0,19.1,630.9148
11,7,19,127950,34901.0,19.1,664.5070
11,7,19,137234,34910.0,19.1,969.4097
11,7,19,149161,34918.0,19.1,670.7470
11,7,19,160726,34907.0,19.2,-951.1457
11,7,19,168884,34885.0,19.2,-2696.7394
11,7,19,182071,34878.0,19.2,-530.8258
11,7,19,189883,34875.0,19.2,-384.0246
11,7,19,202044,34876.0,19.2,82.2301
11,7,19,209874,34882.0,19.2,766.2835
11,7,19,223041,34895.0,19.2,987.3168
11,7,19,234767,34897.0,19.2,170.5611
11,7,19,242880,34903.0,19.2,739.5538
11,7,19,254856,34908.0,19.3,417.5017
11,7,19,264048,34929.0,19.3,2284.5953
11,7,19,275920,34919.0,19.3,-842.3181
11,7,19,284043,34910.0,19.3,-1107.9650
11,7,19,295956,34924.0,19.3,1175.1868
11,7,19,308921,34921.0,19.3,-231.3922
11,7,19,316923,34921.0,19.3,0.0000
11,7,19,328783,34941.0,19.3,1686.3406
11,7,19,336865,34939.0,19.3,-247.4635
11,7,19,349833,34940.0,19.3,77.1129
11,7,19,358016,34948.0,19.4,977.6366
11,7,19,370016,34932.0,19.4,-1333.3333
11,7,19,381880,34940.0,19.4,674.3088
11,7,19,391038,34937.0,19.4,-327.5824
11,7,19,402815,34937.0,19.4,0.0000
11,7,19,411017,34948.0,19.4,1341.1363
11,7,19,423066,34950.0,19.4,165.9889
11,7,19,431025,34957.0,19.4,879.5075
11,7,19,444216,34958.0,19.4,75.8093
11,7,19,455741,34964.0,19.5,520.6074
11,7,19,464040,34960.0,19.5,-481.9858
11,7,19,476966,34961.0,19.5,77.3635
11,7,19,484880,34962.0,19.5,126.3584
11,7,19,496862,34938.0,19.5,-2003.0045
11,7,19,504935,34940.0,19.5,247.7394
11,7,19,516920,34952.0,19.5,1001.2516
11,7,19,529812,34940.0,19.5,-930.8098
11,7,19,538008,34957.0,19.5,2074.1825
11,7,19,549809,34955.0,19.5,-169.4772
11,7,19,558069,34958.0,19.6,363.1961
11,7,19,570866,34954.0,19.6,-312.5733
11,7,19,578940,34954.0,19.6,0.0000
11,7,19,590997,34956.0,19.6,165.8787
11,7,19,602862,34958.0,19.6,168.5630
11,7,19,611893,34968.0,19.6,1107.2971
11,7,19,623796,34952.0,19.6,-1344.1989
11,7,19,632022,34968.0,19.6,1945.0523
11,7,19,643899,34946.0,19.6,-1852.3196
11,7,19,652928,34958.0,19.7,1329.0508
11,7,19,664957,34959.0,19.7,83.1324
11,7,19,676858,34955.0,19.7,-336.1062
11,7,19,684933,34947.0,19.7,-990.7121
11,7,19,697965,34961.0,19.7,1074.2787
11,7,19,705884,34960.0,19.7,-126.2786
11,7,19,718025,34975.0,19.7,1235.4831
11,7,19,725859,34963.0,19.7,-1531.7845
11,7,19,739017,34971.0,19.7,607.9951
11,7,19,750745,34959.0,19.8,-1023.1924
11,7,19,759032,34976.0,19.8,2051.4058
11,7,19,770922,34977.0,19.8,84.1043
11,7,19,780020,34967.0,19.8,-1099.1427
11,7,19,792014,34981.0,19.8,1167.2503
11,7,19,800024,34995.0,19.8,1747.8152
11,7,19,812017,34983.0,19.8,-1000.5837
11,7,19,824867,34983.0,19.8,0.0000
11,7,19,832820,34991.0,19.8,1005.9097
11,7,19,845139,35002.0,19.8,892.9296
11,7,19,852834,35016.0,19.9,1819.3632
11,7,19,866076,35020.0,19.9,302.0692
11,7,19,873851,35019.0,19.9,-128.6174
11,7,19,885987,35012.0,19.9,-576.7963
11,7,19,897786,34993.0,19.9,-1610.3060
11,7,19,906803,34980.0,19.9,-1441.7212
11,7,19,918842,34870.0,19.9,-9136.9715
11,7,19,926842,34609.0,19.9,-32625.0000
11,7,19,939012,34140.0,19.9,-38537.3870
11,7,19,947837,33317.0,19.9,-93257.7904
11,7,19,959927,32765.0,20.0,-45657.5682
11,7,19,971859,32576.0,20.0,-15839.7586
11,7,19,979915,32537.0,20.0,-4841.1122
11,7,19,992959,32727.0,20.0,14566.0840
11,7,20,922,32888.0,20.0,20218.5106
11,7,20,12963,33117.0,20.0,19018.3540
11,7,20,21024,33380.0,20.0,32626.2250
11,7,20,33803,33596.0,20.0,16902.7310
11,7,20,45882,33795.0,20.0,16474.8737
11,7,20,53991,33960.0,20.1,20347.7617
11,7,20,65829,34092.0,20.1,11150.5322
11,7,20,74866,34212.0,20.1,13278.7429
11,7,20,86920,34301.0,20.1,7383.4412
11,7,20,94810,34374.0,20.1,9252.2180
11,7,20,107021,34437.0,20.1,5159.2826
11,7,20,119884,34490.0,20.1,4120.3452
11,7,20,127885,34559.0,20.1,8623.9220
11,7,20,139969,34612.0,20.1,4385.9649
11,7,20,147986,34647.0,20.1,4365.7228
11,7,20,160924,34676.0,20.2,2241.4593
11,7,20,168793,34711.0,20.2,4447.8333
11,7,20,180864,34734.0,20.2,1905.3931
11,7,20,192913,34759.0,20.2,2074.8610
11,7,20,200973,34778.0,20.2,2357.3201
11,7,20,213859,34805.0,20.2,2095.2972
