Hour,Minute,Second,Microsecond,IR1,,
11,7,20,221883,34817.0,20.2,1495.5135
11,7,20,233908,34831.0,20.2,1164.2412
11,7,20,242029,34857.0,20.2,3201.5762
11,7,20,254870,34860.0,20.3,233.6267
11,7,20,266832,34872.0,20.3,1003.1767
11,7,20,275012,34873.0,20.3,122.2494
11,7,20,286992,34861.0,20.3,-1001.6694
11,7,20,295935,34867.0,20.3,670.9158
11,7,20,308012,34870.0,20.3,248.4061
11,7,20,315837,34886.0,20.3,2044.7284
11,7,20,327881,34886.0,20.3,0.0000
11,7,20,340898,34893.0,20.3,537.7583
11,7,20,348902,34891.0,20.3,-249.8751
11,7,20,360985,34892.0,20.4,82.7609
11,7,20,369020,34875.0,20.4,-2115.7436
11,7,20,382018,34857.0,20.4,-1384.8284
11,7,20,390016,34862.0,20.4,625.1563
11,7,20,401979,34871.0,20.4,752.3197
11,7,20,413935,34883.0,20.4,1003.6802
11,7,20,422906,34871.0,20.4,-1337.6435
11,7,20,434883,34878.0,20.4,584.4535
11,7,20,443015,34880.0,20.4,245.9420
11,7,20,455015,34887.0,20.5,583.3333
11,7,20,464024,34897.0,20.5,1110.0011
11,7,20,476075,34892.0,20.5,-414.9033
11,7,20,487841,34894.0,20.5,169.9813
11,7,20,495808,34892.0,20.5,-251.0355
11,7,20,508962,34902.0,20.5,760.2250
11,7,20,516818,34904.0,20.5,254.5825
11,7,20,528888,34898.0,20.5,-497.1002
11,7,20,536981,34903.0,20.5,617.8179
11,7,20,549895,34896.0,20.5,-542.0474
11,7,20,561888,34903.0,20.6,583.6738
11,7,20,569846,34899.0,20.6,-502.6389
11,7,20,582019,34905.0,20.6,492.8941
11,7,20,590835,34905.0,20.6,0.0000
11,7,20,602828,34896.0,20.6,-750.4378
11,7,20,610763,34901.0,20.6,630.1197
11,7,20,622907,34902.0,20.6,82.3452
11,7,20,635759,34908.0,20.6,466.8534
11,7,20,643833,34915.0,20.6,866.9804
11,7,20,656058,34915.0,20.7,0.0000
11,7,20,663777,34917.0,20.7,259.1009
11,7,20,676897,34919.0,20.7,152.4390
11,7,20,684871,34923.0,20.7,501.6303
11,7,20,696999,34933.0,20.7,824.5383
11,7,20,708720,34938.0,20.7,426.5848
11,7,20,717852,34942.0,20.7,438.0201
11,7,20,730015,34943.0,20.7,82.2166
11,7,20,737847,34949.0,20.7,766.0878
11,7,20,749986,34952.0,20.7,247.1373
11,7,20,759009,34951.0,20.8,-110.8279
11,7,20,771084,34953.0,20.8,165.6315
11,7,20,782863,34952.0,20.8,-84.8969
11,7,20,791008,34957.0,20.8,613.8735
11,7,20,803993,34964.0,20.8,539.0836
11,7,20,811941,34966.0,20.8,251.6356
11,7,20,823882,34961.0,20.8,-418.7254
11,7,20,832074,34956.0,20.8,-610.3516
11,7,20,844780,34961.0,20.8,393.5149
11,7,20,856673,34975.0,20.9,1177.1630
11,7,20,864755,34974.0,20.9,-123.7317
11,7,20,876810,34971.0,20.9,-248.8594
11,7,20,885800,34966.0,20.9,-556.1735
11,7,20,898000,34959.0,20.9,-573.7705
11,7,20,905867,34963.0,20.9,508.4530
11,7,20,917818,34965.0,20.9,167.3500
11,7,20,930776,34971.0,20.9,463.0344
11,7,20,938834,34970.0,20.9,-124.1003
11,7,20,951005,34967.0,21.0,-246.4876
11,7,20,958989,34968.0,21.0,125.2505
11,7,20,972083,34970.0,21.0,152.7417
11,7,20,979856,34974.0,21.0,514.6018
11,7,20,991979,34971.0,21.0,-247.4635
11,7,21,3754,34973.0,21.0,169.8514
11,7,21,12130,34972.0,21.0,-119.3887
11,7,21,24867,34972.0,21.0,0.0000
11,7,21,32859,34976.0,21.0,500.5005
11,7,21,45006,34978.0,21.0,164.6497
11,7,21,52828,34982.0,21.1,511.3782
11,7,21,65862,34983.0,21.1,76.7224
11,7,21,77777,34984.0,21.1,83.9278
11,7,21,86056,34983.0,21.1,-120.7875
11,7,21,97989,34983.0,21.1,0.0000
11,7,21,107010,34983.0,21.1,0.0000
11,7,21,118998,34975.0,21.1,-667.3340
11,7,21,126816,34975.0,21.1,0.0000
11,7,21,139874,34946.0,21.1,-2220.8608
11,7,21,151753,34872.0,21.2,-6229.4806
11,7,21,159976,34687.0,21.2,-22497.8718
11,7,21,171843,34416.0,21.2,-22836.4372
11,7,21,180162,33997.0,21.2,-50366.6306
11,7,21,193010,33415.0,21.2,-45298.8792
11,7,21,201001,32950.0,21.2,-58190.4643
11,7,21,212994,32904.0,21.2,-3835.5707
11,7,21,224856,33126.0,21.2,18715.2251
11,7,21,233866,33368.0,21.2,26859.0455
11,7,21,245877,33599.0,21.2,19232.3703
11,7,21,254000,33792.0,21.3,23759.6947
11,7,21,265829,33954.0,21.3,13695.1560
11,7,21,275001,34096.0,21.3,15481.9014
11,7,21,286900,34184.0,21.3,7395.5795
11,7,21,298906,34264.0,21.3,6663.3350
11,7,21,306835,34327.0,21.3,7945.5165
11,7,21,320011,34395.0,21.3,5160.8986
11,7,21,328012,34448.0,21.3,6624.1720
11,7,21,339862,34499.0,21.3,4303.7975
11,7,21,348007,34544.0,21.3,5524.8619
11,7,21,360837,34580.0,21.4,2805.9236
11,7,21,372900,34621.0,21.4,3398.8228
11,7,21,380990,34639.0,21.4,2224.9691
11,7,21,393001,34662.0,21.4,1914.9113
11,7,21,401844,34685.0,21.4,2600.9273
11,7,21,413979,34701.0,21.4,1318.5002
11,7,21,422004,34712.0,21.4,1370.7165
11,7,21,433890,34737.0,21.4,2103.3148
11,7,21,446896,34751.0,21.4,1076.4263
11,7,21,454828,34762.0,21.5,1386.7877
11,7,21,466864,34774.0,21.5,997.0090
11,7,21,474775,34778.0,21.5,505.6251
11,7,21,487827,34785.0,21.5,536.3163
11,7,21,499701,34855.0,21.5,5895.2333
11,7,21,507987,34754.0,21.5,-12189.2349
11,7,21,519824,34801.0,21.5,3970.6007
11,7,21,528970,34815.0,21.5,1530.7238
11,7,21,540876,34835.0,21.5,1679.8253
11,7,21,548778,34813.0,21.5,-2784.1053
11,7,21,560976,34834.0,21.6,1721.5937
11,7,21,573776,34831.0,21.6,-234.3750
11,7,21,581829,34829.0,21.6,-248.3547
11,7,21,593702,34848.0,21.6,1600.2695
11,7,21,601827,34845.0,21.6,-369.2308
11,7,21,614981,34856.0,21.6,836.2475
11,7,21,622976,34856.0,21.6,0.0000
11,7,21,634973,34874.0,21.6,1500.3751
11,7,21,646778,34877.0,21.6,254.1296
11,7,21,655849,34842.0,21.7,-3858.4500
11,7,21,667672,34854.0,21.7,1014.9708
11,7,21,676029,34854.0,21.7,0.0000
11,7,21,687986,34873.0,21.7,1589.0273
11,7,21,696986,34865.0,21.7,-888.8889
11,7,21,708973,34870.0,21.7,417.1185
11,7,21,720719,34866.0,21.7,-340.5415
11,7,21,728969,34887.0,21.7,2545.4545
11,7,21,741875,34891.0,21.7,309.9334
11,7,21,749880,34867.0,21.7,-2998.1262
11,7,21,761860,34885.0,21.8,1502.5042
11,7,21,769822,34888.0,21.8,376.7898
11,7,21,782871,34895.0,21.8,536.4396
11,7,21,794735,34894.0,21.8,-84.2886
11,7,21,802973,34887.0,21.8,-849.7208
11,7,21,815030,34896.0,21.8,746.4543
11,7,21,822842,34892.0,21.8,-512.0328
11,7,21,835888,34892.0,21.8,0.0000
11,7,21,843762,34895.0,21.8,381.0008
11,7,21,855869,34906.0,21.9,908.5653
11,7,21,867755,34903.0,21.9,-252.3978
11,7,21,876849,34905.0,21.9,219.9252
11,7,21,888868,34904.0,21.9,-83.2016
11,7,21,896997,34899.0,21.9,-615.0818
11,7,21,908978,34910.0,21.9,918.1204
11,7,21,917876,34918.0,21.9,899.0784
11,7,21,929977,34929.0,21.9,909.0158
11,7,21,941770,34919.0,21.9,-847.9607
11,7,21,949802,34916.0,21.9,-373.5060
11,7,21,962892,34911.0,22.0,-381.9710
11,7,21,971016,34919.0,22.0,984.7366
11,7,21,982811,34920.0,22.0,84.7817
11,7,21,990982,34924.0,22.0,489.5362
11,7,22,3878,34948.0,22.0,1861.0422
11,7,22,15664,34916.0,22.0,-2715.0857
11,7,22,24017,34914.0,22.0,-239.4349
11,7,22,35817,34932.0,22.0,1525.4237
11,7,22,44982,34913.0,22.0,-2073.1042
11,7,22,56986,34925.0,22.1,999.6668
11,7,22,64865,34918.0,22.1,-888.4376
11,7,22,77013,34913.0,22.1,-411.5904
11,7,22,89769,34921.0,22.1,627.1558
11,7,22,97962,34917.0,22.1,-488.2217
11,7,22,109824,34935.0,22.1,1517.4507
11,7,22,117973,34933.0,22.1,-245.4289
11,7,22,131096,34920.0,22.1,-990.6271
11,7,22,138804,34927.0,22.1,908.1474
11,7,22,150875,34927.0,22.2,0.0000
11,7,22,162704,34925.0,22.2,-169.0760
11,7,22,171764,34903.0,22.2,-2428.2561
11,7,22,183817,34867.0,22.2,-2986.8083
11,7,22,191974,34776.0,22.2,-11156.0623
11,7,22,203980,34551.0,22.2,-18740.6297
11,7,22,212820,34219.0,22.2,-37556.5611
11,7,22,224973,33570.0,22.2,-53402.4521
11,7,22,236694,32930.0,22.2,-54602.8496
11,7,22,244978,32606.0,22.2,-39111.5403
11,7,22,257768,32714.0,22.3,8444.0970
11,7,22,265786,32964.0,22.3,31179.8453
11,7,22,277848,33201.0,22.3,19648.4828
11,7,22,286023,33441.0,22.3,29357.7982
11,7,22,298923,33667.0,22.3,17519.3798
11,7,22,310819,33838.0,22.3,14374.5797
11,7,22,318821,34009.0,22.3,21369.6576
11,7,22,330915,34131.0,22.3,10087.6468
11,7,22,339976,34209.0,22.3,8608.3214
11,7,22,351871,34278.0,22.4,5800.7566
11,7,22,359864,34346.0,22.4,8507.4440
11,7,22,371918,34427.0,22.4,6719.7611
11,7,22,384703,34479.0,22.4,4067.2663
11,7,22,392889,34522.0,22.4,5252.8708
11,7,22,404799,34556.0,22.4,2854.7439
11,7,22,412723,34586.0,22.4,3785.9667
11,7,22,426033,34631.0,22.4,3380.9166
11,7,22,433799,34662.0,22.4,3991.7589
11,7,22,446042,34693.0,22.4,2532.0591
11,7,22,457708,34709.0,22.5,1371.5069
11,7,22,466951,34730.0,22.5,2271.9896
11,7,22,478779,34752.0,22.5,1859.9932
11,7,22,486917,34763.0,22.5,1351.6835
11,7,22,499025,34793.0,22.5,2477.7007
11,7,22,506948,34811.0,22.5,2271.8667
11,7,22,519783,34809.0,22.5,-155.8239
11,7,22,531795,34832.0,22.5,1914.7519
11,7,22,539847,34838.0,22.5,745.1565
11,7,22,552724,34843.0,22.6,388.2892
11,7,22,560964,34848.0,22.6,606.7961
11,7,22,572960,34857.0,22.6,750.2501
11,7,22,580758,34853.0,22.6,-512.9520
11,7,22,592797,34848.0,22.6,-415.3169
11,7,22,605828,34863.0,22.6,1151.1012
11,7,22,613788,34870.0,22.6,879.3970
11,7,22,625925,34871.0,22.6,82.3927
11,7,22,633772,34872.0,22.6,127.4372
11,7,22,646959,34883.0,22.6,834.1548
11,7,22,654728,34896.0,22.7,1673.3170
11,7,22,666754,34884.0,22.7,-997.8380
11,7,22,678633,34868.0,22.7,-1346.9147
11,7,22,687935,34873.0,22.7,537.5188
11,7,22,699883,34879.0,22.7,502.1761
11,7,22,707785,34886.0,22.7,885.8517
11,7,22,719860,34891.0,22.7,414.0787
11,7,22,728923,34891.0,22.7,0.0000
11,7,22,740959,34897.0,22.7,498.5045
11,7,22,752794,34902.0,22.8,422.4757
11,7,22,760787,34902.0,22.8,0.0000
11,7,22,773925,34907.0,22.8,380.5754
11,7,22,781792,34910.0,22.8,381.3398
11,7,22,793853,34906.0,22.8,-331.6475
11,7,22,801800,34910.0,22.8,503.3346
11,7,22,814805,34912.0,22.8,153.7870
11,7,22,826677,34907.0,22.8,-421.1590
11,7,22,834849,34912.0,22.8,611.8453
11,7,22,846916,34923.0,22.8,911.5770
11,7,22,855876,34920.0,22.9,-334.8214
11,7,22,867947,34910.0,22.9,-828.4318
11,7,22,875794,34908.0,22.9,-254.8745
11,7,22,887844,34906.0,22.9,-165.9751
11,7,22,900816,34910.0,22.9,308.3565
11,7,22,908820,34917.0,22.9,874.5627
11,7,22,920782,34914.0,22.9,-250.7942
11,7,22,928957,34913.0,22.9,-122.3242
11,7,22,941963,34920.0,22.9,538.2131
11,7,22,949964,34917.0,22.9,-374.9531
11,7,22,961957,34911.0,23.0,-500.2918
11,7,22,973675,34920.0,23.0,768.0492
11,7,22,982764,34925.0,23.0,550.1155
11,7,22,994917,34932.0,23.0,575.9895
11,7,23,2860,34931.0,23.0,-125.8970
11,7,23,14857,34940.0,23.0,750.1875
11,7,23,23857,34929.0,23.0,-1222.2222
11,7,23,36021,34924.0,23.0,-411.0490
11,7,23,47702,34934.0,23.0,856.0911
11,7,23,55744,34943.0,23.1,1119.1246
11,7,23,68829,34936.0,23.1,-534.9637
11,7,23,76841,34940.0,23.1,499.2511
11,7,23,88848,34943.0,23.1,249.8543
11,7,23,97074,34937.0,23.1,-729.3946
11,7,23,109793,34931.0,23.1,-471.7352
11,7,23,121828,34940.0,23.1,747.8189
11,7,23,129955,34945.0,23.1,615.2332
11,7,23,141911,34935.0,23.1,-836.4001
11,7,23,150798,34926.0,23.2,-1012.7152
11,7,23,162960,34934.0,23.2,657.7865
11,7,23,170806,34935.0,23.2,127.4535
11,7,23,182737,34933.0,23.2,-167.6305
11,7,23,195665,34938.0,23.2,386.7574
11,7,23,203732,34942.0,23.2,495.8473
11,7,23,215670,34911.0,23.2,-2596.7499
11,7,23,223769,34815.0,23.2,-11853.3152
11,7,23,236858,34619.0,23.2,-14974.4060
11,7,23,244933,34328.0,23.2,-36037.1517
11,7,23,256743,33949.0,23.3,-32091.4479
11,7,23,268679,33435.0,23.3,-43063.0027
11,7,23,276928,33006.0,23.3,-52006.3038
11,7,23,289799,32902.0,23.3,-8080.1803
11,7,23,297821,32940.0,23.3,4736.9733
11,7,23,309918,33054.0,23.3,9423.8241
11,7,23,317801,33235.0,23.3,22960.8017
11,7,23,330871,33459.0,23.3,17138.4851
11,7,23,342826,33652.0,23.3,16143.8729
11,7,23,350834,33817.0,23.4,20604.3956
11,7,23,363921,33951.0,23.4,10239.1686
11,7,23,371785,34069.0,23.4,15005.0865
11,7,23,383761,34132.0,23.4,5260.5210
11,7,23,391818,34197.0,23.4,8067.5189
11,7,23,404854,34253.0,23.4,4295.7963
11,7,23,416671,34292.0,23.4,3300.3300
11,7,23,424795,34352.0,23.4,7385.5244
11,7,23,436789,34403.0,23.4,4252.1261
11,7,23,444732,34473.0,23.4,8812.7911
11,7,23,457954,34505.0,23.5,2420.2087
11,7,23,465913,34550.0,23.5,5653.9766
11,7,23,477954,34552.0,23.5,166.0992
11,7,23,489707,34584.0,23.5,2722.7091
11,7,23,498774,34591.0,23.5,772.0304
11,7,23,510890,34629.0,23.5,3136.3486
11,7,23,518776,34636.0,23.5,887.6490
11,7,23,530815,34665.0,23.5,2408.8379
11,7,23,539943,34687.0,23.5,2410.1665
11,7,23,551925,34709.0,23.6,1836.0875
11,7,23,563806,34720.0,23.6,925.8480
11,7,23,571756,34736.0,23.6,2012.5786
11,7,23,584829,34744.0,23.6,611.9483
11,7,23,592764,34755.0,23.6,1386.2634
11,7,23,604901,34773.0,23.6,1483.0683
11,7,23,612935,34768.0,23.6,-622.3550
11,7,23,625995,34774.0,23.6,459.4181
11,7,23,637639,34772.0,23.6,-171.7623
11,7,23,645972,34783.0,23.6,1320.0528
11,7,23,657906,34782.0,23.7,-83.7942
11,7,23,666710,34786.0,23.7,454.3389
11,7,23,678811,34783.0,23.7,-247.9134
11,7,23,686822,34798.0,23.7,1872.4254
11,7,23,698813,34808.0,23.7,833.9588
11,7,23,711813,34815.0,23.7,538.4615
11,7,23,719986,34818.0,23.7,367.0623
11,7,23,731836,34830.0,23.7,1012.6582
11,7,23,739812,34839.0,23.7,1128.3852
11,7,23,752940,34836.0,23.8,-228.5192
11,7,23,760959,34848.0,23.8,1496.4459
11,7,23,772933,34850.0,23.8,167.0286
11,7,23,784758,34849.0,23.8,-84.5666
11,7,23,793931,34865.0,23.8,1744.2494
11,7,23,805975,34864.0,23.8,-83.0289
11,7,23,813925,34879.0,23.8,1886.7925
11,7,23,825846,34877.0,23.8,-167.7712
11,7,23,834836,34880.0,23.8,333.7041
11,7,23,846930,34873.0,23.8,-578.7994
11,7,23,858687,34883.0,23.9,850.5571
11,7,23,866849,34888.0,23.9,612.5950
11,7,23,879889,34877.0,23.9,-843.5583
11,7,23,887887,34888.0,23.9,1375.3438
