Hour,Minute,Second,Microsecond,IR1,4 blinks
17,56,15,788511,36617,15.8
17,56,15,800658,36623,15.8
17,56,15,812455,36608,15.8
17,56,15,821559,36577,15.8
17,56,15,833583,36542,15.8
17,56,15,841479,36510,15.8
17,56,15,853545,36480,15.9
17,56,15,862993,36446,15.9
17,56,15,874637,36418,15.9
17,56,15,886344,36380,15.9
17,56,15,894440,36297,15.9
17,56,15,907358,36129,15.9
17,56,15,915430,35915,15.9
17,56,15,927439,35596,15.9
17,56,15,935411,35362,15.9
17,56,15,948439,35334,15.9
17,56,15,960361,35321,16.0
17,56,15,968528,35289,16.0
17,56,15,980573,35255,16.0
17,56,15,989623,35240,16.0
17,56,16,1462,35231,16.0
17,56,16,9525,35224,16.0
17,56,16,21545,35210,16.0
17,56,16,34457,35199,16.0
17,56,16,42633,35194,16.0
17,56,16,54554,35179,16.1
17,56,16,62489,35174,16.1
17,56,16,75464,35164,16.1
17,56,16,83640,35147,16.1
17,56,16,95500,35173,16.1
17,56,16,107511,35279,16.1
17,56,16,115664,35386,16.1
17,56,16,128455,35491,16.1
17,56,16,136484,35631,16.1
17,56,16,148861,35818,16.1
17,56,16,157540,36078,16.2
17,56,16,169887,36286,16.2
17,56,16,181313,36518,16.2
17,56,16,189652,36739,16.2
17,56,16,201638,36829,16.2
17,56,16,210654,36882,16.2
17,56,16,222523,36957,16.2
17,56,16,230669,37080,16.2
17,56,16,242654,37195,16.2
17,56,16,255389,37272,16.3
17,56,16,263511,37355,16.3
17,56,16,275640,37480,16.3
17,56,16,283582,37640,16.3
17,56,16,296495,37676,16.3
17,56,16,304447,37762,16.3
17,56,16,316653,37791,16.3
17,56,16,328514,37702,16.3
17,56,16,337493,37584,16.3
17,56,16,349627,37493,16.3
17,56,16,357589,37448,16.4
17,56,16,369660,37396,16.4
17,56,16,378511,37379,16.4
17,56,16,390414,37348,16.4
17,56,16,402543,37332,16.4
17,56,16,410510,37356,16.4
17,56,16,423614,37477,16.4
17,56,16,431639,37442,16.4
17,56,16,443694,37487,16.4
17,56,16,451501,37579,16.5
17,56,16,464505,37585,16.5
17,56,16,476700,37646,16.5
17,56,16,484659,37698,16.5
17,56,16,496625,37757,16.5
17,56,16,505489,37806,16.5
17,56,16,517659,37876,16.5
17,56,16,525503,37888,16.5
17,56,16,537525,37926,16.5
17,56,16,550534,37954,16.6
17,56,16,558471,37983,16.6
17,56,16,570523,38014,16.6
17,56,16,578867,38074,16.6
17,56,16,591565,38119,16.6
17,56,16,599644,38129,16.6
17,56,16,611651,38129,16.6
17,56,16,623535,38121,16.6
17,56,16,632510,38138,16.6
17,56,16,644594,38151,16.6
17,56,16,652473,38162,16.7
17,56,16,664660,38178,16.7
17,56,16,673502,38144,16.7
17,56,16,685612,38073,16.7
17,56,16,697538,37925,16.7
17,56,16,705631,37683,16.7
17,56,16,718617,37208,16.7
17,56,16,726458,36297,16.7
17,56,16,738653,34852,16.7
17,56,16,746474,34148,16.7
17,56,16,759525,34404,16.8
17,56,16,771415,34948,16.8
17,56,16,779471,35163,16.8
17,56,16,791459,35257,16.8
17,56,16,799620,35505,16.8
17,56,16,812633,35908,16.8
17,56,16,820480,36147,16.8
17,56,16,832644,36309,16.8
17,56,16,845511,36430,16.8
17,56,16,853468,36538,16.9
17,56,16,865636,36625,16.9
17,56,16,873632,36664,16.9
17,56,16,886531,36730,16.9
17,56,16,894415,36774,16.9
17,56,16,906649,36819,16.9
17,56,16,918516,36869,16.9
17,56,16,926496,36889,16.9
17,56,16,939542,36922,16.9
17,56,16,947625,36940,16.9
17,56,16,959484,36968,17.0
17,56,16,967435,36961,17.0
17,56,16,980631,36942,17.0
17,56,16,992524,36915,17.0
17,56,17,506,36906,17.0
17,56,17,13481,36917,17.0
17,56,17,21553,36936,17.0
17,56,17,33664,36951,17.0
17,56,17,41508,36947,17.0
17,56,17,53382,36933,17.1
17,56,17,66554,36921,17.1
17,56,17,74478,36931,17.1
17,56,17,86658,36943,17.1
17,56,17,94475,36952,17.1
17,56,17,107634,36960,17.1
17,56,17,115479,36961,17.1
17,56,17,127468,36961,17.1
17,56,17,139385,36977,17.1
17,56,17,148513,36992,17.1
17,56,17,160630,37005,17.2
17,56,17,168481,37014,17.2
17,56,17,180643,37021,17.2
17,56,17,189590,37034,17.2
17,56,17,201524,37047,17.2
17,56,17,213469,37050,17.2
17,56,17,221452,37060,17.2
17,56,17,234637,37058,17.2
17,56,17,242457,37063,17.2
17,56,17,254651,37065,17.3
17,56,17,262473,37068,17.3
17,56,17,275645,37075,17.3
17,56,17,287403,37074,17.3
17,56,17,295588,37071,17.3
17,56,17,307544,37084,17.3
17,56,17,316484,37100,17.3
17,56,17,328788,37111,17.3
17,56,17,336468,37114,17.3
17,56,17,348535,37115,17.3
17,56,17,361620,37132,17.4
17,56,17,369469,37136,17.4
17,56,17,381578,37132,17.4
17,56,17,389444,37120,17.4
17,56,17,402402,37112,17.4
17,56,17,410437,37117,17.4
17,56,17,422483,37132,17.4
17,56,17,434552,37144,17.4
17,56,17,443467,37143,17.4
17,56,17,455645,37150,17.5
17,56,17,463483,37155,17.5
17,56,17,475636,37161,17.5
17,56,17,484640,37164,17.5
17,56,17,496849,37171,17.5
17,56,17,508560,37184,17.5
17,56,17,516630,37190,17.5
17,56,17,529639,37198,17.5
17,56,17,537485,37211,17.5
17,56,17,549460,37218,17.5
17,56,17,561440,37226,17.6
17,56,17,570477,37241,17.6
17,56,17,582542,37244,17.6
17,56,17,590578,37252,17.6
17,56,17,602472,37261,17.6
17,56,17,610660,37269,17.6
17,56,17,623482,37273,17.6
17,56,17,635438,37279,17.6
17,56,17,643430,37292,17.6
17,56,17,656416,37295,17.7
17,56,17,664499,37297,17.7
17,56,17,677984,37307,17.7
17,56,17,684497,37302,17.7
17,56,17,697531,37279,17.7
17,56,17,709429,37258,17.7
17,56,17,717524,37252,17.7
17,56,17,729516,37264,17.7
17,56,17,737466,37268,17.7
17,56,17,750501,37286,17.8
