Y:D:M,H:M:S,Seconds,IR1 
2015:1:3,10:54:39.262,39.262,36452.0
2015:1:3,10:54:39.274,39.274,36424.0
2015:1:3,10:54:39.286,39.286,36437.0
2015:1:3,10:54:39.294,39.294,36471.0
2015:1:3,10:54:39.306,39.306,36506.0
2015:1:3,10:54:39.315,39.315,36522.0
2015:1:3,10:54:39.327,39.327,36527.0
2015:1:3,10:54:39.335,39.335,36510.0
2015:1:3,10:54:39.347,39.347,36492.0
2015:1:3,10:54:39.36,39.36,36490.0
2015:1:3,10:54:39.368,39.368,36517.0
2015:1:3,10:54:39.38,39.38,36548.0
2015:1:3,10:54:39.388,39.388,36600.0
2015:1:3,10:54:39.401,39.401,36626.0
2015:1:3,10:54:39.409,39.409,36638.0
2015:1:3,10:54:39.421,39.421,36635.0
2015:1:3,10:54:39.433,39.433,36628.0
2015:1:3,10:54:39.442,39.442,36637.0
2015:1:3,10:54:39.454,39.454,36672.0
2015:1:3,10:54:39.462,39.462,36694.0
2015:1:3,10:54:39.474,39.474,36652.0
2015:1:3,10:54:39.483,39.483,36622.0
2015:1:3,10:54:39.495,39.495,36671.0
2015:1:3,10:54:39.507,39.507,36687.0
2015:1:3,10:54:39.533,39.533,36594.0
2015:1:3,10:54:39.541,39.541,36419.0
2015:1:3,10:54:39.549,39.549,36251.0
2015:1:3,10:54:39.557,39.557,36202.0
2015:1:3,10:54:39.565,39.565,36194.0
2015:1:3,10:54:39.572,39.572,36090.0
2015:1:3,10:54:39.581,39.581,35850.0
2015:1:3,10:54:39.59,39.59,35645.0
2015:1:3,10:54:39.601,39.601,35560.0
2015:1:3,10:54:39.61,39.61,35633.0
2015:1:3,10:54:39.622,39.622,35743.0
2015:1:3,10:54:39.631,39.631,35787.0
2015:1:3,10:54:39.642,39.642,35762.0
2015:1:3,10:54:39.655,39.655,35710.0
2015:1:3,10:54:39.663,39.663,35665.0
2015:1:3,10:54:39.675,39.675,35625.0
2015:1:3,10:54:39.683,39.683,35619.0
2015:1:3,10:54:39.696,39.696,35660.0
2015:1:3,10:54:39.704,39.704,35733.0
2015:1:3,10:54:39.716,39.716,35813.0
2015:1:3,10:54:39.728,39.728,35877.0
2015:1:3,10:54:39.737,39.737,35933.0
2015:1:3,10:54:39.749,39.749,35927.0
2015:1:3,10:54:39.757,39.757,35936.0
2015:1:3,10:54:39.769,39.769,35956.0
2015:1:3,10:54:39.777,39.777,35997.0
2015:1:3,10:54:39.79,39.79,36084.0
2015:1:3,10:54:39.802,39.802,36208.0
2015:1:3,10:54:39.81,39.81,36323.0
2015:1:3,10:54:39.823,39.823,36388.0
2015:1:3,10:54:39.831,39.831,36392.0
2015:1:3,10:54:39.843,39.843,36351.0
2015:1:3,10:54:39.851,39.851,36332.0
2015:1:3,10:54:39.863,39.863,36354.0
2015:1:3,10:54:39.876,39.876,36395.0
2015:1:3,10:54:39.884,39.884,36375.0
2015:1:3,10:54:39.896,39.896,36320.0
2015:1:3,10:54:39.904,39.903999999999996,36313.0
2015:1:3,10:54:39.917,39.917,36361.0
2015:1:3,10:54:39.925,39.925,36414.0
2015:1:3,10:54:39.937,39.937,36430.0
2015:1:3,10:54:39.949,39.949,36429.0
2015:1:3,10:54:39.958,39.958,36423.0
2015:1:3,10:54:39.97,39.97,36431.0
2015:1:3,10:54:39.978,39.978,36451.0
2015:1:3,10:54:39.99,39.99,36478.0
2015:1:3,10:54:39.999,39.999,36529.0
2015:1:3,10:54:40.011,40.011,36572.0
2015:1:3,10:54:40.023,40.023,36669.0
2015:1:3,10:54:40.031,40.031,36639.0
2015:1:3,10:54:40.044,40.044,36665.0
2015:1:3,10:54:40.056,40.056,36693.0
2015:1:3,10:54:40.064,40.064,36742.0
2015:1:3,10:54:40.072,40.072,36804.0
2015:1:3,10:54:40.085,40.085,36850.0
2015:1:3,10:54:40.097,40.097,36877.0
2015:1:3,10:54:40.105,40.105,36897.0
2015:1:3,10:54:40.117,40.117,36901.0
2015:1:3,10:54:40.126,40.126,36893.0
2015:1:3,10:54:40.138,40.138,36850.0
2015:1:3,10:54:40.146,40.146,36721.0
2015:1:3,10:54:40.158,40.158,36525.0
2015:1:3,10:54:40.171,40.171,36358.0
2015:1:3,10:54:40.179,40.179,36300.0
2015:1:3,10:54:40.191,40.191,36317.0
2015:1:3,10:54:40.199,40.199,36365.0
2015:1:3,10:54:40.212,40.212,36416.0
2015:1:3,10:54:40.22,40.22,36439.0
2015:1:3,10:54:40.232,40.232,36442.0
2015:1:3,10:54:40.244,40.244,36456.0
2015:1:3,10:54:40.253,40.253,36502.0
2015:1:3,10:54:40.265,40.265,36547.0
2015:1:3,10:54:40.273,40.273,36594.0
2015:1:3,10:54:40.285,40.285,36646.0
2015:1:3,10:54:40.295,40.295,36689.0
2015:1:3,10:54:40.306,40.306,36728.0
2015:1:3,10:54:40.318,40.318,36732.0
2015:1:3,10:54:40.326,40.326,36708.0
2015:1:3,10:54:40.339,40.339,36683.0
2015:1:3,10:54:40.348,40.348,36679.0
2015:1:3,10:54:40.359,40.359,36705.0
2015:1:3,10:54:40.367,40.367,36740.0
2015:1:3,10:54:40.38,40.38,36765.0
2015:1:3,10:54:40.392,40.392,36774.0
2015:1:3,10:54:40.4,40.4,36762.0
2015:1:3,10:54:40.412,40.412,36721.0
2015:1:3,10:54:40.421,40.421,36679.0
2015:1:3,10:54:40.433,40.433,36654.0
2015:1:3,10:54:40.441,40.441,36642.0
2015:1:3,10:54:40.453,40.453,36633.0
2015:1:3,10:54:40.466,40.466,36611.0
2015:1:3,10:54:40.474,40.474,36587.0
2015:1:3,10:54:40.486,40.486,36562.0
2015:1:3,10:54:40.494,40.494,36527.0
2015:1:3,10:54:40.507,40.507,36500.0
2015:1:3,10:54:40.515,40.515,36490.0
2015:1:3,10:54:40.527,40.527,36466.0
2015:1:3,10:54:40.54,40.54,36396.0
2015:1:3,10:54:40.55,40.55,36335.0
2015:1:3,10:54:40.56,40.56,36370.0
2015:1:3,10:54:40.569,40.569,36507.0
2015:1:3,10:54:40.58,40.58,36691.0
2015:1:3,10:54:40.592,40.592,36866.0
2015:1:3,10:54:40.601,40.601,36934.0
2015:1:3,10:54:40.613,40.613,36795.0
2015:1:3,10:54:40.623,40.623,36507.0
2015:1:3,10:54:40.633,40.633,36216.0
2015:1:3,10:54:40.642,40.642,35996.0
2015:1:3,10:54:40.654,40.654,35825.0
2015:1:3,10:54:40.665,40.665,35631.0
2015:1:3,10:54:40.674,40.674,35423.0
2015:1:3,10:54:40.686,40.686,35321.0
2015:1:3,10:54:40.695,40.695,35358.0
2015:1:3,10:54:40.707,40.707,35512.0
2015:1:3,10:54:40.715,40.715,35698.0
2015:1:3,10:54:40.728,40.728,35826.0
2015:1:3,10:54:40.739,40.739,35868.0
2015:1:3,10:54:40.748,40.748,35817.0
2015:1:3,10:54:40.76,40.76,35741.0
2015:1:3,10:54:40.769,40.769,35660.0
2015:1:3,10:54:40.781,40.781,35577.0
2015:1:3,10:54:40.789,40.789,35502.0
2015:1:3,10:54:40.801,40.801,35411.0
2015:1:3,10:54:40.813,40.813,35319.0
2015:1:3,10:54:40.822,40.822,35279.0
2015:1:3,10:54:40.834,40.834,35265.0
2015:1:3,10:54:40.842,40.842,35299.0
2015:1:3,10:54:40.855,40.855,35379.0
2015:1:3,10:54:40.863,40.863,35449.0
2015:1:3,10:54:40.875,40.875,35518.0
2015:1:3,10:54:40.886,40.886,35551.0
2015:1:3,10:54:40.896,40.896,35637.0
2015:1:3,10:54:40.908,40.908,35620.0
2015:1:3,10:54:40.916,40.916,35664.0
2015:1:3,10:54:40.928,40.928,35731.0
2015:1:3,10:54:40.937,40.937,35790.0
2015:1:3,10:54:40.949,40.949,35896.0
2015:1:3,10:54:40.961,40.961,35886.0
2015:1:3,10:54:40.969,40.969,35908.0
2015:1:3,10:54:40.982,40.982,35925.0
2015:1:3,10:54:40.99,40.99,35918.0
2015:1:3,10:54:41.002,41.002,35888.0
2015:1:3,10:54:41.01,41.01,35849.0
2015:1:3,10:54:41.023,41.023,35811.0
2015:1:3,10:54:41.034,41.034,35773.0
2015:1:3,10:54:41.043,41.043,35756.0
2015:1:3,10:54:41.055,41.055,35743.0
2015:1:3,10:54:41.067,41.067,35741.0
2015:1:3,10:54:41.077,41.077,35728.0
2015:1:3,10:54:41.086,41.086,35730.0
2015:1:3,10:54:41.096,41.096,35744.0
2015:1:3,10:54:41.108,41.108,35749.0
2015:1:3,10:54:41.119,41.119,35735.0
2015:1:3,10:54:41.129,41.129,35711.0
2015:1:3,10:54:41.137,41.137,35695.0
2015:1:3,10:54:41.15,41.15,35683.0
2015:1:3,10:54:41.158,41.158,35655.0
2015:1:3,10:54:41.17,41.17,35617.0
2015:1:3,10:54:41.181,41.181,35486.0
2015:1:3,10:54:41.191,41.191,35327.0
2015:1:3,10:54:41.202,41.202,35280.0
2015:1:3,10:54:41.211,41.211,35290.0
2015:1:3,10:54:41.223,41.223,35285.0
2015:1:3,10:54:41.231,41.231,35264.0
2015:1:3,10:54:41.244,41.244,35257.0
2015:1:3,10:54:41.256,41.256,35247.0
2015:1:3,10:54:41.264,41.264,35260.0
2015:1:3,10:54:41.277,41.277,35256.0
2015:1:3,10:54:41.285,41.285,35261.0
2015:1:3,10:54:41.297,41.297,35253.0
2015:1:3,10:54:41.305,41.305,35244.0
2015:1:3,10:54:41.318,41.318,35252.0
2015:1:3,10:54:41.33,41.33,35273.0
2015:1:3,10:54:41.338,41.338,35280.0
2015:1:3,10:54:41.35,41.35,35266.0
2015:1:3,10:54:41.358,41.358,35258.0
2015:1:3,10:54:41.371,41.371,35255.0
2015:1:3,10:54:41.379,41.379,35251.0
2015:1:3,10:54:41.391,41.391,35256.0
2015:1:3,10:54:41.402,41.402,35244.0
2015:1:3,10:54:41.412,41.412,35236.0
2015:1:3,10:54:41.424,41.424,35232.0
2015:1:3,10:54:41.432,41.432,35213.0
2015:1:3,10:54:41.444,41.444,35210.0
2015:1:3,10:54:41.453,41.453,35214.0
2015:1:3,10:54:41.465,41.465,35214.0
2015:1:3,10:54:41.476,41.476,35212.0
2015:1:3,10:54:41.485,41.485,35212.0
2015:1:3,10:54:41.498,41.498,35232.0
2015:1:3,10:54:41.506,41.506,35226.0
2015:1:3,10:54:41.518,41.518,35206.0
2015:1:3,10:54:41.526,41.526,35175.0
2015:1:3,10:54:41.545,41.545,35172.0
2015:1:3,10:54:41.561,41.561,35180.0
2015:1:3,10:54:41.57,41.57,35178.0
2015:1:3,10:54:41.578,41.578,35186.0
2015:1:3,10:54:41.586,41.586,35177.0
2015:1:3,10:54:41.593,41.593,35156.0
2015:1:3,10:54:41.601,41.601,35144.0
2015:1:3,10:54:41.612,41.612,35135.0
2015:1:3,10:54:41.624,41.624,35161.0
2015:1:3,10:54:41.633,41.633,35185.0
2015:1:3,10:54:41.645,41.645,35222.0
2015:1:3,10:54:41.653,41.653,35293.0
2015:1:3,10:54:41.666,41.666,35356.0
2015:1:3,10:54:41.674,41.674,35390.0
2015:1:3,10:54:41.686,41.686,35419.0
2015:1:3,10:54:41.697,41.697,35433.0
2015:1:3,10:54:41.707,41.707,35427.0
2015:1:3,10:54:41.718,41.718,35413.0
2015:1:3,10:54:41.727,41.727,35412.0
2015:1:3,10:54:41.739,41.739,35415.0
2015:1:3,10:54:41.748,41.748,35439.0
2015:1:3,10:54:41.76,41.76,35461.0
2015:1:3,10:54:41.771,41.771,35489.0
2015:1:3,10:54:41.78,41.78,35519.0
2015:1:3,10:54:41.793,41.793,35524.0
2015:1:3,10:54:41.801,41.801,35484.0
2015:1:3,10:54:41.813,41.813,35364.0
2015:1:3,10:54:41.821,41.821,34728.0
2015:1:3,10:54:41.834,41.834,34360.0
2015:1:3,10:54:41.846,41.846,34568.0
2015:1:3,10:54:41.854,41.854,35111.0
2015:1:3,10:54:41.866,41.866,35447.0
2015:1:3,10:54:41.875,41.875,36025.0
2015:1:3,10:54:41.887,41.887,36392.0
2015:1:3,10:54:41.895,41.895,36845.0
2015:1:3,10:54:41.907,41.907,38358.0
2015:1:3,10:54:41.919,41.919,39640.0
2015:1:3,10:54:41.928,41.928,39977.0
2015:1:3,10:54:41.94,41.94,40040.0
2015:1:3,10:54:41.948,41.948,39917.0
2015:1:3,10:54:41.96,41.96,39831.0
2015:1:3,10:54:41.968,41.968,39791.0
2015:1:3,10:54:41.98,41.98,39750.0
2015:1:3,10:54:41.992,41.992,39875.0
2015:1:3,10:54:42.001,42.001,40045.0
2015:1:3,10:54:42.013,42.013,40278.0
2015:1:3,10:54:42.022,42.022,40620.0
2015:1:3,10:54:42.034,42.034,40981.0
2015:1:3,10:54:42.042,42.042,41243.0
2015:1:3,10:54:42.055,42.055,41438.0
2015:1:3,10:54:42.067,42.067,41628.0
2015:1:3,10:54:42.077,42.077,41796.0
2015:1:3,10:54:42.088,42.088,41833.0
2015:1:3,10:54:42.097,42.097,41841.0
2015:1:3,10:54:42.108,42.108,41807.0
2015:1:3,10:54:42.116,42.116,41790.0
2015:1:3,10:54:42.128,42.128,41858.0
2015:1:3,10:54:42.14,42.14,41973.0
2015:1:3,10:54:42.149,42.149,42142.0
2015:1:3,10:54:42.161,42.161,42310.0
2015:1:3,10:54:42.168,42.168,42539.0
2015:1:3,10:54:42.182,42.182,42639.0
2015:1:3,10:54:42.19,42.19,42687.0
2015:1:3,10:54:42.201,42.201,42634.0
2015:1:3,10:54:42.213,42.213,42370.0
2015:1:3,10:54:42.222,42.222,42172.0
2015:1:3,10:54:42.234,42.234,41996.0
2015:1:3,10:54:42.243,42.243,41889.0
2015:1:3,10:54:42.255,42.255,41893.0
2015:1:3,10:54:42.264,42.264,42002.0
2015:1:3,10:54:42.276,42.276,42047.0
2015:1:3,10:54:42.288,42.288,42019.0
2015:1:3,10:54:42.296,42.296,41929.0
2015:1:3,10:54:42.309,42.309,41826.0
2015:1:3,10:54:42.317,42.317,41715.0
2015:1:3,10:54:42.328,42.328,41689.0
2015:1:3,10:54:42.338,42.338,41769.0
2015:1:3,10:54:42.35,42.35,41768.0
2015:1:3,10:54:42.361,42.361,41695.0
2015:1:3,10:54:42.37,42.37,41120.0
2015:1:3,10:54:42.382,42.382,39946.0
2015:1:3,10:54:42.391,42.391,38722.0
2015:1:3,10:54:42.403,42.403,36051.0
2015:1:3,10:54:42.414,42.414,35443.0
2015:1:3,10:54:42.423,42.423,35617.0
2015:1:3,10:54:42.435,42.435,36144.0
2015:1:3,10:54:42.444,42.444,37848.0
2015:1:3,10:54:42.456,42.456,39235.0
2015:1:3,10:54:42.464,42.464,39704.0
2015:1:3,10:54:42.477,42.477,39879.0
2015:1:3,10:54:42.488,42.488,40057.0
2015:1:3,10:54:42.496,42.496,40354.0
2015:1:3,10:54:42.508,42.508,40656.0
2015:1:3,10:54:42.517,42.517,40993.0
2015:1:3,10:54:42.53,42.53,41259.0
2015:1:3,10:54:42.537,42.537,41464.0
2015:1:3,10:54:42.549,42.549,41617.0
2015:1:3,10:54:42.577,42.577,41699.0
2015:1:3,10:54:42.585,42.585,41728.0
2015:1:3,10:54:42.593,42.593,41738.0
2015:1:3,10:54:42.6,42.6,41765.0
2015:1:3,10:54:42.622,42.622,41837.0
2015:1:3,10:54:42.63,42.63,41887.0
2015:1:3,10:54:42.638,42.638,41907.0
2015:1:3,10:54:42.646,42.646,41878.0
2015:1:3,10:54:42.653,42.653,41833.0
2015:1:3,10:54:42.661,42.661,41822.0
2015:1:3,10:54:42.67,42.67,41861.0
2015:1:3,10:54:42.678,42.678,41900.0
2015:1:3,10:54:42.686,42.686,41918.0
2015:1:3,10:54:42.697,42.697,41931.0
2015:1:3,10:54:42.709,42.709,41947.0
2015:1:3,10:54:42.717,42.717,41968.0
2015:1:3,10:54:42.73,42.73,41975.0
2015:1:3,10:54:42.738,42.738,41955.0
2015:1:3,10:54:42.75,42.75,41939.0
2015:1:3,10:54:42.758,42.758,41919.0
2015:1:3,10:54:42.772,42.772,41920.0
2015:1:3,10:54:42.783,42.783,41934.0
2015:1:3,10:54:42.792,42.792,41924.0
2015:1:3,10:54:42.804,42.804,41952.0
2015:1:3,10:54:42.812,42.812,41942.0
2015:1:3,10:54:42.825,42.825,41941.0
2015:1:3,10:54:42.833,42.833,41945.0
2015:1:3,10:54:42.845,42.845,41901.0
2015:1:3,10:54:42.856,42.856,41831.0
2015:1:3,10:54:42.866,42.866,41775.0
2015:1:3,10:54:42.878,42.878,41789.0
2015:1:3,10:54:42.886,42.886,41806.0
2015:1:3,10:54:42.898,42.898,41823.0
2015:1:3,10:54:42.906,42.906,41807.0
2015:1:3,10:54:42.918,42.918,41807.0
2015:1:3,10:54:42.93,42.93,41810.0
2015:1:3,10:54:42.938,42.938,41814.0
2015:1:3,10:54:42.951,42.951,41773.0
2015:1:3,10:54:42.959,42.959,41749.0
2015:1:3,10:54:42.971,42.971,41713.0
2015:1:3,10:54:42.979,42.979,41710.0
2015:1:3,10:54:42.992,42.992,41724.0
2015:1:3,10:54:43.004,43.004,41718.0
2015:1:3,10:54:43.012,43.012,41735.0
2015:1:3,10:54:43.024,43.024,41720.0
2015:1:3,10:54:43.034,43.034,41725.0
2015:1:3,10:54:43.046,43.046,41717.0
2015:1:3,10:54:43.054,43.054,41710.0
2015:1:3,10:54:43.065,43.065,41690.0
2015:1:3,10:54:43.078,43.078,41658.0
2015:1:3,10:54:43.088,43.088,41599.0
2015:1:3,10:54:43.099,43.099,41572.0
2015:1:3,10:54:43.107,43.107,41549.0
2015:1:3,10:54:43.119,43.119,41568.0
2015:1:3,10:54:43.128,43.128,41654.0
2015:1:3,10:54:43.139,43.139,41832.0
2015:1:3,10:54:43.151,43.151,41941.0
2015:1:3,10:54:43.16,43.16,41956.0
2015:1:3,10:54:43.172,43.172,41928.0
2015:1:3,10:54:43.182,43.182,41925.0
2015:1:3,10:54:43.192,43.192,41963.0
2015:1:3,10:54:43.201,43.201,42322.0
2015:1:3,10:54:43.213,43.213,42620.0
2015:1:3,10:54:43.225,43.225,42709.0
2015:1:3,10:54:43.233,43.233,42715.0
2015:1:3,10:54:43.246,43.246,42699.0
2015:1:3,10:54:43.254,43.254,42804.0
2015:1:3,10:54:43.266,43.266,42910.0
2015:1:3,10:54:43.274,43.274,42882.0
2015:1:3,10:54:43.287,43.287,42698.0
2015:1:3,10:54:43.299,43.299,42454.0
2015:1:3,10:54:43.307,43.307,42482.0
2015:1:3,10:54:43.319,43.319,42651.0
2015:1:3,10:54:43.328,43.328,42834.0
2015:1:3,10:54:43.34,43.34,42868.0
2015:1:3,10:54:43.348,43.348,42718.0
2015:1:3,10:54:43.36,43.36,42434.0
2015:1:3,10:54:43.374,43.374,42257.0
2015:1:3,10:54:43.382,43.382,42201.0
2015:1:3,10:54:43.394,43.394,42229.0
2015:1:3,10:54:43.402,43.402,42307.0
2015:1:3,10:54:43.415,43.415,42365.0
2015:1:3,10:54:43.423,43.423,42385.0
2015:1:3,10:54:43.435,43.435,42393.0
2015:1:3,10:54:43.447,43.447,42389.0
2015:1:3,10:54:43.455,43.455,42379.0
2015:1:3,10:54:43.468,43.468,42491.0
2015:1:3,10:54:43.476,43.476,42603.0
2015:1:3,10:54:43.488,43.488,42665.0
2015:1:3,10:54:43.496,43.496,42702.0
2015:1:3,10:54:43.509,43.509,42695.0
2015:1:3,10:54:43.521,43.521,42689.0
2015:1:3,10:54:43.529,43.529,42692.0
2015:1:3,10:54:43.543,43.543,42707.0
2015:1:3,10:54:43.563,43.563,42706.0
2015:1:3,10:54:43.601,43.601,42670.0
2015:1:3,10:54:43.612,43.612,42606.0
2015:1:3,10:54:43.626,43.626,42488.0
2015:1:3,10:54:43.636,43.636,42438.0
2015:1:3,10:54:43.645,43.645,42516.0
2015:1:3,10:54:43.655,43.655,42549.0
2015:1:3,10:54:43.663,43.663,42561.0
2015:1:3,10:54:43.671,43.671,42479.0
2015:1:3,10:54:43.679,43.679,42418.0
2015:1:3,10:54:43.688,43.688,42356.0
2015:1:3,10:54:43.696,43.696,42252.0
2015:1:3,10:54:43.703,43.703,42197.0
2015:1:3,10:54:43.711,43.711,42234.0
2015:1:3,10:54:43.718,43.718,42178.0
2015:1:3,10:54:43.725,43.725,42025.0
2015:1:3,10:54:43.732,43.732,41912.0
2015:1:3,10:54:43.742,43.742,41829.0
2015:1:3,10:54:43.749,43.749,41730.0
2015:1:3,10:54:43.757,43.757,41628.0
2015:1:3,10:54:43.764,43.764,41580.0
2015:1:3,10:54:43.771,43.771,41612.0
2015:1:3,10:54:43.783,43.783,41671.0
2015:1:3,10:54:43.791,43.791,41692.0
2015:1:3,10:54:43.804,43.804,41679.0
2015:1:3,10:54:43.816,43.816,41617.0
2015:1:3,10:54:43.824,43.824,41571.0
2015:1:3,10:54:43.836,43.836,41563.0
2015:1:3,10:54:43.845,43.845,41552.0
2015:1:3,10:54:43.857,43.857,41487.0
2015:1:3,10:54:43.865,43.865,41374.0
2015:1:3,10:54:43.877,43.877,41278.0
2015:1:3,10:54:43.89,43.89,41184.0
2015:1:3,10:54:43.898,43.898,41046.0
2015:1:3,10:54:43.91,43.91,40963.0
2015:1:3,10:54:43.918,43.918,41040.0
2015:1:3,10:54:43.931,43.931,41226.0
2015:1:3,10:54:43.939,43.939,41367.0
2015:1:3,10:54:43.952,43.952,41351.0
2015:1:3,10:54:43.963,43.963,41231.0
2015:1:3,10:54:43.972,43.972,41140.0
2015:1:3,10:54:43.984,43.984,41101.0
2015:1:3,10:54:43.992,43.992,41114.0
2015:1:3,10:54:44.004,44.004,41115.0
2015:1:3,10:54:44.013,44.013,41044.0
2015:1:3,10:54:44.025,44.025,40961.0
2015:1:3,10:54:44.037,44.037,40941.0
2015:1:3,10:54:44.045,44.045,41019.0
2015:1:3,10:54:44.058,44.058,41103.0
2015:1:3,10:54:44.066,44.066,41130.0
2015:1:3,10:54:44.078,44.078,41112.0
2015:1:3,10:54:44.086,44.086,41088.0
2015:1:3,10:54:44.11,44.11,41073.0
2015:1:3,10:54:44.119,44.119,41077.0
2015:1:3,10:54:44.127,44.127,41051.0
2015:1:3,10:54:44.134,44.134,40907.0
2015:1:3,10:54:44.143,44.143,40880.0
2015:1:3,10:54:44.152,44.152,40824.0
2015:1:3,10:54:44.162,44.162,40829.0
2015:1:3,10:54:44.172,44.172,40907.0
2015:1:3,10:54:44.185,44.185,41049.0
2015:1:3,10:54:44.193,44.193,41184.0
2015:1:3,10:54:44.205,44.205,41256.0
2015:1:3,10:54:44.213,44.213,41303.0
2015:1:3,10:54:44.226,44.226,41375.0
2015:1:3,10:54:44.234,44.234,41465.0
2015:1:3,10:54:44.246,44.246,41550.0
2015:1:3,10:54:44.258,44.258,41652.0
2015:1:3,10:54:44.266,44.266,41783.0
2015:1:3,10:54:44.279,44.279,41898.0
2015:1:3,10:54:44.287,44.287,41953.0
2015:1:3,10:54:44.299,44.299,41981.0
2015:1:3,10:54:44.307,44.307,41999.0
2015:1:3,10:54:44.32,44.32,41968.0
2015:1:3,10:54:44.332,44.332,41878.0
2015:1:3,10:54:44.34,44.34,41759.0
2015:1:3,10:54:44.352,44.352,41700.0
2015:1:3,10:54:44.361,44.361,41737.0
2015:1:3,10:54:44.373,44.373,41805.0
2015:1:3,10:54:44.381,44.381,41857.0
2015:1:3,10:54:44.394,44.394,41877.0
2015:1:3,10:54:44.406,44.406,41875.0
2015:1:3,10:54:44.414,44.414,41867.0
2015:1:3,10:54:44.426,44.426,41867.0
2015:1:3,10:54:44.434,44.434,41862.0
2015:1:3,10:54:44.447,44.447,41811.0
2015:1:3,10:54:44.455,44.455,41744.0
2015:1:3,10:54:44.467,44.467,41657.0
2015:1:3,10:54:44.479,44.479,41540.0
2015:1:3,10:54:44.488,44.488,41407.0
2015:1:3,10:54:44.5,44.5,41334.0
2015:1:3,10:54:44.508,44.508,41343.0
2015:1:3,10:54:44.52,44.52,41349.0
2015:1:3,10:54:44.533,44.533,41338.0
2015:1:3,10:54:44.541,44.541,41329.0
2015:1:3,10:54:44.553,44.553,41344.0
2015:1:3,10:54:44.561,44.561,41334.0
2015:1:3,10:54:44.574,44.574,41281.0
2015:1:3,10:54:44.582,44.582,41216.0
2015:1:3,10:54:44.594,44.594,41173.0
2015:1:3,10:54:44.606,44.606,41200.0
2015:1:3,10:54:44.616,44.616,41292.0
2015:1:3,10:54:44.627,44.627,41438.0
2015:1:3,10:54:44.635,44.635,41575.0
2015:1:3,10:54:44.647,44.647,41640.0
2015:1:3,10:54:44.656,44.656,41645.0
2015:1:3,10:54:44.668,44.668,41620.0
2015:1:3,10:54:44.68,44.68,41554.0
2015:1:3,10:54:44.69,44.69,41438.0
2015:1:3,10:54:44.701,44.701,41307.0
2015:1:3,10:54:44.71,44.71,41187.0
2015:1:3,10:54:44.721,44.721,41138.0
2015:1:3,10:54:44.73,44.73,41184.0
2015:1:3,10:54:44.742,44.742,41249.0
2015:1:3,10:54:44.754,44.754,41254.0
2015:1:3,10:54:44.763,44.763,41215.0
2015:1:3,10:54:44.774,44.774,41195.0
2015:1:3,10:54:44.783,44.783,41214.0
2015:1:3,10:54:44.795,44.795,41220.0
2015:1:3,10:54:44.805,44.805,41168.0
2015:1:3,10:54:44.815,44.815,41122.0
2015:1:3,10:54:44.828,44.828,41131.0
2015:1:3,10:54:44.836,44.836,41159.0
2015:1:3,10:54:44.848,44.848,41194.0
2015:1:3,10:54:44.856,44.856,41238.0
2015:1:3,10:54:44.869,44.869,41230.0
2015:1:3,10:54:44.877,44.877,41078.0
2015:1:3,10:54:44.889,44.889,40378.0
2015:1:3,10:54:44.901,44.901,39017.0
2015:1:3,10:54:44.91,44.91,37418.0
2015:1:3,10:54:44.922,44.922,35843.0
2015:1:3,10:54:44.93,44.93,34389.0
2015:1:3,10:54:44.942,44.942,33320.0
2015:1:3,10:54:44.95,44.95,32582.0
2015:1:3,10:54:44.963,44.963,32052.0
2015:1:3,10:54:44.975,44.975,31803.0
2015:1:3,10:54:44.983,44.983,31766.0
2015:1:3,10:54:44.996,44.996,31841.0
2015:1:3,10:54:45.004,45.004,31916.0
2015:1:3,10:54:45.016,45.016,32025.0
2015:1:3,10:54:45.024,45.024,32133.0
2015:1:3,10:54:45.036,45.036,32213.0
2015:1:3,10:54:45.049,45.049,32256.0
2015:1:3,10:54:45.057,45.057,32256.0
2015:1:3,10:54:45.069,45.069,32228.0
2015:1:3,10:54:45.077,45.077,32183.0
2015:1:3,10:54:45.09,45.09,32152.0
2015:1:3,10:54:45.117,45.117,32119.0
2015:1:3,10:54:45.126,45.126,32115.0
2015:1:3,10:54:45.133,45.133,32172.0
2015:1:3,10:54:45.142,45.142,32309.0
2015:1:3,10:54:45.151,45.151,32283.0
2015:1:3,10:54:45.159,45.159,32196.0
2015:1:3,10:54:45.167,45.167,32252.0
2015:1:3,10:54:45.174,45.174,32242.0
2015:1:3,10:54:45.184,45.184,32204.0
2015:1:3,10:54:45.196,45.196,32220.0
2015:1:3,10:54:45.204,45.204,32263.0
2015:1:3,10:54:45.217,45.217,32248.0
2015:1:3,10:54:45.225,45.225,32196.0
2015:1:3,10:54:45.237,45.237,32236.0
2015:1:3,10:54:45.245,45.245,32306.0
2015:1:3,10:54:45.258,45.258,32301.0
2015:1:3,10:54:45.27,45.27,32260.0
2015:1:3,10:54:45.278,45.278,32270.0
2015:1:3,10:54:45.29,45.29,32337.0
2015:1:3,10:54:45.299,45.299,32398.0
2015:1:3,10:54:45.311,45.311,32532.0
2015:1:3,10:54:45.319,45.319,33283.0
2015:1:3,10:54:45.331,45.331,35159.0
2015:1:3,10:54:45.344,45.344,37494.0
2015:1:3,10:54:45.352,45.352,39373.0
2015:1:3,10:54:45.364,45.364,40634.0
2015:1:3,10:54:45.372,45.372,41504.0
2015:1:3,10:54:45.385,45.385,41980.0
