Y:D:M,H:M:S,Seconds,IR1 
2015:1:3,10:54:12.849,12.849,38719.0
2015:1:3,10:54:12.858,12.858,38743.0
2015:1:3,10:54:12.867,12.867,38726.0
2015:1:3,10:54:12.876,12.876,38741.0
2015:1:3,10:54:12.885,12.885,38765.0
2015:1:3,10:54:12.894,12.894,38498.0
2015:1:3,10:54:12.903,12.903,37351.0
2015:1:3,10:54:12.912,12.911999999999999,36308.0
2015:1:3,10:54:12.921,12.921,34860.0
2015:1:3,10:54:12.93,12.93,35167.0
2015:1:3,10:54:12.939,12.939,34464.0
2015:1:3,10:54:12.948,12.948,35736.0
2015:1:3,10:54:12.957,12.957,36745.0
2015:1:3,10:54:12.966,12.966,37257.0
2015:1:3,10:54:12.975,12.975,37359.0
2015:1:3,10:54:12.985,12.985,37307.0
2015:1:3,10:54:12.994,12.994,37387.0
2015:1:3,10:54:13.004,13.004,37577.0
2015:1:3,10:54:13.013,13.013,37745.0
2015:1:3,10:54:13.022,13.022,37859.0
2015:1:3,10:54:13.031,13.031,37954.0
2015:1:3,10:54:13.04,13.04,38067.0
2015:1:3,10:54:13.066,13.066,38121.0
2015:1:3,10:54:13.075,13.075,38184.0
2015:1:3,10:54:13.084,13.084,38219.0
2015:1:3,10:54:13.093,13.093,38239.0
2015:1:3,10:54:13.102,13.102,38259.0
2015:1:3,10:54:13.112,13.112,38250.0
2015:1:3,10:54:13.121,13.121,38259.0
2015:1:3,10:54:13.131,13.131,38255.0
2015:1:3,10:54:13.14,13.14,38252.0
2015:1:3,10:54:13.151,13.151,38244.0
2015:1:3,10:54:13.165,13.165,38244.0
2015:1:3,10:54:13.177,13.177,38236.0
2015:1:3,10:54:13.188,13.188,38239.0
2015:1:3,10:54:13.198,13.198,38247.0
2015:1:3,10:54:13.208,13.208,38262.0
2015:1:3,10:54:13.219,13.219,38267.0
2015:1:3,10:54:13.23,13.23,38288.0
2015:1:3,10:54:13.235,13.235,38294.0
2015:1:3,10:54:13.243,13.243,38309.0
2015:1:3,10:54:13.251,13.251,38346.0
2015:1:3,10:54:13.258,13.258,38361.0
2015:1:3,10:54:13.267,13.267,38351.0
2015:1:3,10:54:13.275,13.275,38337.0
2015:1:3,10:54:13.283,13.283,38328.0
2015:1:3,10:54:13.287,13.287,38336.0
2015:1:3,10:54:13.293,13.293,38349.0
2015:1:3,10:54:13.301,13.301,38349.0
2015:1:3,10:54:13.307,13.307,38345.0
2015:1:3,10:54:13.312,13.312,38343.0
2015:1:3,10:54:13.318,13.318,38341.0
2015:1:3,10:54:13.323,13.323,38335.0
2015:1:3,10:54:13.329,13.329,38334.0
2015:1:3,10:54:13.334,13.334,38318.0
2015:1:3,10:54:13.34,13.34,38322.0
2015:1:3,10:54:13.345,13.345,38337.0
2015:1:3,10:54:13.351,13.350999999999999,38357.0
2015:1:3,10:54:13.356,13.356,38384.0
2015:1:3,10:54:13.362,13.362,38393.0
2015:1:3,10:54:13.369,13.369,38394.0
2015:1:3,10:54:13.374,13.374,38385.0
2015:1:3,10:54:13.38,13.38,38375.0
2015:1:3,10:54:13.386,13.386,38385.0
2015:1:3,10:54:13.392,13.392,38375.0
2015:1:3,10:54:13.397,13.397,38376.0
2015:1:3,10:54:13.403,13.403,38380.0
2015:1:3,10:54:13.409,13.409,38380.0
2015:1:3,10:54:13.415,13.415,38374.0
2015:1:3,10:54:13.421,13.421,38385.0
2015:1:3,10:54:13.429,13.429,38386.0
2015:1:3,10:54:13.436,13.436,38383.0
2015:1:3,10:54:13.443,13.443,38391.0
2015:1:3,10:54:13.449,13.449,38394.0
2015:1:3,10:54:13.455,13.455,38401.0
2015:1:3,10:54:13.461,13.461,38413.0
2015:1:3,10:54:13.477,13.477,38427.0
2015:1:3,10:54:13.485,13.485,38429.0
2015:1:3,10:54:13.507,13.507,38421.0
2015:1:3,10:54:13.517,13.517,38410.0
2015:1:3,10:54:13.535,13.535,38389.0
2015:1:3,10:54:13.545,13.545,38312.0
2015:1:3,10:54:13.553,13.553,38028.0
2015:1:3,10:54:13.563,13.563,36983.0
2015:1:3,10:54:13.571,13.571,35859.0
2015:1:3,10:54:13.581,13.581,34330.0
2015:1:3,10:54:13.59,13.59,34011.0
2015:1:3,10:54:13.6,13.6,34123.0
2015:1:3,10:54:13.61,13.61,35239.0
2015:1:3,10:54:13.619,13.619,36231.0
2015:1:3,10:54:13.63,13.63,36549.0
2015:1:3,10:54:13.639,13.639,36655.0
2015:1:3,10:54:13.646,13.646,36798.0
2015:1:3,10:54:13.659,13.659,37001.0
2015:1:3,10:54:13.672,13.672,37218.0
2015:1:3,10:54:13.684,13.684,37401.0
2015:1:3,10:54:13.69,13.69,37494.0
2015:1:3,10:54:13.695,13.695,37690.0
2015:1:3,10:54:13.701,13.701,37742.0
2015:1:3,10:54:13.707,13.707,37837.0
2015:1:3,10:54:13.713,13.713,37899.0
2015:1:3,10:54:13.719,13.719,37949.0
2015:1:3,10:54:13.727,13.727,37997.0
2015:1:3,10:54:13.732,13.732,38041.0
2015:1:3,10:54:13.738,13.738,38068.0
2015:1:3,10:54:13.743,13.743,38093.0
2015:1:3,10:54:13.75,13.75,38121.0
2015:1:3,10:54:13.757,13.757,38137.0
2015:1:3,10:54:13.762,13.762,38144.0
2015:1:3,10:54:13.769,13.769,38150.0
2015:1:3,10:54:13.775,13.775,38163.0
2015:1:3,10:54:13.78,13.78,38169.0
2015:1:3,10:54:13.787,13.786999999999999,38175.0
2015:1:3,10:54:13.792,13.792,38178.0
2015:1:3,10:54:13.801,13.801,38182.0
2015:1:3,10:54:13.809,13.809,38194.0
2015:1:3,10:54:13.821,13.821,38197.0
2015:1:3,10:54:13.83,13.83,38193.0
2015:1:3,10:54:13.842,13.842,38184.0
2015:1:3,10:54:13.854,13.854,38181.0
2015:1:3,10:54:13.862,13.862,38178.0
2015:1:3,10:54:13.875,13.875,38182.0
2015:1:3,10:54:13.883,13.883,38185.0
2015:1:3,10:54:13.895,13.895,38183.0
2015:1:3,10:54:13.903,13.903,38200.0
2015:1:3,10:54:13.916,13.916,38210.0
2015:1:3,10:54:13.928,13.928,38206.0
2015:1:3,10:54:13.936,13.936,38218.0
2015:1:3,10:54:13.948,13.948,38223.0
2015:1:3,10:54:13.957,13.957,38227.0
2015:1:3,10:54:13.969,13.969,38244.0
2015:1:3,10:54:13.977,13.977,38251.0
2015:1:3,10:54:13.989,13.989,38252.0
2015:1:3,10:54:14.002,14.002,38260.0
2015:1:3,10:54:14.01,14.01,38277.0
2015:1:3,10:54:14.022,14.022,38286.0
2015:1:3,10:54:14.03,14.03,38294.0
2015:1:3,10:54:14.043,14.043,38316.0
2015:1:3,10:54:14.075,14.075,38336.0
2015:1:3,10:54:14.106,14.106,38354.0
2015:1:3,10:54:14.138,14.138,38382.0
2015:1:3,10:54:14.17,14.17,38402.0
2015:1:3,10:54:14.204,14.204,38410.0
2015:1:3,10:54:14.239,14.239,38417.0
2015:1:3,10:54:14.276,14.276,38404.0
2015:1:3,10:54:14.306,14.306,38362.0
2015:1:3,10:54:14.337,14.337,38271.0
2015:1:3,10:54:14.367,14.367,37999.0
2015:1:3,10:54:14.398,14.398,37078.0
2015:1:3,10:54:14.428,14.428,35527.0
2015:1:3,10:54:14.458,14.458,34741.0
2015:1:3,10:54:14.489,14.489,34488.0
2015:1:3,10:54:14.515,14.515,34346.0
2015:1:3,10:54:14.542,14.542,34419.0
2015:1:3,10:54:14.569,14.568999999999999,34892.0
2015:1:3,10:54:14.595,14.595,36027.0
2015:1:3,10:54:14.623,14.623,36569.0
2015:1:3,10:54:14.65,14.65,36665.0
2015:1:3,10:54:14.681,14.681,36757.0
2015:1:3,10:54:14.718,14.718,36956.0
2015:1:3,10:54:14.747,14.747,37205.0
2015:1:3,10:54:14.781,14.781,37413.0
2015:1:3,10:54:14.811,14.811,37596.0
2015:1:3,10:54:14.84,14.84,37758.0
2015:1:3,10:54:14.846,14.846,37886.0
2015:1:3,10:54:14.853,14.853,37983.0
2015:1:3,10:54:14.86,14.86,38055.0
2015:1:3,10:54:14.867,14.867,38114.0
2015:1:3,10:54:14.873,14.873,38158.0
2015:1:3,10:54:14.88,14.88,38196.0
2015:1:3,10:54:14.886,14.886,38231.0
2015:1:3,10:54:14.892,14.892,38236.0
2015:1:3,10:54:14.899,14.899,38252.0
2015:1:3,10:54:14.906,14.906,38253.0
2015:1:3,10:54:14.913,14.913,38268.0
2015:1:3,10:54:14.92,14.92,38269.0
2015:1:3,10:54:14.927,14.927,38266.0
2015:1:3,10:54:14.934,14.934,38268.0
2015:1:3,10:54:14.941,14.941,38260.0
2015:1:3,10:54:14.947,14.947,38253.0
2015:1:3,10:54:14.954,14.954,38268.0
2015:1:3,10:54:14.96,14.96,38267.0
2015:1:3,10:54:14.966,14.966,38271.0
2015:1:3,10:54:14.973,14.973,38282.0
2015:1:3,10:54:14.979,14.979,38263.0
2015:1:3,10:54:14.985,14.985,38248.0
2015:1:3,10:54:14.992,14.992,38255.0
2015:1:3,10:54:14.999,14.999,38248.0
2015:1:3,10:54:15.011,15.011,38245.0
2015:1:3,10:54:15.025,15.025,38240.0
2015:1:3,10:54:15.03,15.03,38241.0
2015:1:3,10:54:15.035,15.035,38233.0
2015:1:3,10:54:15.039,15.039,38230.0
2015:1:3,10:54:15.044,15.044,38236.0
2015:1:3,10:54:15.049,15.049,38250.0
2015:1:3,10:54:15.054,15.054,38250.0
2015:1:3,10:54:15.059,15.059,38249.0
2015:1:3,10:54:15.066,15.066,38239.0
2015:1:3,10:54:15.071,15.071,38250.0
2015:1:3,10:54:15.076,15.076,38252.0
2015:1:3,10:54:15.082,15.082,38260.0
2015:1:3,10:54:15.086,15.086,38258.0
2015:1:3,10:54:15.092,15.092,38265.0
2015:1:3,10:54:15.097,15.097,38270.0
2015:1:3,10:54:15.101,15.101,38267.0
2015:1:3,10:54:15.106,15.106,38270.0
2015:1:3,10:54:15.111,15.111,38273.0
2015:1:3,10:54:15.116,15.116,38306.0
2015:1:3,10:54:15.124,15.124,38315.0
2015:1:3,10:54:15.132,15.132,38338.0
2015:1:3,10:54:15.139,15.139,38345.0
2015:1:3,10:54:15.147,15.147,38369.0
2015:1:3,10:54:15.155,15.155,38389.0
2015:1:3,10:54:15.162,15.162,38373.0
2015:1:3,10:54:15.169,15.169,38391.0
2015:1:3,10:54:15.177,15.177,38416.0
2015:1:3,10:54:15.187,15.187,38424.0
2015:1:3,10:54:15.195,15.195,38447.0
2015:1:3,10:54:15.205,15.205,38450.0
2015:1:3,10:54:15.214,15.214,38466.0
2015:1:3,10:54:15.221,15.221,38482.0
2015:1:3,10:54:15.229,15.229,38493.0
2015:1:3,10:54:15.236,15.236,38519.0
2015:1:3,10:54:15.244,15.244,38522.0
2015:1:3,10:54:15.251,15.251,38553.0
2015:1:3,10:54:15.259,15.259,38548.0
2015:1:3,10:54:15.266,15.266,38548.0
2015:1:3,10:54:15.274,15.274,38593.0
2015:1:3,10:54:15.281,15.281,38615.0
2015:1:3,10:54:15.286,15.286,38636.0
2015:1:3,10:54:15.291,15.291,38647.0
2015:1:3,10:54:15.297,15.297,38647.0
2015:1:3,10:54:15.302,15.302,38680.0
2015:1:3,10:54:15.309,15.309,38679.0
2015:1:3,10:54:15.314,15.314,38676.0
2015:1:3,10:54:15.319,15.319,38643.0
2015:1:3,10:54:15.324,15.324,38478.0
2015:1:3,10:54:15.329,15.329,37837.0
2015:1:3,10:54:15.334,15.334,36022.0
2015:1:3,10:54:15.339,15.339,34501.0
2015:1:3,10:54:15.344,15.344,34389.0
2015:1:3,10:54:15.349,15.349,34397.0
2015:1:3,10:54:15.354,15.354,34016.0
2015:1:3,10:54:15.359,15.359,34536.0
2015:1:3,10:54:15.364,15.364,35967.0
2015:1:3,10:54:15.369,15.369,36501.0
2015:1:3,10:54:15.374,15.374,36736.0
2015:1:3,10:54:15.379,15.379,36737.0
2015:1:3,10:54:15.384,15.384,36937.0
2015:1:3,10:54:15.389,15.389,37212.0
2015:1:3,10:54:15.395,15.395,37409.0
2015:1:3,10:54:15.4,15.4,37589.0
2015:1:3,10:54:15.405,15.405,37707.0
2015:1:3,10:54:15.41,15.41,37804.0
2015:1:3,10:54:15.415,15.415,37878.0
2015:1:3,10:54:15.421,15.421,37950.0
2015:1:3,10:54:15.426,15.426,37993.0
2015:1:3,10:54:15.431,15.431,37999.0
2015:1:3,10:54:15.436,15.436,37999.0
2015:1:3,10:54:15.442,15.442,38027.0
2015:1:3,10:54:15.447,15.447,38054.0
2015:1:3,10:54:15.452,15.452,38051.0
2015:1:3,10:54:15.458,15.458,38053.0
2015:1:3,10:54:15.463,15.463,38071.0
2015:1:3,10:54:15.468,15.468,38091.0
2015:1:3,10:54:15.474,15.474,38105.0
2015:1:3,10:54:15.479,15.479,38120.0
2015:1:3,10:54:15.484,15.484,38151.0
2015:1:3,10:54:15.489,15.489,38150.0
2015:1:3,10:54:15.494,15.494,38173.0
2015:1:3,10:54:15.5,15.5,38172.0
2015:1:3,10:54:15.505,15.505,38194.0
2015:1:3,10:54:15.51,15.51,38206.0
2015:1:3,10:54:15.515,15.515,38225.0
2015:1:3,10:54:15.521,15.521,38230.0
2015:1:3,10:54:15.526,15.526,38238.0
2015:1:3,10:54:15.531,15.531,38219.0
2015:1:3,10:54:15.536,15.536,38223.0
2015:1:3,10:54:15.541,15.541,38229.0
2015:1:3,10:54:15.547,15.547,38242.0
2015:1:3,10:54:15.552,15.552,38241.0
2015:1:3,10:54:15.558,15.558,38228.0
2015:1:3,10:54:15.57,15.57,38217.0
2015:1:3,10:54:15.579,15.579,38205.0
2015:1:3,10:54:15.591,15.591,38192.0
2015:1:3,10:54:15.599,15.599,38180.0
2015:1:3,10:54:15.611,15.611,38163.0
2015:1:3,10:54:15.624,15.624,38168.0
2015:1:3,10:54:15.632,15.632,38152.0
2015:1:3,10:54:15.644,15.644,38150.0
2015:1:3,10:54:15.652,15.652,38145.0
2015:1:3,10:54:15.665,15.665,38162.0
2015:1:3,10:54:15.69,15.69,38159.0
2015:1:3,10:54:15.697,15.697,38176.0
2015:1:3,10:54:15.704,15.704,38175.0
2015:1:3,10:54:15.711,15.711,38179.0
2015:1:3,10:54:15.719,15.719,38187.0
2015:1:3,10:54:15.726,15.725999999999999,38211.0
2015:1:3,10:54:15.738,15.738,38206.0
2015:1:3,10:54:15.746,15.746,38214.0
2015:1:3,10:54:15.759,15.759,38208.0
2015:1:3,10:54:15.771,15.771,38205.0
2015:1:3,10:54:15.779,15.779,38196.0
2015:1:3,10:54:15.792,15.792,38180.0
2015:1:3,10:54:15.8,15.8,38176.0
2015:1:3,10:54:15.812,15.812,38179.0
2015:1:3,10:54:15.82,15.82,38176.0
2015:1:3,10:54:15.832,15.832,38154.0
2015:1:3,10:54:15.845,15.845,38130.0
2015:1:3,10:54:15.853,15.853,38167.0
2015:1:3,10:54:15.865,15.865,38250.0
2015:1:3,10:54:15.873,15.873,38317.0
2015:1:3,10:54:15.886,15.886,38339.0
2015:1:3,10:54:15.894,15.894,38363.0
2015:1:3,10:54:15.906,15.906,38412.0
2015:1:3,10:54:15.918,15.918,38447.0
2015:1:3,10:54:15.927,15.927,38439.0
2015:1:3,10:54:15.939,15.939,38443.0
2015:1:3,10:54:15.947,15.947,38443.0
2015:1:3,10:54:15.959,15.959,38449.0
2015:1:3,10:54:15.968,15.968,38437.0
2015:1:3,10:54:15.98,15.98,38418.0
2015:1:3,10:54:15.992,15.992,38407.0
2015:1:3,10:54:16.0,16.0,38414.0
2015:1:3,10:54:16.013,16.013,38432.0
2015:1:3,10:54:16.021,16.021,38435.0
2015:1:3,10:54:16.033,16.033,38432.0
2015:1:3,10:54:16.041,16.041,38426.0
2015:1:3,10:54:16.054,16.054,38449.0
2015:1:3,10:54:16.066,16.066,38484.0
2015:1:3,10:54:16.074,16.074,38489.0
2015:1:3,10:54:16.086,16.086,38479.0
2015:1:3,10:54:16.095,16.095,38469.0
2015:1:3,10:54:16.107,16.107,38488.0
2015:1:3,10:54:16.115,16.115,38502.0
2015:1:3,10:54:16.127,16.127,38524.0
2015:1:3,10:54:16.14,16.14,38552.0
2015:1:3,10:54:16.148,16.148,38562.0
2015:1:3,10:54:16.16,16.16,38568.0
2015:1:3,10:54:16.168,16.168,38567.0
2015:1:3,10:54:16.181,16.181,38585.0
2015:1:3,10:54:16.19,16.19,38577.0
2015:1:3,10:54:16.209,16.209,38593.0
2015:1:3,10:54:16.217,16.217,38620.0
2015:1:3,10:54:16.224,16.224,38658.0
2015:1:3,10:54:16.234,16.234,38740.0
2015:1:3,10:54:16.242,16.242,38895.0
2015:1:3,10:54:16.254,16.254,39002.0
2015:1:3,10:54:16.263,16.263,39024.0
2015:1:3,10:54:16.275,16.275,38181.0
2015:1:3,10:54:16.287,16.287,37471.0
2015:1:3,10:54:16.295,16.295,35977.0
2015:1:3,10:54:16.308,16.308,35974.0
2015:1:3,10:54:16.316,16.316,36130.0
2015:1:3,10:54:16.328,16.328,35838.0
2015:1:3,10:54:16.336,16.336,36110.0
2015:1:3,10:54:16.349,16.349,36936.0
2015:1:3,10:54:16.361,16.361,37443.0
2015:1:3,10:54:16.369,16.369,37608.0
2015:1:3,10:54:16.381,16.381,37570.0
2015:1:3,10:54:16.39,16.39,37457.0
2015:1:3,10:54:16.402,16.402,37503.0
2015:1:3,10:54:16.41,16.41,37637.0
2015:1:3,10:54:16.422,16.422,37766.0
2015:1:3,10:54:16.435,16.435,37891.0
2015:1:3,10:54:16.443,16.443,37983.0
2015:1:3,10:54:16.455,16.455,38079.0
2015:1:3,10:54:16.463,16.463,38166.0
2015:1:3,10:54:16.476,16.476,38230.0
2015:1:3,10:54:16.484,16.484,38287.0
2015:1:3,10:54:16.496,16.496,38361.0
2015:1:3,10:54:16.508,16.508,38454.0
2015:1:3,10:54:16.516,16.516,38508.0
2015:1:3,10:54:16.529,16.529,38545.0
2015:1:3,10:54:16.537,16.537,38634.0
2015:1:3,10:54:16.549,16.549,38719.0
2015:1:3,10:54:16.557,16.557,38792.0
2015:1:3,10:54:16.57,16.57,38882.0
2015:1:3,10:54:16.582,16.582,38985.0
2015:1:3,10:54:16.59,16.59,39079.0
2015:1:3,10:54:16.603,16.603,39130.0
2015:1:3,10:54:16.611,16.611,39156.0
2015:1:3,10:54:16.658,16.658,39194.0
2015:1:3,10:54:16.665,16.665,39264.0
2015:1:3,10:54:16.671,16.671,39363.0
2015:1:3,10:54:16.677,16.677,39426.0
2015:1:3,10:54:16.683,16.683,39438.0
2015:1:3,10:54:16.69,16.69,39458.0
2015:1:3,10:54:16.696,16.696,39491.0
2015:1:3,10:54:16.711,16.711,39551.0
2015:1:3,10:54:16.718,16.718,39612.0
2015:1:3,10:54:16.726,16.726,39646.0
2015:1:3,10:54:16.732,16.732,39707.0
2015:1:3,10:54:16.74,16.74,39824.0
2015:1:3,10:54:16.75,16.75,39941.0
2015:1:3,10:54:16.758,16.758,40019.0
2015:1:3,10:54:16.77,16.77,40072.0
2015:1:3,10:54:16.779,16.779,40139.0
2015:1:3,10:54:16.791,16.791,40224.0
2015:1:3,10:54:16.803,16.803,40274.0
2015:1:3,10:54:16.811,16.811,40293.0
2015:1:3,10:54:16.824,16.824,40335.0
2015:1:3,10:54:16.832,16.832,40413.0
2015:1:3,10:54:16.844,16.844,40498.0
2015:1:3,10:54:16.852,16.852,40551.0
2015:1:3,10:54:16.865,16.865,40577.0
2015:1:3,10:54:16.877,16.877,40597.0
2015:1:3,10:54:16.885,16.885,40616.0
2015:1:3,10:54:16.897,16.897,40633.0
2015:1:3,10:54:16.906,16.906,40618.0
2015:1:3,10:54:16.918,16.918,40570.0
2015:1:3,10:54:16.926,16.926,40535.0
2015:1:3,10:54:16.938,16.938,40514.0
2015:1:3,10:54:16.951,16.951,40504.0
2015:1:3,10:54:16.959,16.959,40480.0
2015:1:3,10:54:16.971,16.971,40396.0
2015:1:3,10:54:16.979,16.979,40406.0
2015:1:3,10:54:16.992,16.992,40339.0
2015:1:3,10:54:17.004,17.004,40255.0
2015:1:3,10:54:17.012,17.012,40159.0
2015:1:3,10:54:17.024,17.024,40004.0
2015:1:3,10:54:17.033,17.033,39818.0
2015:1:3,10:54:17.045,17.045,39648.0
2015:1:3,10:54:17.053,17.053,39517.0
2015:1:3,10:54:17.065,17.065,39389.0
2015:1:3,10:54:17.078,17.078,39253.0
2015:1:3,10:54:17.086,17.086,39146.0
2015:1:3,10:54:17.098,17.098,39115.0
2015:1:3,10:54:17.106,17.106,39152.0
2015:1:3,10:54:17.119,17.119,39207.0
2015:1:3,10:54:17.127,17.127,39276.0
2015:1:3,10:54:17.139,17.139,39331.0
2015:1:3,10:54:17.151,17.151,39407.0
2015:1:3,10:54:17.16,17.16,39516.0
2015:1:3,10:54:17.172,17.172,39711.0
2015:1:3,10:54:17.18,17.18,39875.0
2015:1:3,10:54:17.192,17.192,39960.0
2015:1:3,10:54:17.2,17.2,40085.0
2015:1:3,10:54:17.213,17.213,40238.0
2015:1:3,10:54:17.23,17.23,40337.0
2015:1:3,10:54:17.239,17.239,40395.0
2015:1:3,10:54:17.246,17.246,40435.0
2015:1:3,10:54:17.254,17.254,40510.0
2015:1:3,10:54:17.266,17.266,40577.0
2015:1:3,10:54:17.274,17.274,40664.0
2015:1:3,10:54:17.286,17.286,40734.0
2015:1:3,10:54:17.299,17.299,40760.0
2015:1:3,10:54:17.307,17.307,40772.0
2015:1:3,10:54:17.319,17.319,40795.0
2015:1:3,10:54:17.327,17.327,40866.0
2015:1:3,10:54:17.34,17.34,40996.0
2015:1:3,10:54:17.348,17.348,41120.0
2015:1:3,10:54:17.36,17.36,41200.0
2015:1:3,10:54:17.372,17.372,41245.0
2015:1:3,10:54:17.381,17.381,41309.0
2015:1:3,10:54:17.393,17.393,41399.0
2015:1:3,10:54:17.401,17.401,41505.0
2015:1:3,10:54:17.413,17.413,41630.0
2015:1:3,10:54:17.422,17.422,41763.0
2015:1:3,10:54:17.434,17.434,41876.0
2015:1:3,10:54:17.446,17.446,41914.0
2015:1:3,10:54:17.454,17.454,41890.0
2015:1:3,10:54:17.467,17.467,41813.0
2015:1:3,10:54:17.475,17.475,41763.0
2015:1:3,10:54:17.487,17.487,41730.0
2015:1:3,10:54:17.495,17.495,41694.0
2015:1:3,10:54:17.508,17.508,41663.0
2015:1:3,10:54:17.52,17.52,41635.0
2015:1:3,10:54:17.528,17.528,41598.0
2015:1:3,10:54:17.54,17.54,41597.0
2015:1:3,10:54:17.549,17.549,41744.0
2015:1:3,10:54:17.561,17.561,41768.0
2015:1:3,10:54:17.569,17.569,41836.0
2015:1:3,10:54:17.581,17.581,41871.0
2015:1:3,10:54:17.594,17.594,41924.0
2015:1:3,10:54:17.602,17.602,42012.0
2015:1:3,10:54:17.614,17.614,42121.0
2015:1:3,10:54:17.622,17.622,42148.0
2015:1:3,10:54:17.635,17.635,42144.0
2015:1:3,10:54:17.643,17.643,42129.0
2015:1:3,10:54:17.655,17.655,42089.0
2015:1:3,10:54:17.667,17.667,42075.0
2015:1:3,10:54:17.676,17.676,42088.0
2015:1:3,10:54:17.688,17.688,42076.0
2015:1:3,10:54:17.696,17.696,41997.0
2015:1:3,10:54:17.708,17.708,41831.0
2015:1:3,10:54:17.719,17.719,41617.0
2015:1:3,10:54:17.729,17.729,41367.0
2015:1:3,10:54:17.741,17.741,41308.0
2015:1:3,10:54:17.749,17.749,41301.0
2015:1:3,10:54:17.762,17.762,41255.0
2015:1:3,10:54:17.771,17.771,41261.0
2015:1:3,10:54:17.782,17.782,41358.0
2015:1:3,10:54:17.79,17.79,41433.0
2015:1:3,10:54:17.803,17.803,41553.0
2015:1:3,10:54:17.815,17.815,41659.0
2015:1:3,10:54:17.823,17.823,41818.0
2015:1:3,10:54:17.835,17.835,41960.0
2015:1:3,10:54:17.844,17.844,42091.0
2015:1:3,10:54:17.856,17.856,42222.0
2015:1:3,10:54:17.864,17.864,42271.0
2015:1:3,10:54:17.876,17.876,42241.0
2015:1:3,10:54:17.889,17.889,42099.0
2015:1:3,10:54:17.897,17.897,41969.0
2015:1:3,10:54:17.909,17.909,41939.0
2015:1:3,10:54:17.917,17.917,41975.0
2015:1:3,10:54:17.93,17.93,42031.0
2015:1:3,10:54:17.938,17.938,42037.0
2015:1:3,10:54:17.95,17.95,41966.0
2015:1:3,10:54:17.962,17.962,41911.0
2015:1:3,10:54:17.97,17.97,41869.0
2015:1:3,10:54:17.983,17.983,41910.0
2015:1:3,10:54:17.991,17.991,41953.0
2015:1:3,10:54:18.003,18.003,41921.0
2015:1:3,10:54:18.011,18.011,41827.0
2015:1:3,10:54:18.024,18.024,41749.0
2015:1:3,10:54:18.036,18.036,41781.0
2015:1:3,10:54:18.044,18.044,41920.0
2015:1:3,10:54:18.056,18.056,42012.0
2015:1:3,10:54:18.065,18.065,41969.0
2015:1:3,10:54:18.077,18.077,41794.0
2015:1:3,10:54:18.085,18.085,41530.0
2015:1:3,10:54:18.097,18.097,41318.0
2015:1:3,10:54:18.11,18.11,41188.0
2015:1:3,10:54:18.118,18.118,41123.0
2015:1:3,10:54:18.13,18.13,41058.0
2015:1:3,10:54:18.138,18.138,40999.0
2015:1:3,10:54:18.151,18.151,40972.0
2015:1:3,10:54:18.159,18.159,41014.0
2015:1:3,10:54:18.171,18.171,41062.0
2015:1:3,10:54:18.183,18.183,41116.0
2015:1:3,10:54:18.192,18.192,41182.0
2015:1:3,10:54:18.204,18.204,41290.0
2015:1:3,10:54:18.218,18.218,41402.0
2015:1:3,10:54:18.231,18.231,41452.0
2015:1:3,10:54:18.245,18.245,41441.0
2015:1:3,10:54:18.259,18.259,41410.0
2015:1:3,10:54:18.269,18.269,41406.0
2015:1:3,10:54:18.28,18.28,41418.0
2015:1:3,10:54:18.291,18.291,41425.0
2015:1:3,10:54:18.301,18.301,41438.0
2015:1:3,10:54:18.309,18.309,41479.0
2015:1:3,10:54:18.316,18.316,41547.0
2015:1:3,10:54:18.323,18.323,41626.0
2015:1:3,10:54:18.331,18.331,41671.0
2015:1:3,10:54:18.34,18.34,41752.0
2015:1:3,10:54:18.351,18.351,41885.0
2015:1:3,10:54:18.36,18.36,42008.0
2015:1:3,10:54:18.372,18.372,42110.0
2015:1:3,10:54:18.38,18.38,42209.0
2015:1:3,10:54:18.392,18.392,42272.0
2015:1:3,10:54:18.405,18.405,42419.0
2015:1:3,10:54:18.413,18.413,42522.0
2015:1:3,10:54:18.425,18.425,42613.0
2015:1:3,10:54:18.433,18.433,42652.0
2015:1:3,10:54:18.446,18.446,42675.0
2015:1:3,10:54:18.454,18.454,42681.0
2015:1:3,10:54:18.466,18.466,42670.0
2015:1:3,10:54:18.478,18.478,42647.0
2015:1:3,10:54:18.487,18.487,42640.0
2015:1:3,10:54:18.499,18.499,42641.0
2015:1:3,10:54:18.507,18.507,42653.0
2015:1:3,10:54:18.519,18.519,42678.0
2015:1:3,10:54:18.528,18.528,42685.0
2015:1:3,10:54:18.54,18.54,42687.0
2015:1:3,10:54:18.552,18.552,42679.0
2015:1:3,10:54:18.56,18.56,42688.0
2015:1:3,10:54:18.573,18.573,42705.0
2015:1:3,10:54:18.581,18.581,42727.0
2015:1:3,10:54:18.593,18.593,42770.0
2015:1:3,10:54:18.601,18.601,42815.0
2015:1:3,10:54:18.614,18.614,42865.0
2015:1:3,10:54:18.626,18.626,42948.0
2015:1:3,10:54:18.634,18.634,43042.0
2015:1:3,10:54:18.646,18.646,43082.0
2015:1:3,10:54:18.654,18.654,43005.0
2015:1:3,10:54:18.667,18.667,43008.0
2015:1:3,10:54:18.675,18.675,43046.0
2015:1:3,10:54:18.687,18.687,43176.0
2015:1:3,10:54:18.7,18.7,43426.0
2015:1:3,10:54:18.708,18.708,43623.0
