AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Time Elapsed(s)
0.2787,0.9036,-0.3339,0.0097,0.1312,-0.0943,-1.1812,2.0563,-4.5675,0,0,0,0.0
0.2786,0.8991,-0.3331,0.0097,0.1312,-0.0943,-1.8725,2.275,-4.7775,0,0,0,0.0
0.2783,0.898,-0.3316,0.0097,0.1312,-0.0943,-1.8725,2.275,-4.7775,0,0,0,0.01599999999598367
0.2778,0.8991,-0.331,0.0092,0.131,-0.0966,-2.4675,2.4762,-4.8387,0,0,0,0.01599999999598367
0.2778,0.9001,-0.3254,0.0092,0.131,-0.0966,-2.3625,2.45,-5.1887,0,0,0,0.030999999995401595
0.2772,0.9001,-0.3254,0.0095,0.1297,-0.0913,-2.3275,2.2487,-5.5738,0,0,0,0.030999999995401595
0.2801,0.9048,-0.3243,0.0095,0.1297,-0.0913,-2.3275,2.2487,-5.5738,0,0,0,0.046999999998661224
0.2756,0.9093,-0.3254,0.0095,0.1297,-0.0913,-2.59,2.0912,-5.635,0,0,0,0.046999999998661224
0.2737,0.9143,-0.3212,0.0064,0.1294,-0.0969,-3.325,1.645,-6.0637,0,0,0,0.06199999999807915
0.2736,0.92,-0.3204,0.0064,0.1294,-0.0969,-3.8675,1.2513,-6.6325,0,0,0,0.06199999999807915
0.2736,0.92,-0.3204,0.0089,0.129,-0.0931,-3.8675,1.2513,-6.6325,0,0,0,0.07799999999406282
0.272,0.9169,-0.3216,0.0089,0.129,-0.0931,-4.06,0.525,-7.1925,0,0,0,0.07799999999406282
0.2715,0.919,-0.3247,0.0089,0.129,-0.0931,-3.9638,-0.3325,-7.7175,0,0,0,0.09399999999732245
0.2737,0.9141,-0.3195,0.0088,0.1295,-0.1006,-3.9638,-0.3325,-8.155,0,0,0,0.09399999999732245
0.2776,0.9076,-0.3206,0.0088,0.1295,-0.1006,-3.8675,-0.7175,-8.155,0,0,0,0.10899999999674037
0.2776,0.892,-0.3196,0.0094,0.1302,-0.0871,-3.045,-1.0938,-8.82,0,0,0,0.10899999999674037
0.2807,0.9021,-0.3196,0.0094,0.1302,-0.0871,-2.8,-1.3825,-8.8375,0,0,0,0.125
0.2822,0.8946,-0.3164,0.011,0.1296,-0.0898,-2.8,-1.3825,-8.8375,0,0,0,0.125
0.2857,0.8913,-0.3192,0.011,0.1296,-0.0898,-1.8463,-1.4875,-8.5837,0,0,0,0.13999999999214197
0.2867,0.8955,-0.3212,0.011,0.1296,-0.0898,-0.455,-0.4462,-7.315,0,0,0,0.13999999999214197
0.2872,0.9004,-0.3184,0.0123,0.1288,-0.0934,-0.28,-0.0875,-6.6413,0,0,0,0.1559999999954016
0.2872,0.9004,-0.3184,0.0123,0.1288,-0.0934,-0.28,-0.0875,-6.6413,0,0,0,0.1559999999954016
0.2878,0.9064,-0.3219,0.0089,0.1303,-0.0901,0.0787,0.1925,-6.1863,0,0,0,0.17199999999866122
0.2854,0.909,-0.3249,0.0089,0.1303,-0.0901,0.7875,0.3675,-5.9412,0,0,0,0.17199999999866122
0.2805,0.91,-0.3247,0.0089,0.1303,-0.0901,0.7788,0.455,-6.0375,0,0,0,0.18699999999807915
0.2767,0.9098,-0.3213,0.0106,0.1303,-0.0819,0.7788,0.455,-6.0375,0,0,0,0.18699999999807915
0.2767,0.9098,-0.3233,0.0106,0.1303,-0.0819,0.1925,0.4025,-6.0113,0,0,0,0.20300000000133878
0.2745,0.9054,-0.3233,0.0114,0.13,-0.09,0.0,0.4462,-6.7638,0,0,0,0.21799999999348074
0.2753,0.904,-0.3231,0.0114,0.13,-0.09,-0.2537,0.3413,-6.6762,0,0,0,0.21799999999348074
0.2768,0.8983,-0.3248,0.0114,0.13,-0.09,-0.2537,0.3413,-6.6762,0,0,0,0.23399999999674037
