Hour,Minute,Second,IR1,Blinks
20,15,21.729,46016.0,0,0
20,15,21.734,46016.0,0,0
20,15,21.749,45999.0,0,0
20,15,21.759,46001.0,0,0
20,15,21.764,46007.0,0,0
20,15,21.774,46025.0,0,0
20,15,21.784,46029.0,0,0
20,15,21.789,46007.0,0,0
20,15,21.799,46009.0,0,0
20,15,21.804,46011.0,0,0
20,15,21.814,45822.0,0,0
20,15,21.819,46002.0,0,0
20,15,21.829,46001.0,0,0
20,15,21.834,46001.0,0,0
20,15,21.844,46020.0,0,0
20,15,21.849,45813.0,0,0
20,15,21.859,45956.0,0,0
20,15,21.869,46004.0,0,0
20,15,21.879,46013.0,0,0
20,15,21.884,46013.0,0,0
20,15,21.894,46013.0,0,0
20,15,21.899,46013.0,0,0
20,15,21.909,46010.0,0,0
20,15,21.914,46023.0,0,0
20,15,21.924,46009.0,0,0
20,15,21.934,46009.0,0,0
20,15,21.939,46021.0,0,0
20,15,21.949,46024.0,0,0
20,15,21.959,45998.0,0,0
20,15,21.974,45998.0,0,0
20,15,21.979,46028.0,0,0
20,15,21.989,46018.0,0,0
20,15,21.994,45986.0,0,0
20,15,22.004,45986.0,0,0
20,15,22.009,46015.0,0,0
20,15,22.014,46028.0,0,0
20,15,22.024,45996.0,0,0
20,15,22.029,45996.0,0,0
20,15,22.039,46010.0,0,0
20,15,22.044,46029.0,0,0
20,15,22.054,46023.0,0,0
20,15,22.059,46023.0,0,0
20,15,22.069,45981.0,0,0
20,15,22.079,46015.0,0,0
20,15,22.084,46026.0,0,0
20,15,22.094,46026.0,0,0
20,15,22.099,45998.0,0,0
20,15,22.109,46012.0,0,0
20,15,22.114,46023.0,0,0
20,15,22.124,46020.0,0,0
20,15,22.134,46013.0,0,0
20,15,22.139,46015.0,0,0
20,15,22.149,46011.0,0,0
20,15,22.154,45960.0,0,0
20,15,22.164,45810.0,0,0
20,15,22.174,46013.0,0,0
20,15,22.184,46007.0,0,0
20,15,22.189,46010.0,0,0
20,15,22.199,46021.0,0,0
