AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Time Elapsed(s)
0.49,-0.3012,0.695,-0.2442,0.4548,0.4984,0.28,1.33,-2.9225,0,0,0,2.857000000003609
0.5135,-0.3158,0.6711,-0.2442,0.4548,0.4984,-0.4375,0.5688,-2.2225,0,0,0,2.857000000003609
0.4873,-0.3062,0.6886,-0.2447,0.455,0.4877,-0.4375,0.5688,-2.2225,0,0,0,2.8720000000175787
0.4873,-0.3062,0.6886,-0.2447,0.455,0.4877,-0.6737,0.9538,-2.625,0,0,0,2.8720000000175787
0.5184,-0.3085,0.6978,-0.2447,0.455,0.4877,-0.6737,0.9538,-2.0125,0,0,0,2.8720000000175787
0.4981,-0.3154,0.675,-0.245,0.4554,0.4916,-1.1463,0.42,-2.0125,0,0,0,2.8880000000062864
0.4981,-0.3154,0.675,-0.245,0.4554,0.4916,0.315,1.3737,-2.7825,0,0,0,2.8880000000062864
0.5157,-0.2938,0.6903,-0.245,0.4559,0.4972,0.315,1.3737,-2.7825,0,0,0,2.8880000000062864
0.5012,-0.3349,0.6848,-0.242,0.4559,0.4972,-0.4988,0.3063,-1.6888,0,0,0,2.8880000000062864
0.5012,-0.288,0.7017,-0.242,0.4559,0.4972,0.6388,0.9538,-2.8,0,0,0,2.904000000009546
0.5126,-0.29,0.7017,-0.2444,0.456,0.4966,0.6388,0.9538,-2.8,0,0,0,2.904000000009546
0.5015,-0.3292,0.6586,-0.2444,0.456,0.4966,-1.3125,0.9187,-2.0125,0,0,0,2.904000000009546
0.4849,-0.2977,0.6859,-0.2444,0.456,0.4966,-0.35,1.4175,-2.59,0,0,0,2.919000000008964
0.4849,-0.2977,0.6859,-0.2438,0.4556,0.4951,-0.35,1.4175,-2.59,0,0,0,2.919000000008964
0.5091,-0.3108,0.6853,-0.2438,0.4556,0.4951,-0.4725,1.0675,-2.1962,0,0,0,2.919000000008964
0.5001,-0.3235,0.6866,-0.2438,0.4556,0.4951,-0.735,1.1375,-2.38,0,0,0,2.9350000000122236
0.5001,-0.3235,0.6866,-0.245,0.4556,0.5028,-0.735,1.1375,-2.38,0,0,0,2.9350000000122236
0.5037,-0.2874,0.6884,-0.245,0.4556,0.5028,-0.2362,1.0325,-2.8875,0,0,0,2.9350000000122236
0.5055,-0.3371,0.668,-0.245,0.4556,0.5028,-0.6037,0.7613,-2.625,0,0,0,2.9350000000122236
