Hour,Minute,Second,IR1,Blinks
19,48,16.744,34576.0,0,0
19,48,16.754,34555.0,0,0
19,48,16.774,34555.0,0,0
19,48,16.774,34571.0,0,0
19,48,16.784,34591.0,0,0
19,48,16.794,34571.0,0,0
19,48,16.804,34571.0,0,0
19,48,16.814,34568.0,0,0
19,48,16.815,34570.0,0,0
19,48,16.825,34592.0,0,0
19,48,16.835,34592.0,0,0
19,48,16.835,34571.0,0,0
19,48,16.845,34557.0,0,0
19,48,16.855,34569.0,0,0
19,48,16.865,34569.0,0,0
19,48,16.875,34570.0,0,0
19,48,16.875,34577.0,0,0
19,48,16.885,34581.0,0,0
19,48,16.895,34581.0,0,0
19,48,16.905,34580.0,0,0
19,48,16.915,34574.0,0,0
19,48,16.915,34557.0,0,0
19,48,16.925,34557.0,0,0
19,48,16.935,34563.0,0,0
19,48,16.945,34574.0,0,0
19,48,16.955,34556.0,0,0
19,48,16.965,34558.0,0,0
19,48,16.975,34567.0,0,0
19,48,16.985,34578.0,0,0
19,48,16.995,34575.0,0,0
19,48,16.995,34571.0,0,0
19,48,17.005,34561.0,0,0
19,48,17.015,34550.0,0,0
19,48,17.015,34590.0,0,0
19,48,17.025,34582.0,0,0
19,48,17.035,34575.0,0,0
19,48,17.035,34571.0,0,0
19,48,17.045,34565.0,0,0
19,48,17.055,34565.0,0,0
19,48,17.065,34565.0,0,0
19,48,17.075,34589.0,0,0
19,48,17.075,34585.0,0,0
19,48,17.085,34590.0,0,0
19,48,17.095,34592.0,0,0
19,48,17.105,34568.0,0,0
19,48,17.115,34580.0,0,0
19,48,17.115,34580.0,0,0
19,48,17.125,34580.0,0,0
19,48,17.135,34579.0,0,0
19,48,17.145,34532.0,0,0
19,48,17.155,34581.0,0,0
19,48,17.155,34581.0,0,0
19,48,17.165,34577.0,0,0
19,48,17.175,34571.0,0,0
19,48,17.185,34549.0,0,0
19,48,17.195,34549.0,0,0
19,48,17.195,34566.0,0,0
19,48,17.205,34585.0,0,0
19,48,17.215,34566.0,0,0
19,48,17.228,34566.0,0,0
19,48,17.236,34560.0,0,0
19,48,17.245,34558.0,0,0
19,48,17.251,34580.0,0,0
19,48,17.26,34580.0,0,0
19,48,17.268,34569.0,0,0
19,48,17.268,34560.0,0,0
19,48,17.278,34583.0,0,0
19,48,17.288,34583.0,0,0
19,48,17.298,34569.0,0,0
19,48,17.298,34555.0,0,0
19,48,17.308,34560.0,0,0
19,48,17.318,34560.0,0,0
19,48,17.328,34560.0,0,0
19,48,17.338,34567.0,0,0
19,48,17.348,34556.0,0,0
19,48,17.348,34559.0,0,0
19,48,17.358,34569.0,0,0
19,48,17.368,34555.0,0,0
19,48,17.378,34555.0,0,0
19,48,17.388,34551.0,0,0
19,48,17.398,34539.0,0,0
19,48,17.398,34565.0,0,0
19,48,17.408,34563.0,0,0
19,48,17.418,34496.0,0,0
19,48,17.418,34551.0,0,0
19,48,17.428,34553.0,0,0
19,48,17.438,34561.0,0,0
19,48,17.448,34563.0,0,0
19,48,17.458,34565.0,0,0
19,48,17.458,34547.0,0,0
19,48,17.468,34553.0,0,0
19,48,17.478,34561.0,0,0
19,48,17.488,34570.0,0,0
19,48,17.498,34557.0,0,0
19,48,17.498,34543.0,0,0
19,48,17.508,34553.0,0,0
19,48,17.518,34557.0,0,0
19,48,17.528,34570.0,0,0
19,48,17.538,34551.0,0,0
19,48,17.548,34548.0,0,0
19,48,17.548,34547.0,0,0
19,48,17.558,34551.0,0,0
19,48,17.568,34557.0,0,0
19,48,17.578,34546.0,0,0
19,48,17.588,34546.0,0,0
19,48,17.598,34560.0,0,0
19,48,17.598,34561.0,0,0
19,48,17.608,34568.0,0,0
19,48,17.618,34568.0,0,0
19,48,17.618,34537.0,0,0
19,48,17.628,34569.0,0,0
19,48,17.638,34576.0,0,0
19,48,17.648,34576.0,0,0
19,48,17.658,34562.0,0,0
19,48,17.668,34558.0,0,0
19,48,17.668,34557.0,0,0
19,48,17.678,34557.0,0,0
19,48,17.688,34562.0,0,0
19,48,17.698,34563.0,0,0
19,48,17.698,34565.0,0,0
19,48,17.708,34565.0,0,0
19,48,17.718,34565.0,0,0
19,48,17.728,34555.0,0,0
19,48,17.738,34556.0,0,0
19,48,17.748,34556.0,0,0
19,48,17.748,34553.0,0,0
19,48,17.758,34557.0,0,0
19,48,17.768,34559.0,0,0
19,48,17.778,34559.0,0,0
19,48,17.788,34557.0,0,0
19,48,17.798,34550.0,0,0
19,48,17.798,34566.0,0,0
19,48,17.808,34565.0,0,0
19,48,17.818,34563.0,0,0
19,48,17.828,34547.0,0,0
19,48,17.828,34555.0,0,0
19,48,17.838,34620.0,0,0
19,48,17.848,34561.0,0,0
19,48,17.858,34554.0,0,0
19,48,17.858,34552.0,0,0
19,48,17.868,34552.0,0,0
19,48,17.878,34552.0,0,0
19,48,17.888,34552.0,0,0
19,48,17.898,34550.0,0,0
19,48,17.898,34553.0,0,0
19,48,17.908,34557.0,0,0
19,48,17.918,34566.0,0,0
19,48,17.928,34545.0,0,0
19,48,17.938,34548.0,0,0
19,48,17.938,34549.0,0,0
19,48,17.948,34565.0,0,0
19,48,17.958,34557.0,0,0
19,48,17.968,34554.0,0,0
