AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,,,,,
-0.2599,-0.2624,0.9007,-0.2138,0.7184,0.3348,-3.9113,1.2512,-9.4762,-16.2425403121,-15.429777713,-102.5139331959,,,,,
,,,,,,,,,,,,,,,,
-0.2592,-0.2607,0.8969,-0.2138,0.7184,0.3348,-3.1763,0.8487,-9.7125,-16.2075307953,-15.472600306,-102.5008324835,,,,,
,,,,,,,,,,,,,,,,
-0.2591,-0.2599,0.8988,-0.2168,0.7166,0.3361,-3.6312,0.5075,-9.8437,-16.128114665,-15.4763681541,-102.6799736682,,,,,
,,,,,,,,,,,,,,,,
-0.2588,-0.2607,0.9035,-0.2168,0.7166,0.3361,-3.57,0.8925,-9.3537,-16.0952832893,-15.429784086,-102.6926587487,,,,,
,,,,,,,,,,,,,,,,
-0.2582,-0.2632,0.8946,-0.2136,0.7176,0.3334,-3.7188,0.7875,-9.1525,-16.3937014249,-15.4554477962,-102.5748508379,,,,,
,,,,,,,,,,,,,,,,
-0.2578,-0.2647,0.9008,-0.2131,0.7196,0.3333,-3.1588,1.0587,-9.3712,-16.3754628387,-15.4062766653,-102.5451680646,,,,,
,,,,,,,,,,,,,,,,
-0.2564,-0.262,0.8974,-0.2131,0.7196,0.3333,-3.1937,1.3475,-9.8525,-16.2756357121,-15.3790037394,-102.5265894175,,,,,
,,,,,,,,,,,,,,,,
-0.2574,-0.2633,0.8998,-0.2137,0.7183,0.3358,-3.7538,1.1375,-9.8787,-16.3104811915,-15.3666573059,-102.5289281789,,,,,
,,,,,,,,,,,,,,,,
-0.2603,-0.263,0.8987,-0.2137,0.7183,0.3358,-3.2462,1.1462,-10.1062,-16.3118440468,-15.4440643836,-102.490801838,,,,,
,,,,,,,,,,,,,,,,
-0.2616,-0.2607,0.8962,-0.2154,0.717,0.3358,-3.0013,1.6362,-9.9925,-16.2196573021,-15.500663523,-102.5707707411,,,,,
,,,,,,,,,,,,,,,,
-0.2577,-0.2611,0.9063,-0.2146,0.7185,0.3357,-3.7713,1.575,-9.7388,-16.0717411771,-15.4356646166,-102.5523032967,,,,,
,,,,,,,,,,,,,,,,
-0.2555,-0.2584,0.8985,-0.2146,0.7185,0.3357,-3.2113,1.1462,-10.01,-16.0447913344,-15.3663245943,-102.5458515869,,,,,
,,,,,,,,,,,,,,,,
-0.2567,-0.2586,0.9016,-0.213,0.7183,0.3334,-3.0013,1.1375,-9.5637,-16.0042256028,-15.3384120654,-102.4773739766,,,,,
,,,,,,,,,,,,,,,,
-0.2635,-0.262,0.9044,-0.213,0.7183,0.3334,-2.9575,1.1812,-9.7912,-16.155677694,-15.4713404623,-102.4415108185,,,,,
,,,,,,,,,,,,,,,,
-0.2641,-0.2614,0.9013,-0.2118,0.7189,0.3351,-3.3163,1.2862,-9.8787,-16.1734664094,-15.5738417196,-102.3034669511,,,,,
,,,,,,,,,,,,,,,,
-0.2619,-0.2616,0.8994,-0.2129,0.7198,0.3332,-3.7362,1.2775,-9.2487,-16.2175283645,-15.5937367702,-102.4413069942,,,,,
,,,,,,,,,,,,,,,,
-0.2655,-0.2634,0.8971,-0.2129,0.7198,0.3332,-4.2175,1.2163,-9.5113,-16.3625742201,-15.7073679332,-102.4262648064,,,,,
,,,,,,,,,,,,,,,,
-0.2562,-0.2633,0.9021,-0.22,0.7162,0.3357,-3.6663,1.1462,-9.7388,-16.271391076,-15.4969461126,-102.9877967554,,,,,
,,,,,,,,,,,,,,,,
-0.2515,-0.2628,0.904,-0.22,0.7162,0.3357,-4.1912,1.0237,-9.6687,-16.2097120126,-15.2306049583,-103.0374330536,,,,,
,,,,,,,,,,,,,,,,
-0.2571,-0.2622,0.8996,-0.2146,0.7192,0.3342,-3.7713,0.9013,-9.555,-16.2493509129,-15.2894197685,-102.6048235155,,,,,
,,,,,,,,,,,,,,,,
-0.2614,-0.2602,0.8982,-0.2151,0.7182,0.3338,-3.0888,1.47,-9.765,-16.1560163634,-15.4027445175,-102.5780945655,,,,,
,,,,,,,,,,,,,,,,
-0.2566,-0.2597,0.9016,-0.2151,0.7182,0.3338,-3.8675,1.2775,-9.0913,-16.0689032722,-15.3578660048,-102.6270687038,,,,,
,,,,,,,,,,,,,,,,
-0.2611,-0.2614,0.899,-0.2122,0.7181,0.333,-3.4825,1.1287,-9.2137,-16.2123817318,-15.4625140011,-102.4222146835,,,,,
,,,,,,,,,,,,,,,,
-0.2654,-0.2585,0.8985,-0.2122,0.7181,0.333,-3.57,1.1112,-9.485,-16.0509931157,-15.6434237113,-102.3295126504,,,,,
,,,,,,,,,,,,,,,,
-0.2639,-0.2593,0.8947,-0.2139,0.7196,0.3311,-3.8763,0.9975,-9.2662,-16.1622713368,-15.7304701843,-102.5039300437,,,,,
,,,,,,,,,,,,,,,,
-0.2571,-0.2652,0.9026,-0.2142,0.7171,0.3314,-3.3513,1.2512,-9.5462,-16.3732403709,-15.540136459,-102.698980664,,,,,
,,,,,,,,,,,,,,,,
-0.2578,-0.2636,0.9014,-0.2142,0.7171,0.3314,-3.3863,0.8925,-9.3013,-16.3008819742,-15.4401914178,-102.6699012109,,,,,
,,,,,,,,,,,,,,,,
-0.2609,-0.261,0.8983,-0.2178,0.7182,0.335,-3.9725,0.8225,-9.1875,-16.2013914132,-15.5178796486,-102.749552988,,,,,
,,,,,,,,,,,,,,,,
-0.26,-0.2647,0.8954,-0.2178,0.7182,0.335,-4.1563,0.98,-9.2575,-16.4682216618,-15.5393288596,-102.8140702745,,,,,
,,,,,,,,,,,,,,,,
-0.2598,-0.263,0.9004,-0.2121,0.7185,0.3381,-3.3338,1.1725,-9.5288,-16.2831122866,-15.5129007457,-102.3358278474,,,,,
,,,,,,,,,,,,,,,,
-0.2603,-0.2594,0.8985,-0.2125,0.7186,0.3343,-3.2462,1.155,-10.0887,-16.1040239452,-15.5316427586,-102.3901333086,,,,,
,,,,,,,,,,,,,,,,
-0.2638,-0.2605,0.9016,-0.2125,0.7186,0.3343,-3.815,0.91,-9.7125,-16.1156071089,-15.6195221874,-102.3617829566,,,,,
,,,,,,,,,,,,,,,,
-0.2589,-0.26,0.901,-0.2134,0.719,0.3334,-3.9025,0.8925,-8.89,-16.0965054245,-15.5220621234,-102.4904903618,,,,,
,,,,,,,,,,,,,,,,
-0.2596,-0.2601,0.8984,-0.2134,0.719,0.3334,-3.1675,1.2163,-9.2487,-16.1463909712,-15.5178750877,-102.4851502604,,,,,
,,,,,,,,,,,,,,,,
-0.262,-0.2631,0.8971,-0.2114,0.7198,0.334,-2.8525,0.945,-9.59,-16.3448103061,-15.5884273404,-102.3447712286,,,,,
,,,,,,,,,,,,,,,,
-0.2585,-0.2633,0.902,-0.2114,0.7198,0.334,-2.8875,0.9187,-9.0125,-16.2730541007,-15.481183376,-102.3851903208,,,,,
,,,,,,,,,,,,,,,,
-0.2569,-0.2633,0.9025,-0.2146,0.7178,0.3335,-3.4125,0.7437,-9.3275,-16.2643691242,-15.3712673547,-102.6489915481,,,,,
,,,,,,,,,,,,,,,,
-0.2566,-0.2633,0.9,-0.2146,0.7189,0.3334,-3.7275,1.2862,-9.0475,-16.3070310791,-15.3432368233,-102.6457752901,,,,,
,,,,,,,,,,,,,,,,
-0.2612,-0.2608,0.8981,-0.2146,0.7189,0.3334,-3.675,1.6013,-9.45,-16.193077053,-15.4175465922,-102.557657325,,,,,
,,,,,,,,,,,,,,,,
-0.2598,-0.2616,0.9088,-0.2129,0.7186,0.3341,-3.5613,1.295,-9.8875,-16.058887509,-15.3942716713,-102.4525746489,,,,,
,,,,,,,,,,,,,,,,
-0.2545,-0.2627,0.9005,-0.2129,0.7186,0.3341,-3.64,1.1025,-10.0012,-16.2629070311,-15.2928616028,-102.5352862353,,,,,
,,,,,,,,,,,,,,,,
-0.2619,-0.2612,0.8944,-0.2181,0.7195,0.3361,-3.22,0.945,-9.17,-16.2798428476,-15.5014931972,-102.7250516735,,,,,
,,,,,,,,,,,,,,,,
-0.2729,-0.2586,0.8974,-0.2149,0.7174,0.3341,-2.2225,1.1375,-10.4475,-16.0756455764,-15.8656308784,-102.4033029599,,,,,
,,,,,,,,,,,,,,,,
-0.2508,-0.2656,0.8999,-0.2149,0.7174,0.3341,-2.5988,0.8925,-10.3687,-16.4427932808,-15.3929028348,-102.7645304358,,,,,
,,,,,,,,,,,,,,,,
-0.2544,-0.2627,0.8946,-0.214,0.7169,0.3364,-3.3425,0.7613,-10.045,-16.3650985035,-15.3204034313,-102.5806066306,,,,,
,,,,,,,,,,,,,,,,
-0.2637,-0.2583,0.9015,-0.214,0.7169,0.3364,-4.0862,1.0412,-9.7912,-15.9890714396,-15.5088557473,-102.4020320523,,,,,
,,,,,,,,,,,,,,,,
-0.2555,-0.2611,0.9072,-0.2146,0.7175,0.339,-3.5963,0.56,-9.5025,-16.0561200445,-15.2938107868,-102.5162988772,,,,,
,,,,,,,,,,,,,,,,
-0.246,-0.2689,0.8999,-0.2152,0.7178,0.334,-3.3425,0.6563,-9.24,-16.6353784974,-14.9405613402,-102.8820084637,,,,,
,,,,,,,,,,,,,,,,
-0.274,-0.2565,0.8979,-0.2152,0.7178,0.334,-3.815,1.5225,-9.1787,-15.9444729024,-15.3955089103,-102.377181271,,,,,
,,,,,,,,,,,,,,,,
-0.2673,-0.2596,0.9049,-0.2134,0.7191,0.3328,-3.675,1.5312,-9.3013,-16.0071149301,-15.5405140006,-102.3944076306,,,,,
,,,,,,,,,,,,,,,,
-0.2533,-0.266,0.9018,-0.2134,0.7191,0.3328,-3.885,1.155,-10.185,-16.4332569615,-15.3289453993,-102.650110283,,,,,
,,,,,,,,,,,,,,,,
-0.2562,-0.2633,0.8945,-0.2142,0.7185,0.3369,-4.1737,1.2075,-10.01,-16.4020962953,-15.3442068465,-102.5541504457,,,,,
,,,,,,,,,,,,,,,,
-0.2656,-0.2535,0.8984,-0.2116,0.7186,0.335,-3.5,0.7088,-9.5637,-15.7588774873,-15.6473177259,-102.1651912854,,,,,
,,,,,,,,,,,,,,,,
-0.2487,-0.2688,0.9025,-0.2116,0.7186,0.335,-3.4738,0.7,-10.36,-16.5836865871,-15.1654631597,-102.5761124855,,,,,
,,,,,,,,,,,,,,,,
-0.2555,-0.2661,0.8988,-0.2146,0.7192,0.3345,-2.9225,0.945,-9.9488,-16.4922011508,-15.2072235502,-102.6707280032,,,,,
,,,,,,,,,,,,,,,,
-0.2645,-0.258,0.8934,-0.2146,0.7192,0.3345,-2.8612,0.8838,-9.8437,-16.108782408,-15.5605457319,-102.4531339318,,,,,
,,,,,,,,,,,,,,,,
-0.271,-0.2613,0.8994,-0.215,0.7185,0.3338,-3.0888,0.735,-9.4762,-16.1997973952,-15.8826342999,-102.467950994,,,,,
,,,,,,,,,,,,,,,,
-0.2533,-0.2677,0.8987,-0.2111,0.7199,0.3337,-3.0975,0.5513,-9.45,-16.5865659492,-15.4294232246,-102.4939925151,,,,,
,,,,,,,,,,,,,,,,
-0.2514,-0.2633,0.8996,-0.2111,0.7199,0.3337,-3.2288,0.98,-9.24,-16.3146265302,-15.2197325277,-102.455606753,,,,,
,,,,,,,,,,,,,,,,
-0.2671,-0.2583,0.9008,-0.2146,0.7196,0.3357,-3.6225,1.1375,-9.5025,-16.0007147687,-15.5384967745,-102.3907143094,,,,,
,,,,,,,,,,,,,,,,
-0.2501,-0.2593,0.9033,-0.2146,0.7196,0.3357,-3.9813,1.1025,-9.9925,-16.0165422771,-15.2380607947,-102.610321619,,,,,
,,,,,,,,,,,,,,,,
-0.251,-0.2614,0.9013,-0.2101,0.7182,0.3355,-3.815,1.1112,-9.765,-16.173143816,-15.1140158286,-102.3441023322,,,,,
,,,,,,,,,,,,,,,,
-0.2663,-0.2578,0.8985,-0.2136,0.7186,0.3347,-4.0775,1.26,-9.6337,-16.0097642031,-15.4484018882,-102.3593342912,,,,,
,,,,,,,,,,,,,,,,
-0.2669,-0.26,0.9006,-0.2136,0.7186,0.3347,-3.2113,0.6212,-10.01,-16.103023347,-15.7060653962,-102.3825774244,,,,,
,,,,,,,,,,,,,,,,
-0.2605,-0.268,0.8983,-0.2147,0.7187,0.335,-3.4213,0.6125,-9.8175,-16.610836742,-15.6038190005,-102.6395701418,,,,,
,,,,,,,,,,,,,,,,
-0.2698,-0.2616,0.8985,-0.2147,0.7187,0.335,-3.255,0.9187,-9.4762,-16.2338950904,-15.8523380702,-102.4381444416,,,,,
,,,,,,,,,,,,,,,,
-0.266,-0.26,0.9025,-0.2129,0.7192,0.3366,-4.6287,1.0762,-8.925,-16.0714684092,-15.8335138745,-102.2972406045,,,,,
,,,,,,,,,,,,,,,,
-0.2485,-0.2671,0.8997,-0.2129,0.7178,0.3342,-3.5263,0.805,-8.96,-16.5338556199,-15.287918897,-102.6706519899,,,,,
,,,,,,,,,,,,,,,,
-0.2529,-0.2667,0.8966,-0.2129,0.7178,0.3342,-3.2987,1.5487,-9.45,-16.5654081533,-15.2385769017,-102.617106144,,,,,
,,,,,,,,,,,,,,,,
-0.266,-0.256,0.9002,-0.2135,0.7175,0.3339,-3.7362,1.6975,-9.8,-15.8763587779,-15.3835324753,-102.3583731509,,,,,
,,,,,,,,,,,,,,,,
-0.2532,-0.2654,0.9033,-0.2135,0.7175,0.3339,-3.15,0.8312,-10.15,-16.3722483686,-15.2054679732,-102.6406739993,,,,,
,,,,,,,,,,,,,,,,
-0.255,-0.266,0.9032,-0.214,0.7183,0.3306,-3.6312,0.9013,-9.9137,-16.4100570757,-15.1784504513,-102.7260016407,,,,,
,,,,,,,,,,,,,,,,
-0.2651,-0.2579,0.9001,-0.2135,0.7178,0.3342,-3.7013,1.33,-9.2225,-15.9892412596,-15.4306936594,-102.387155406,,,,,
,,,,,,,,,,,,,,,,
-0.2666,-0.2554,0.9003,-0.2135,0.7178,0.3342,-3.3775,1.1462,-9.8175,-15.8381001953,-15.6471420544,-102.3324525594,,,,,
,,,,,,,,,,,,,,,,
-0.2539,-0.2691,0.9002,-0.2127,0.7192,0.3354,-3.4738,0.9275,-10.0187,-16.6413061352,-15.3756526627,-102.5817859399,,,,,
,,,,,,,,,,,,,,,,
-0.2643,-0.2612,0.8975,-0.2127,0.7192,0.3354,-3.92,1.1638,-9.1787,-16.2275759641,-15.5633653675,-102.3515046175,,,,,
,,,,,,,,,,,,,,,,
-0.2714,-0.2572,0.8969,-0.2166,0.7198,0.3305,-3.9463,1.2075,-9.0125,-16.0015915145,-15.8524973736,-102.5747532059,,,,,
,,,,,,,,,,,,,,,,
-0.2605,-0.2638,0.9029,-0.2166,0.7198,0.3326,-3.0013,0.7263,-9.6075,-16.2861020469,-15.6436314955,-102.7476745212,,,,,
,,,,,,,,,,,,,,,,
-0.2493,-0.2682,0.901,-0.2132,0.7175,0.3326,-3.7188,1.1025,-9.0738,-16.5759769878,-15.2699434851,-102.7331523641,,,,,
,,,,,,,,,,,,,,,,
-0.2647,-0.2577,0.8947,-0.2127,0.7193,0.3344,-4.0338,1.3475,-8.715,-16.0691399533,-15.5064807277,-102.3196767947,,,,,
,,,,,,,,,,,,,,,,
-0.2557,-0.2611,0.9024,-0.2127,0.7193,0.3344,-3.185,0.77,-9.2225,-16.1370891657,-15.3521820939,-102.4711455571,,,,,
,,,,,,,,,,,,,,,,
-0.2439,-0.2664,0.8994,-0.2156,0.7182,0.339,-3.1763,1.015,-9.4762,-16.4983175258,-14.9669624713,-102.7905678581,,,,,
,,,,,,,,,,,,,,,,
-0.2564,-0.2614,0.9028,-0.2156,0.7182,0.339,-2.9575,1.2687,-9.45,-16.1488475055,-15.0901089521,-102.571841736,,,,,
,,,,,,,,,,,,,,,,
-0.2655,-0.2564,0.9013,-0.2122,0.7182,0.3276,-3.0538,0.4462,-9.6425,-15.8805076965,-15.5334397985,-102.4175681603,,,,,
,,,,,,,,,,,,,,,,
-0.2585,-0.2648,0.8971,-0.2144,0.72,0.3343,-3.9375,0.8138,-9.1875,-16.4438857048,-15.4875629408,-102.6020847188,,,,,
,,,,,,,,,,,,,,,,
-0.2596,-0.2627,0.9022,-0.2144,0.72,0.3343,-4.2175,1.33,-9.1437,-16.2348377239,-15.4700237679,-102.5566226124,,,,,
,,,,,,,,,,,,,,,,
-0.2706,-0.2558,0.8998,-0.2143,0.7188,0.3332,-4.1213,1.6187,-9.5025,-15.8705239967,-15.6524458683,-102.3562535011,,,,,
,,,,,,,,,,,,,,,,
-0.262,-0.2592,0.8996,-0.2143,0.7188,0.3332,-4.1475,1.4612,-9.8262,-16.0727053143,-15.6462054382,-102.5096514803,,,,,
,,,,,,,,,,,,,,,,
-0.254,-0.2653,0.9001,-0.2137,0.7198,0.3375,-3.4825,1.3387,-9.8612,-16.421808495,-15.4474066121,-102.5447706178,,,,,
,,,,,,,,,,,,,,,,
-0.2559,-0.2607,0.8989,-0.2137,0.7176,0.3357,-3.7888,1.4088,-9.1612,-16.1738522345,-15.3897160523,-102.5206912222,,,,,
,,,,,,,,,,,,,,,,
-0.2641,-0.2607,0.8987,-0.2137,0.7176,0.3357,-4.4363,1.1112,-8.4437,-16.1766805688,-15.5641338313,-102.4213969731,,,,,
,,,,,,,,,,,,,,,,
-0.2514,-0.2649,0.9041,-0.2148,0.7188,0.3354,-4.2788,1.3737,-9.0913,-16.3301516407,-15.3247281029,-102.6965867003,,,,,
,,,,,,,,,,,,,,,,
-0.2583,-0.2617,0.9001,-0.2148,0.7188,0.3354,-3.5263,0.9538,-9.555,-16.2118249003,-15.3662106318,-102.5738099244,,,,,
,,,,,,,,,,,,,,,,
-0.2644,-0.2594,0.8992,-0.2146,0.7185,0.332,-3.1063,0.8663,-10.7187,-16.0919992965,-15.5837277042,-102.534029242,,,,,
,,,,,,,,,,,,,,,,
-0.2644,-0.2608,0.9012,-0.2146,0.7173,0.3341,-3.045,1.1025,-9.7475,-16.139905133,-15.6570979121,-102.5170498807,,,,,
,,,,,,,,,,,,,,,,
-0.2597,-0.2652,0.8993,-0.2146,0.7173,0.3341,-3.2375,0.5425,-9.66,-16.4299060063,-15.5533470012,-102.6360679338,,,,,
,,,,,,,,,,,,,,,,
-0.2621,-0.2589,0.9012,-0.2167,0.7168,0.3345,-3.3513,1.0237,-9.695,-16.0294211591,-15.5848407057,-102.6552806183,,,,,
,,,,,,,,,,,,,,,,
-0.2593,-0.2625,0.9005,-0.2167,0.7168,0.3345,-3.08,0.9887,-9.6075,-16.2511386127,-15.518722627,-102.7396930312,,,,,
,,,,,,,,,,,,,,,,
-0.2558,-0.2647,0.8982,-0.2141,0.719,0.3353,-2.905,0.5425,-9.4587,-16.4198810344,-15.3766713851,-102.5994814131,,,,,
,,,,,,,,,,,,,,,,
-0.2611,-0.2627,0.898,-0.2129,0.7186,0.337,-3.0625,1.1725,-9.3013,-16.306518064,-15.4741972734,-102.3943025647,,,,,
,,,,,,,,,,,,,,,,
-0.2622,-0.2594,0.902,-0.2129,0.7186,0.337,-3.115,0.9363,-9.52,-16.0449503462,-15.5433407072,-102.3321261174,,,,,
,,,,,,,,,,,,,,,,
-0.2546,-0.2648,0.9029,-0.2138,0.7182,0.335,-3.3863,0.98,-9.9663,-16.3445156752,-15.3402637332,-102.6056898305,,,,,
,,,,,,,,,,,,,,,,
-0.2622,-0.2638,0.9005,-0.2138,0.7182,0.335,-4.0163,1.19,-10.0537,-16.3278983713,-15.4616261756,-102.5037669538,,,,,
,,,,,,,,,,,,,,,,
-0.2626,-0.2587,0.9043,-0.2147,0.7198,0.3358,-4.2525,1.3912,-9.2925,-15.9654838863,-15.5135797221,-102.4524160751,,,,,
,,,,,,,,,,,,,,,,
-0.2596,-0.2601,0.9015,-0.2127,0.719,0.3318,-3.5788,1.2775,-8.9862,-16.0935653794,-15.4935072946,-102.4717006545,,,,,
,,,,,,,,,,,,,,,,
-0.2542,-0.2623,0.8982,-0.2127,0.719,0.3318,-3.43,0.7788,-9.8787,-16.2788788877,-15.3313796593,-102.5678091634,,,,,
,,,,,,,,,,,,,,,,
-0.2649,-0.2583,0.9,-0.213,0.7184,0.3352,-3.6837,0.9363,-9.4237,-16.0140941166,-15.5710625066,-102.3334638195,,,,,
,,,,,,,,,,,,,,,,
-0.2605,-0.2613,0.9004,-0.213,0.7184,0.3352,-3.5525,0.8663,-9.4062,-16.1825674943,-15.5482394965,-102.4287791442,,,,,
,,,,,,,,,,,,,,,,
-0.2608,-0.2613,0.9009,-0.2145,0.721,0.3398,-4.1563,1.2512,-9.52,-16.1744657519,-15.5436547429,-102.398848402,,,,,
,,,,,,,,,,,,,,,,
-0.2587,-0.2596,0.8998,-0.2145,0.721,0.3367,-3.465,0.8663,-9.975,-16.09349136,-15.4898789307,-102.4696811028,,,,,
,,,,,,,,,,,,,,,,
-0.2606,-0.2601,0.9001,-0.2153,0.7194,0.3367,-3.43,0.5862,-9.5637,-16.1175402122,-15.5212976772,-102.5224411027,,,,,
,,,,,,,,,,,,,,,,
-0.2592,-0.2624,0.8989,-0.2143,0.7178,0.334,-3.1412,0.7788,-9.6162,-16.2728159574,-15.4942661377,-102.5804855939,,,,,
,,,,,,,,,,,,,,,,
-0.2588,-0.2616,0.9006,-0.2143,0.7178,0.334,-3.4125,1.085,-9.4062,-16.1973305636,-15.4622894553,-102.5731646119,,,,,
,,,,,,,,,,,,,,,,
-0.2591,-0.2628,0.9058,-0.2167,0.7178,0.3321,-3.85,1.54,-9.8962,-16.1790861567,-15.4305335181,-102.786253599,,,,,
,,,,,,,,,,,,,,,,
-0.2605,-0.2636,0.8998,-0.2167,0.7178,0.3321,-3.1937,1.4262,-9.9575,-16.3278116221,-15.4656189807,-102.7848198418,,,,,
,,,,,,,,,,,,,,,,
-0.2609,-0.2603,0.9008,-0.2127,0.7178,0.34,-3.3425,1.015,-9.905,-16.1179494444,-15.5069902543,-102.2892245086,,,,,
,,,,,,,,,,,,,,,,
-0.2655,-0.2622,0.8976,-0.214,0.7174,0.3343,-3.745,1.365,-9.4937,-16.2833487302,-15.6401090128,-102.4799795202,,,,,
,,,,,,,,,,,,,,,,
-0.2622,-0.2615,0.9013,-0.214,0.7174,0.3343,-3.0275,1.085,-9.52,-16.1796119083,-15.6256920148,-102.5075615271,,,,,
,,,,,,,,,,,,,,,,
-0.2567,-0.2614,0.9025,-0.2117,0.7182,0.3345,-3.0188,0.5075,-9.7125,-16.1531862527,-15.4191128556,-102.4046632956,,,,,
,,,,,,,,,,,,,,,,
-0.2589,-0.263,0.9046,-0.2117,0.7182,0.3345,-3.115,0.9975,-8.7762,-16.2109282658,-15.3929990613,-102.3991108559,,,,,
,,,,,,,,,,,,,,,,
-0.2585,-0.2618,0.8998,-2,0.9005,-0.2138,0.7193,0.3339,-3.4038,-16.2225153365,-15.4107275288,-158.5024486875,,,,,
