Hour,Minute,Second,IR1,Blinks
16,17,39.566,8135.0,0,0
16,17,39.582,8135.0,0,0
16,17,39.598,8129.0,0,0
16,17,39.613,8134.0,0,0
16,17,39.629,8149.0,0,0
16,17,39.644,8149.0,0,0
16,17,39.66,8122.0,0,0
16,17,39.676,8142.0,0,0
16,17,39.691,8127.0,0,0
16,17,39.707,8127.0,0,0
16,17,39.722,8133.0,0,0
16,17,39.738,8129.0,0,0
16,17,39.754,8139.0,0,0
16,17,39.769,8139.0,0,0
16,17,39.785,8136.0,0,0
16,17,39.8,8138.0,0,0
16,17,39.816,8136.0,0,0
16,17,39.832,8136.0,0,0
16,17,39.847,8144.0,0,0
16,17,39.863,8130.0,0,0
16,17,39.878,8133.0,0,0
16,17,39.894,8133.0,0,0
16,17,39.91,8140.0,0,0
16,17,39.925,8140.0,0,0
16,17,39.941,8140.0,0,0
16,17,39.956,8140.0,0,0
16,17,39.972,8142.0,0,0
16,17,39.988,8125.0,0,0
16,17,40.003,8144.0,0,0
16,17,40.019,8144.0,0,0
16,17,40.034,8133.0,0,0
16,17,40.05,8135.0,0,0
16,17,40.066,8121.0,0,0
16,17,40.081,8121.0,0,0
16,17,40.097,8133.0,0,0
16,17,40.112,8132.0,0,0
16,17,40.128,8138.0,0,0
16,17,40.144,8138.0,0,0
16,17,40.159,8128.0,0,0
16,17,40.175,8134.0,0,0
16,17,40.19,8123.0,0,0
16,17,40.206,8123.0,0,0
16,17,40.222,8131.0,0,0
16,17,40.237,8132.0,0,0
16,17,40.253,8125.0,0,0
16,17,40.268,8125.0,0,0
16,17,40.284,8133.0,0,0
16,17,40.3,8141.0,0,0
16,17,40.315,8154.0,0,0
16,17,40.331,8154.0,0,0
16,17,40.346,8132.0,0,0
16,17,40.362,8140.0,0,0
16,17,40.378,8124.0,0,0
16,17,40.393,8124.0,0,0
16,17,40.409,8125.0,0,0
16,17,40.424,8140.0,0,0
16,17,40.44,8147.0,0,0
16,17,40.456,8147.0,0,0
16,17,40.471,8136.0,0,0
16,17,40.487,8134.0,0,0
16,17,40.502,8143.0,0,0
16,17,40.518,8143.0,0,0
16,17,40.534,8130.0,0,0
16,17,40.549,8134.0,0,0
16,17,40.565,8134.0,0,0
16,17,40.58,8134.0,0,0
16,17,40.596,8122.0,0,0
16,17,40.612,8126.0,0,0
16,17,40.627,8140.0,0,0
16,17,40.643,8140.0,0,0
16,17,40.658,8121.0,0,0
16,17,40.674,8131.0,0,0
16,17,40.69,8139.0,0,0
16,17,40.705,8139.0,0,0
16,17,40.721,8126.0,0,0
16,17,40.736,8140.0,0,0
16,17,40.752,8133.0,0,0
16,17,40.768,8133.0,0,0
16,17,40.783,8129.0,0,0
16,17,40.799,8129.0,0,0
16,17,40.814,8138.0,0,0
16,17,40.83,8138.0,0,0
16,17,40.846,8138.0,0,0
16,17,40.861,8138.0,0,0
16,17,40.877,8142.0,0,0
16,17,40.892,8142.0,0,0
16,17,40.908,8129.0,0,0
16,17,40.924,8125.0,0,0
16,17,40.939,8130.0,0,0
16,17,40.955,8130.0,0,0
16,17,40.97,8114.0,0,0
16,17,40.986,8130.0,0,0
16,17,41.002,8147.0,0,0
16,17,41.017,8147.0,0,0
16,17,41.033,8123.0,0,0
16,17,41.048,8147.0,0,0
16,17,41.064,8141.0,0,0
16,17,41.08,8141.0,0,0
16,17,41.096,8134.0,0,0
16,17,41.112,8142.0,0,0
16,17,41.127,8144.0,0,0
16,17,41.143,8144.0,0,0
16,17,41.159,8152.0,0,0
16,17,41.174,8132.0,0,0
16,17,41.19,8122.0,0,0
16,17,41.205,8122.0,0,0
16,17,41.221,8141.0,0,0
16,17,41.237,8132.0,0,0
16,17,41.252,8142.0,0,0
16,17,41.268,8142.0,0,0
16,17,41.283,8138.0,0,0
16,17,41.299,8147.0,0,0
16,17,41.315,8118.0,0,0
16,17,41.33,8118.0,0,0
16,17,41.346,8160.0,0,0
16,17,41.361,8130.0,0,0
16,17,41.377,8143.0,0,0
16,17,41.393,8143.0,0,0
16,17,41.408,8138.0,0,0
16,17,41.424,8126.0,0,0
16,17,41.439,8126.0,0,0
16,17,41.455,8126.0,0,0
16,17,41.471,8151.0,0,0
16,17,41.486,8118.0,0,0
16,17,41.502,8145.0,0,0
16,17,41.517,8145.0,0,0
16,17,41.533,8138.0,0,0
16,17,41.549,8138.0,0,0
16,17,41.564,8142.0,0,0
16,17,41.58,8142.0,0,0
16,17,41.595,8139.0,0,0
16,17,41.611,8157.0,0,0
16,17,41.627,8133.0,0,0
16,17,41.642,8133.0,0,0
16,17,41.658,8147.0,0,0
16,17,41.673,8143.0,0,0
16,17,41.689,8133.0,0,0
16,17,41.705,8133.0,0,0
16,17,41.72,8126.0,0,0
16,17,41.736,8128.0,0,0
16,17,41.751,8141.0,0,0
16,17,41.767,8142.0,0,0
16,17,41.783,8148.0,0,0
16,17,41.798,8155.0,0,0
16,17,41.814,8134.0,0,0
16,17,41.829,8135.0,0,0
16,17,41.845,8140.0,0,0
16,17,41.861,8125.0,0,0
16,17,41.876,8149.0,0,0
16,17,41.892,8150.0,0,0
16,17,41.907,8154.0,0,0
16,17,41.923,8133.0,0,0
16,17,41.939,8136.0,0,0
16,17,41.954,8136.0,0,0
16,17,41.97,8138.0,0,0
16,17,41.985,8140.0,0,0
16,17,42.001,8131.0,0,0
16,17,42.017,8134.0,0,0
16,17,42.032,8146.0,0,0
16,17,42.048,8141.0,0,0
16,17,42.063,8131.0,0,0
16,17,42.079,8133.0,0,0
16,17,42.095,8142.0,0,0
16,17,42.11,8127.0,0,0
16,17,42.126,8133.0,0,0
16,17,42.141,8137.0,0,0
16,17,42.157,8152.0,0,0
16,17,42.173,8128.0,0,0
16,17,42.188,8145.0,0,0
16,17,42.204,8142.0,0,0
16,17,42.219,8134.0,0,0
16,17,42.235,8150.0,0,0
16,17,42.251,8126.0,0,0
16,17,42.266,8131.0,0,0
16,17,42.282,8149.0,0,0
16,17,42.297,8149.0,0,0
16,17,42.313,8136.0,0,0
16,17,42.329,8137.0,0,0
16,17,42.344,8143.0,0,0
16,17,42.36,8135.0,0,0
16,17,42.375,8139.0,0,0
