AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Time(s)
-0.1444,0.9578,0.1857,-0.2918,0.0523,-0.0767,-2.52,0.9538,-14.14,0,0,0,1.6203009208547643
-0.1387,0.9306,0.1806,-0.2894,0.0525,-0.078,-2.9663,1.1638,-14.105,0,0,0,1.632323810743978
-0.1449,0.9539,0.182,-0.2894,0.0525,-0.078,-3.0538,0.945,-14.2537,0,0,0,1.6445070247072493
-0.1434,0.9564,0.179,-0.2907,0.0525,-0.0778,-2.66,0.63,-13.7287,0,0,0,1.6566141466706918
-0.143,0.9571,0.1839,-0.2906,0.0509,-0.0738,-2.1875,0.6038,-14.07,0,0,0,1.66881647211299
-0.1469,0.9553,0.1798,-0.2906,0.0509,-0.0738,-2.905,1.015,-13.9912,0,0,0,1.6809703110251644
-0.1415,0.9562,0.1794,-0.29,0.0533,-0.0787,-2.9313,1.1638,-14.6737,0,0,0,1.693156356318662
-0.1474,0.9564,0.1804,-0.29,0.0533,-0.0787,-2.7213,1.0062,-14.3675,0,0,0,1.705380978486491
-0.1421,0.9557,0.1794,-0.2926,0.0523,-0.0887,-2.9925,0.6913,-14.1662,0,0,0,1.7174888082824902
-0.1419,0.9575,0.178,-0.2918,0.0526,-0.073,-3.1238,0.77,-14.105,0,0,0,1.7296047781528896
-0.1451,0.9561,0.1804,-0.2918,0.0526,-0.073,-2.8263,0.6825,-14.1662,0,0,0,1.739137513108174
-0.1442,0.9573,0.1838,-0.291,0.0511,-0.0782,-2.9663,1.4088,-14.4287,0,0,0,1.7512092434437894
-0.1465,0.9571,0.1813,-0.291,0.0511,-0.0782,-2.5988,1.2425,-14.4025,0,0,0,1.7633797164210427
-0.1457,0.9551,0.1822,-0.2911,0.0539,-0.0816,-3.2113,1.4787,-14.5425,0,0,0,1.775805363034931
-0.1443,0.9556,0.1795,-0.2894,0.053,-0.0803,-3.4213,1.2075,-14.7175,0,0,0,1.7876569574454606
-0.1459,0.9567,0.1823,-0.2894,0.053,-0.0803,-2.8,1.2163,-14.1138,0,0,0,1.799845480152906
-0.144,0.9577,0.1842,-0.2892,0.0522,-0.0778,-2.9225,1.0587,-14.4025,0,0,0,1.812019492292942
-0.1454,0.9552,0.1792,-0.2892,0.0522,-0.0778,-2.485,1.0937,-14.21,0,0,0,1.824197043595761
-0.1451,0.956,0.1816,-0.2917,0.0549,-0.0808,-2.7125,1.2512,-14.6737,0,0,0,1.8363452198474832
