AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw
-0.2933,-0.1725,0.9108,-0.1594,0.746,0.3314,-3.3863,1.0587,-10.6925,0,0,0
-0.2905,-0.1682,0.8725,-0.1609,0.7474,0.3327,-3.3688,1.3125,-10.5437,0,0,0
-0.2952,-0.1735,0.9143,-0.1609,0.7474,0.3327,-3.5963,1.3475,-10.5437,0,0,0
-0.2929,-0.1773,0.9148,-0.161,0.7453,0.335,-3.4475,1.155,-10.57,0,0,0
-0.2935,-0.1746,0.9142,-0.1594,0.7471,0.3301,-3.64,1.1112,-10.9025,0,0,0
-0.2964,-0.1738,0.9128,-0.1594,0.7471,0.3301,-3.7888,1.855,-10.0537,0,0,0
-0.2964,-0.1753,0.9107,-0.1604,0.743,0.3334,-3.2288,1.5662,-10.3162,0,0,0
-0.2952,-0.1726,0.9101,-0.1604,0.743,0.3334,-3.7275,1.0937,-10.1763,0,0,0
-0.2949,-0.1748,0.9148,-0.1594,0.7478,0.3331,-3.0713,1.3212,-10.5612,0,0,0
-0.2959,-0.1754,0.9118,-0.1594,0.7478,0.3331,-3.2987,1.61,-10.3337,0,0,0
-0.2974,-0.1737,0.9118,-0.1593,0.7466,0.3286,-3.1412,0.9713,-10.1325,0,0,0
-0.2911,-0.1753,0.9102,-0.1583,0.7469,0.3354,-3.3425,1.2337,-10.2025,0,0,0
-0.2931,-0.1754,0.9163,-0.1583,0.7469,0.3354,-3.465,1.6362,-10.2987,0,0,0
-0.2945,-0.1745,0.9126,-0.1601,0.7459,0.3328,-3.29,1.54,-10.78,0,0,0
-0.2965,-0.1775,0.9085,-0.1601,0.7459,0.3328,-3.0538,0.9625,-10.6138,0,0,0
-0.2977,-0.1734,0.912,-0.1588,0.7466,0.334,-3.64,1.3475,-10.1325,0,0,0
-0.2932,-0.1738,0.9134,-0.1596,0.7443,0.3318,-3.6138,0.8487,-10.01,0,0,0
-0.2954,-0.1748,0.9177,-0.1596,0.7443,0.3318,-2.7475,0.6913,-11.165,0,0,0
-0.2935,-0.174,0.9132,-0.1575,0.7461,0.3329,-2.345,1.1638,-10.9987,0,0,0
-0.2923,-0.1742,0.9129,-0.1575,0.7461,0.3329,-2.905,0.7788,-10.4387,0,0,0
-0.2955,-0.1749,0.9129,-0.1611,0.747,0.3359,-3.0713,0.9713,-10.64,0,0,0
-0.2919,-0.1742,0.9162,-0.158,0.7456,0.3319,-3.3513,1.2425,-10.5437,0,0,0
-0.2951,-0.1745,0.9101,-0.158,0.7456,0.3319,-3.1937,0.9713,-10.2287,0,0,0
-0.2949,-0.1745,0.9149,-0.159,0.7446,0.3326,-2.9838,1.0587,-10.5525,0,0,0
-0.2957,-0.1737,0.9142,-0.159,0.7446,0.3326,-3.64,1.4525,-10.1937,0,0,0
-0.2943,-0.1745,0.9128,-0.1588,0.7473,0.3418,-3.465,1.365,-10.4737,0,0,0
-0.2952,-0.1765,0.9103,-0.1617,0.7461,0.333,-3.325,1.3475,-10.6312,0,0,0
-0.2932,-0.1721,0.9151,-0.1617,0.7461,0.333,-2.4588,0.8575,-10.5612,0,0,0
-0.2928,-0.1727,0.9133,-0.1611,0.748,0.3321,-3.3513,0.875,-10.36,0,0,0
-0.294,-0.1763,0.9099,-0.1611,0.748,0.3321,-3.5088,1.3912,-10.3775,0,0,0
-0.2936,-0.1749,0.9162,-0.1586,0.7482,0.3293,-3.2987,1.645,-10.29,0,0,0
-0.2952,-0.1759,0.9111,-0.159,0.7458,0.3323,-3.3688,1.7325,-10.1763,0,0,0
-0.2944,-0.1751,0.9066,-0.159,0.7458,0.3323,-3.5,1.435,-10.7012,0,0,0
-0.2924,-0.1742,0.9097,-0.1607,0.7458,0.3337,-3.4563,1.0412,-10.4562,0,0,0
-0.2944,-0.1726,0.9184,-0.1607,0.7458,0.3337,-2.8612,0.8487,-10.3863,0,0,0
-0.2921,-0.1746,0.9128,-0.1601,0.7462,0.3254,-2.8263,1.26,-10.605,0,0,0
-0.2942,-0.1746,0.9108,-0.1615,0.7456,0.3328,-3.885,0.6475,-10.78,0,0,0
-0.2951,-0.1721,0.9132,-0.1615,0.7456,0.3328,-3.9725,1.2425,-10.745,0,0,0
-0.295,-0.1734,0.9158,-0.1579,0.7474,0.3322,-3.8937,1.6187,-10.2725,0,0,0
-0.294,-0.1768,0.9124,-0.1579,0.7474,0.3322,-4.1213,1.8375,-9.5987,0,0,0
-0.296,-0.1756,0.9114,-0.1607,0.7474,0.3293,-3.7275,1.3562,-10.2462,0,0,0
-0.296,-0.1741,0.9122,-0.1599,0.745,0.3326,-3.2638,0.7788,-10.7187,0,0,0
-0.2915,-0.1745,0.9154,-0.1599,0.745,0.3326,-4.305,1.3825,-9.5725,0,0,0
-0.2921,-0.1743,0.9127,-0.1599,0.7454,0.3334,-3.8063,1.1287,-10.115,0,0,0
-0.2959,-0.1746,0.911,-0.1599,0.7454,0.3334,-3.0188,0.9187,-10.7362,0,0,0
-0.2974,-0.1735,0.9127,-0.1604,0.7466,0.3294,-3.9988,0.9975,-10.535,0,0,0
-0.2936,-0.1749,0.9116,-0.1597,0.7467,0.3308,-3.675,1.3212,-10.2025,0,0,0
-0.2938,-0.1734,0.9123,-0.1597,0.7467,0.3308,-3.5875,1.8375,-10.0362,0,0,0
-0.295,-0.1746,0.9156,-0.1594,0.7466,0.3333,-3.1588,1.5837,-10.5612,0,0,0
-0.2915,-0.1754,0.9123,-0.1594,0.7466,0.3333,-3.6663,1.1025,-9.9925,0,0,0
-0.2919,-0.1738,0.9091,-0.1609,0.7463,0.3301,-3.7713,1.3212,-10.3162,0,0,0
-0.2949,-0.1736,0.9103,-0.1586,0.7442,0.333,-3.2638,1.2425,-10.29,0,0,0
-0.2956,-0.1759,0.9106,-0.1586,0.7442,0.333,-3.9463,1.1462,-10.885,0,0,0
-0.2955,-0.1746,0.9066,-0.1611,0.7463,0.3338,-3.6925,1.5925,-10.5525,0,0,0
-0.2951,-0.1739,0.9149,-0.1611,0.7463,0.3338,-3.4738,0.9538,-10.4387,0,0,0
-0.2954,-0.1748,0.9132,-0.1594,0.7471,0.3324,-3.8413,0.8312,-10.15,0,0,0
-0.2943,-0.1746,0.9158,-0.1597,0.7468,0.333,-3.22,1.015,-10.6487,0,0,0
-0.2939,-0.1737,0.9138,-0.1597,0.7468,0.333,-3.1675,1.435,-10.5175,0,0,0
-0.2955,-0.1732,0.9112,-0.1612,0.7468,0.3336,-3.0975,1.0325,-10.4912,0,0,0
-0.2944,-0.1741,0.9071,-0.1612,0.7468,0.3336,-3.7975,1.0587,-9.94,0,0,0
-0.2929,-0.1737,0.9171,-0.1597,0.7458,0.3316,-3.2113,1.5837,-10.8937,0,0,0
-0.2919,-0.1734,0.9141,-0.1594,0.7454,0.3322,-2.695,1.7937,-11.0337,0,0,0
-0.2959,-0.1731,0.9129,-0.1594,0.7454,0.3322,-3.4738,1.3912,-9.8612,0,0,0
-0.2926,-0.1726,0.9121,-0.1599,0.7453,0.3331,-3.815,0.9625,-10.185,0,0,0
-0.2927,-0.1738,0.9119,-0.1599,0.7453,0.3331,-3.3338,1.0062,-10.4562,0,0,0
-0.2955,-0.1762,0.9134,-0.1604,0.746,0.3332,-3.1412,1.225,-9.9575,0,0,0
-0.2952,-0.1729,0.9115,-0.1599,0.7463,0.3337,-2.5463,0.7962,-10.5875,0,0,0
-0.2933,-0.1734,0.9092,-0.1599,0.7463,0.3337,-2.7475,1.2337,-10.2287,0,0,0
-0.2968,-0.1745,0.9151,-0.161,0.746,0.3337,-3.4475,1.2337,-10.5875,0,0,0
-0.2937,-0.1721,0.9148,-0.161,0.746,0.3337,-3.8588,1.085,-9.8525,0,0,0
-0.2941,-0.1746,0.9173,-0.1606,0.7474,0.3376,-3.2025,0.875,-10.6138,0,0,0
-0.2943,-0.1755,0.9106,-0.1597,0.7473,0.3322,-3.3075,1.2337,-10.1062,0,0,0
-0.2959,-0.1726,0.9124,-0.1597,0.7473,0.3322,-2.9575,1.2075,-10.01,0,0,0
-0.2938,-0.1729,0.9152,-0.1586,0.7467,0.3311,-3.605,1.5925,-10.3775,0,0,0
-0.2916,-0.1741,0.9091,-0.1586,0.7467,0.3311,-3.2288,1.3825,-10.78,0,0,0
-0.2943,-0.1745,0.9126,-0.1581,0.746,0.3363,-3.4213,1.1812,-10.57,0,0,0
-0.2968,-0.1745,0.91,-0.1601,0.7472,0.3341,-3.325,1.2775,-10.8062,0,0,0
-0.2935,-0.1749,0.9094,-0.1601,0.7472,0.3341,-3.43,1.1025,-10.605,0,0,0
-0.2946,-0.1724,0.9141,-0.1615,0.7458,0.3333,-3.3688,1.2425,-10.535,0,0,0
-0.2918,-0.1746,0.9086,-0.1615,0.7458,0.3333,-2.7475,0.9713,-10.4212,0,0,0
-0.2942,-0.1742,0.9118,-0.1591,0.7462,0.337,-3.1937,0.5862,-10.08,0,0,0
