Hour,Minute,Second,IR1,Blinks
20,17,57.651,46286.0,0,0
20,17,57.656,46259.0,0,0
20,17,57.666,46277.0,0,0
20,17,57.676,46284.0,0,0
20,17,57.681,46290.0,0,0
20,17,57.686,46251.0,0,0
20,17,57.696,46280.0,0,0
20,17,57.706,46280.0,0,0
20,17,57.711,46289.0,0,0
20,17,57.721,46267.0,0,0
20,17,57.726,46265.0,0,0
20,17,57.736,46265.0,0,0
20,17,57.746,46287.0,0,0
20,17,57.751,46289.0,0,0
20,17,57.761,46264.0,0,0
20,17,57.766,46264.0,0,0
20,17,57.776,46279.0,0,0
20,17,57.786,46290.0,0,0
20,17,57.791,46276.0,0,0
20,17,57.801,46276.0,0,0
20,17,57.811,46517.0,0,0
20,17,57.816,46275.0,0,0
20,17,57.826,46287.0,0,0
20,17,57.831,46287.0,0,0
20,17,57.841,46276.0,0,0
20,17,57.846,46266.0,0,0
20,17,57.856,46286.0,0,0
20,17,57.866,46287.0,0,0
20,17,57.871,46290.0,0,0
20,17,57.886,46265.0,0,0
20,17,57.896,46516.0,0,0
20,17,57.906,46456.0,0,0
20,17,57.911,46277.0,0,0
20,17,57.916,46277.0,0,0
20,17,57.926,46517.0,0,0
20,17,57.931,46390.0,0,0
20,17,57.936,46263.0,0,0
20,17,57.946,46276.0,0,0
20,17,57.951,46523.0,0,0
20,17,57.961,46390.0,0,0
20,17,57.966,46258.0,0,0
20,17,57.976,46263.0,0,0
20,17,57.986,46290.0,0,0
20,17,57.996,46287.0,0,0
20,17,58.001,46286.0,0,0
20,17,58.011,46245.0,0,0
20,17,58.016,46283.0,0,0
20,17,58.021,46293.0,0,0
20,17,58.031,46297.0,0,0
20,17,58.041,46483.0,0,0
20,17,58.046,46262.0,0,0
20,17,58.056,46290.0,0,0
20,17,58.061,46290.0,0,0
20,17,58.071,46271.0,0,0
20,17,58.076,46269.0,0,0
20,17,58.086,46280.0,0,0
20,17,58.096,46280.0,0,0
20,17,58.106,46285.0,0,0
20,17,58.116,46269.0,0,0
20,17,58.121,46274.0,0,0
20,17,58.126,46274.0,0,0
20,17,58.136,46513.0,0,0
20,17,58.146,46279.0,0,0
20,17,58.151,46513.0,0,0
20,17,58.161,46513.0,0,0
20,17,58.171,46280.0,0,0
20,17,58.176,46271.0,0,0
20,17,58.186,46287.0,0,0
20,17,58.191,46287.0,0,0
20,17,58.201,46284.0,0,0
20,17,58.206,46280.0,0,0
20,17,58.216,46281.0,0,0
20,17,58.221,46281.0,0,0
20,17,58.231,46283.0,0,0
20,17,58.241,46512.0,0,0
20,17,58.246,46499.0,0,0
20,17,58.256,46505.0,0,0
20,17,58.261,46523.0,0,0
