Hour,Minute,Second,IR1,Blinks
16,12,24.56,28538.0,0,0
16,12,24.622,28538.0,0,0
16,12,24.669,28504.0,0,0
16,12,24.716,28537.0,0,0
16,12,24.762,28544.0,0,0
16,12,24.809,28544.0,0,0
16,12,24.856,28517.0,0,0
16,12,24.903,28565.0,0,0
16,12,24.95,28598.0,0,0
16,12,24.996,28598.0,0,0
16,12,25.059,28565.0,0,0
16,12,25.106,28563.0,0,0
16,12,25.152,28601.0,0,0
16,12,25.199,28601.0,0,0
16,12,25.246,28590.0,0,0
16,12,25.293,28576.0,0,0
16,12,25.34,28584.0,0,0
16,12,25.386,28584.0,0,0
16,12,25.433,28552.0,0,0
16,12,25.48,28530.0,0,0
16,12,25.527,28546.0,0,0
16,12,25.574,28546.0,0,0
16,12,25.62,28570.0,0,0
16,12,25.667,28529.0,0,0
16,12,25.714,28558.0,0,0
16,12,25.761,28558.0,0,0
16,12,25.808,28570.0,0,0
16,12,25.854,28535.0,0,0
16,12,25.901,28547.0,0,0
16,12,25.964,28550.0,0,0
16,12,26.01,28562.0,0,0
16,12,26.073,28592.0,0,0
16,12,26.12,28576.0,0,0
16,12,26.166,28577.0,0,0
16,12,26.213,28581.0,0,0
16,12,26.26,28562.0,0,0
16,12,26.307,28552.0,0,0
16,12,26.354,28544.0,0,0
16,12,26.4,28522.0,0,0
16,12,26.463,28543.0,0,0
16,12,26.51,28541.0,0,0
16,12,26.556,28543.0,0,0
16,12,26.603,28551.0,0,0
16,12,26.65,28561.0,0,0
16,12,26.697,28566.0,0,0
16,12,26.744,28553.0,0,0
16,12,26.79,28540.0,0,0
16,12,26.837,28546.0,0,0
16,12,26.884,28561.0,0,0
16,12,26.931,28585.0,0,0
16,12,26.978,28609.0,0,0
16,12,27.024,28582.0,0,0
16,12,27.071,28574.0,0,0
16,12,27.118,28570.0,0,0
16,12,27.165,28566.0,0,0
16,12,27.212,28550.0,0,0
16,12,27.258,28522.0,0,0
16,12,27.305,28546.0,0,0
16,12,27.352,28554.0,0,0
16,12,27.399,28542.0,0,0
16,12,27.446,28529.0,0,0
16,12,27.492,28553.0,0,0
16,12,27.539,28561.0,0,0
16,12,27.586,28583.0,0,0
16,12,27.633,28550.0,0,0
16,12,27.68,28547.0,0,0
16,12,27.726,28547.0,0,0
16,12,27.773,28582.0,0,0
16,12,27.82,28574.0,0,0
16,12,27.867,28571.0,0,0
16,12,27.914,28571.0,0,0
16,12,27.96,28569.0,0,0
16,12,28.007,28569.0,0,0
16,12,28.085,28573.0,0,0
16,12,28.132,28573.0,0,0
16,12,28.179,28563.0,0,0
16,12,28.226,28584.0,0,0
16,12,28.272,28557.0,0,0
16,12,28.319,28557.0,0,0
16,12,28.366,28550.0,0,0
16,12,28.413,28546.0,0,0
16,12,28.475,28525.0,0,0
16,12,28.522,28525.0,0,0
16,12,28.569,28548.0,0,0
16,12,28.616,28571.0,0,0
16,12,28.662,28597.0,0,0
16,12,28.709,28597.0,0,0
