Hour,Minute,Second,IR1,Blinks
16,18,30.231,8135.0,0,0
16,18,30.247,8147.0,0,0
16,18,30.262,8133.0,0,0
16,18,30.278,8131.0,0,0
16,18,30.293,8128.0,0,0
16,18,30.309,8118.0,0,0
16,18,30.325,8120.0,0,0
16,18,30.34,8121.0,0,0
16,18,30.356,8126.0,0,0
16,18,30.371,8133.0,0,0
16,18,30.387,8131.0,0,0
16,18,30.403,8132.0,0,0
16,18,30.418,8138.0,0,0
16,18,30.434,8125.0,0,0
16,18,30.449,8138.0,0,0
16,18,30.465,8136.0,0,0
16,18,30.481,8133.0,0,0
16,18,30.496,8132.0,0,0
16,18,30.512,8124.0,0,0
16,18,30.527,8127.0,0,0
16,18,30.543,8137.0,0,0
16,18,30.559,8120.0,0,0
16,18,30.574,8145.0,0,0
16,18,30.59,8141.0,0,0
16,18,30.605,8129.0,0,0
16,18,30.621,8120.0,0,0
16,18,30.637,8133.0,0,0
16,18,30.652,8134.0,0,0
16,18,30.668,8140.0,0,0
16,18,30.683,8133.0,0,0
16,18,30.699,8120.0,0,0
16,18,30.715,8128.0,0,0
16,18,30.73,8152.0,0,0
16,18,30.746,8132.0,0,0
16,18,30.761,8124.0,0,0
16,18,30.777,8122.0,0,0
16,18,30.793,8119.0,0,0
16,18,30.808,8132.0,0,0
16,18,30.824,8128.0,0,0
16,18,30.839,8130.0,0,0
16,18,30.855,8136.0,0,0
16,18,30.871,8138.0,0,0
16,18,30.886,8140.0,0,0
16,18,30.902,8139.0,0,0
16,18,30.917,8136.0,0,0
16,18,30.933,8130.0,0,0
16,18,30.949,8141.0,0,0
16,18,30.964,8141.0,0,0
16,18,30.98,8142.0,0,0
16,18,30.995,8134.0,0,0
16,18,31.011,8135.0,0,0
16,18,31.027,8132.0,0,0
16,18,31.042,8124.0,0,0
16,18,31.058,8130.0,0,0
16,18,31.073,8131.0,0,0
16,18,31.089,8133.0,0,0
16,18,31.105,8141.0,0,0
16,18,31.12,8126.0,0,0
16,18,31.136,8119.0,0,0
16,18,31.151,8121.0,0,0
16,18,31.167,8128.0,0,0
16,18,31.183,8136.0,0,0
16,18,31.198,8126.0,0,0
16,18,31.214,8122.0,0,0
16,18,31.229,8112.0,0,0
16,18,31.245,8137.0,0,0
16,18,31.261,8145.0,0,0
16,18,31.276,8140.0,0,0
16,18,31.292,8126.0,0,0
16,18,31.307,8122.0,0,0
16,18,31.323,8130.0,0,0
16,18,31.339,8128.0,0,0
16,18,31.354,8124.0,0,0
16,18,31.37,8128.0,0,0
16,18,31.385,8131.0,0,0
16,18,31.401,8129.0,0,0
16,18,31.417,8125.0,0,0
16,18,31.432,8121.0,0,0
16,18,31.448,8120.0,0,0
16,18,31.463,8125.0,0,0
16,18,31.479,8141.0,0,0
16,18,31.495,8119.0,0,0
16,18,31.51,8132.0,0,0
16,18,31.526,8133.0,0,0
16,18,31.541,8136.0,0,0
16,18,31.557,8120.0,0,0
16,18,31.573,8132.0,0,0
16,18,31.588,8130.0,0,0
16,18,31.604,8124.0,0,0
16,18,31.619,8125.0,0,0
16,18,31.635,8122.0,0,0
16,18,31.651,8123.0,0,0
16,18,31.666,8129.0,0,0
16,18,31.682,8155.0,0,0
16,18,31.697,8136.0,0,0
16,18,31.713,8132.0,0,0
16,18,31.729,8123.0,0,0
16,18,31.744,8127.0,0,0
16,18,31.76,8119.0,0,0
16,18,31.775,8122.0,0,0
16,18,31.791,8132.0,0,0
16,18,31.807,8110.0,0,0
16,18,31.822,8120.0,0,0
16,18,31.838,8123.0,0,0
16,18,31.853,8133.0,0,0
16,18,31.869,8125.0,0,0
16,18,31.885,8123.0,0,0
16,18,31.9,8121.0,0,0
16,18,31.916,8116.0,0,0
16,18,31.931,8122.0,0,0
16,18,31.947,8137.0,0,0
16,18,31.963,8133.0,0,0
16,18,31.978,8122.0,0,0
16,18,31.994,8124.0,0,0
16,18,32.009,8137.0,0,0
16,18,32.025,8137.0,0,0
16,18,32.041,8137.0,0,0
16,18,32.056,8133.0,0,0
16,18,32.072,8120.0,0,0
16,18,32.087,8121.0,0,0
16,18,32.103,8125.0,0,0
16,18,32.119,8125.0,0,0
16,18,32.134,8123.0,0,0
16,18,32.15,8140.0,0,0
16,18,32.165,8158.0,0,0
16,18,32.181,8126.0,0,0
16,18,32.197,8129.0,0,0
16,18,32.212,8129.0,0,0
16,18,32.228,8130.0,0,0
16,18,32.243,8126.0,0,0
16,18,32.259,8134.0,0,0
16,18,32.275,8131.0,0,0
16,18,32.29,8129.0,0,0
16,18,32.306,8126.0,0,0
16,18,32.321,8136.0,0,0
16,18,32.337,8135.0,0,0
16,18,32.353,8134.0,0,0
16,18,32.368,8129.0,0,0
16,18,32.384,8117.0,0,0
16,18,32.399,8122.0,0,0
16,18,32.415,8128.0,0,0
16,18,32.431,8129.0,0,0
16,18,32.446,8129.0,0,0
16,18,32.462,8129.0,0,0
16,18,32.477,8129.0,0,0
16,18,32.493,8128.0,0,0
16,18,32.509,8135.0,0,0
16,18,32.524,8135.0,0,0
16,18,32.54,8135.0,0,0
