Hour,Minute,Second,IR1,Blinks
19,37,4.852,9133.0,0,0
19,37,4.852,9136.0,0,0
19,37,4.862,9127.0,0,0
19,37,4.872,9124.0,0,0
19,37,4.883,9134.0,0,0
19,37,4.884,9132.0,0,0
19,37,4.894,9129.0,0,0
19,37,4.904,9128.0,0,0
19,37,4.914,9129.0,0,0
19,37,4.914,9127.0,0,0
19,37,4.924,9131.0,0,0
19,37,4.934,9133.0,0,0
19,37,4.944,9146.0,0,0
19,37,4.954,9138.0,0,0
19,37,4.954,9135.0,0,0
19,37,4.964,9135.0,0,0
19,37,4.974,9134.0,0,0
19,37,4.984,9137.0,0,0
19,37,4.994,9132.0,0,0
19,37,4.994,9132.0,0,0
19,37,5.004,9136.0,0,0
19,37,5.014,9131.0,0,0
19,37,5.024,9134.0,0,0
19,37,5.034,9134.0,0,0
19,37,5.034,9135.0,0,0
19,37,5.044,9136.0,0,0
19,37,5.054,9140.0,0,0
19,37,5.064,9140.0,0,0
19,37,5.074,9127.0,0,0
19,37,5.074,9127.0,0,0
19,37,5.084,9134.0,0,0
19,37,5.094,9134.0,0,0
19,37,5.104,9135.0,0,0
19,37,5.114,9135.0,0,0
19,37,5.114,9137.0,0,0
19,37,5.124,9137.0,0,0
19,37,5.134,9140.0,0,0
19,37,5.144,9133.0,0,0
19,37,5.154,9131.0,0,0
19,37,5.154,9131.0,0,0
19,37,5.164,9137.0,0,0
19,37,5.174,9132.0,0,0
19,37,5.184,9132.0,0,0
19,37,5.184,9132.0,0,0
19,37,5.194,9137.0,0,0
19,37,5.204,9138.0,0,0
19,37,5.214,9143.0,0,0
19,37,5.224,9142.0,0,0
19,37,5.224,9141.0,0,0
19,37,5.234,9146.0,0,0
19,37,5.244,9134.0,0,0
19,37,5.254,9136.0,0,0
19,37,5.264,9142.0,0,0
19,37,5.264,9136.0,0,0
19,37,5.274,9136.0,0,0
19,37,5.284,9139.0,0,0
19,37,5.294,9142.0,0,0
19,37,5.304,9132.0,0,0
19,37,5.304,9139.0,0,0
19,37,5.314,9138.0,0,0
19,37,5.324,9137.0,0,0
19,37,5.334,9144.0,0,0
19,37,5.344,9135.0,0,0
19,37,5.344,9135.0,0,0
19,37,5.354,9135.0,0,0
19,37,5.364,9142.0,0,0
19,37,5.374,9143.0,0,0
19,37,5.384,9149.0,0,0
19,37,5.384,9152.0,0,0
19,37,5.394,9138.0,0,0
19,37,5.404,9142.0,0,0
19,37,5.414,9136.0,0,0
19,37,5.424,9134.0,0,0
19,37,5.424,9136.0,0,0
19,37,5.434,9136.0,0,0
19,37,5.444,9132.0,0,0
19,37,5.454,9131.0,0,0
19,37,5.464,9133.0,0,0
19,37,5.464,9143.0,0,0
19,37,5.474,9135.0,0,0
19,37,5.484,9135.0,0,0
19,37,5.494,9132.0,0,0
19,37,5.504,9137.0,0,0
19,37,5.504,9137.0,0,0
19,37,5.514,9137.0,0,0
19,37,5.524,9122.0,0,0
19,37,5.534,9128.0,0,0
19,37,5.544,9132.0,0,0
19,37,5.544,9132.0,0,0
19,37,5.554,9134.0,0,0
19,37,5.564,9134.0,0,0
19,37,5.574,9138.0,0,0
19,37,5.584,9138.0,0,0
19,37,5.584,9138.0,0,0
19,37,5.594,9145.0,0,0
19,37,5.604,9133.0,0,0
19,37,5.614,9133.0,0,0
19,37,5.624,9141.0,0,0
19,37,5.624,9141.0,0,0
19,37,5.634,9136.0,0,0
19,37,5.644,9136.0,0,0
19,37,5.654,9151.0,0,0
19,37,5.664,9138.0,0,0
19,37,5.664,9152.0,0,0
19,37,5.674,9152.0,0,0
19,37,5.684,9152.0,0,0
19,37,5.694,9150.0,0,0
19,37,5.704,9139.0,0,0
19,37,5.704,9139.0,0,0
19,37,5.714,9132.0,0,0
19,37,5.724,9132.0,0,0
19,37,5.736,9149.0,0,0
19,37,5.736,9149.0,0,0
19,37,5.746,9150.0,0,0
19,37,5.756,9152.0,0,0
19,37,5.766,9137.0,0,0
19,37,5.776,9137.0,0,0
19,37,5.776,9138.0,0,0
19,37,5.786,9142.0,0,0
19,37,5.796,9143.0,0,0
19,37,5.806,9143.0,0,0
19,37,5.816,9146.0,0,0
19,37,5.816,9147.0,0,0
19,37,5.826,9139.0,0,0
19,37,5.836,9132.0,0,0
19,37,5.846,9125.0,0,0
19,37,5.856,9134.0,0,0
19,37,5.856,9141.0,0,0
19,37,5.866,9137.0,0,0
19,37,5.876,9134.0,0,0
19,37,5.886,9138.0,0,0
19,37,5.896,9130.0,0,0
19,37,5.896,9137.0,0,0
19,37,5.906,9140.0,0,0
19,37,5.916,9138.0,0,0
19,37,5.928,9148.0,0,0
19,37,5.936,9145.0,0,0
19,37,5.944,9144.0,0,0
19,37,5.948,9139.0,0,0
19,37,5.958,9132.0,0,0
19,37,5.968,9129.0,0,0
19,37,5.968,9129.0,0,0
19,37,5.978,9130.0,0,0
19,37,5.988,9127.0,0,0
19,37,5.998,9140.0,0,0
19,37,6.008,9140.0,0,0
19,37,6.008,9143.0,0,0
19,37,6.018,9131.0,0,0
19,37,6.028,9141.0,0,0
19,37,6.038,9141.0,0,0
19,37,6.048,9141.0,0,0
19,37,6.048,9143.0,0,0
19,37,6.058,9136.0,0,0
19,37,6.068,9136.0,0,0
19,37,6.078,9136.0,0,0
19,37,6.088,9139.0,0,0
19,37,6.088,9141.0,0,0
19,37,6.098,9141.0,0,0
19,37,6.108,9141.0,0,0
19,37,6.118,9130.0,0,0
19,37,6.128,9142.0,0,0
19,37,6.128,9142.0,0,0
19,37,6.138,9155.0,0,0
19,37,6.148,9142.0,0,0
19,37,6.158,9137.0,0,0
19,37,6.168,9137.0,0,0
19,37,6.168,9141.0,0,0
19,37,6.178,9141.0,0,0
19,37,6.188,9147.0,0,0
19,37,6.198,9147.0,0,0
19,37,6.208,9149.0,0,0
19,37,6.208,9142.0,0,0
19,37,6.218,9142.0,0,0
19,37,6.228,9142.0,0,0
19,37,6.238,9126.0,0,0
19,37,6.248,9138.0,0,0
19,37,6.248,9136.0,0,0
19,37,6.258,9138.0,0,0
19,37,6.268,9144.0,0,0
19,37,6.278,9128.0,0,0
19,37,6.288,9131.0,0,0
19,37,6.288,9132.0,0,0
19,37,6.298,9135.0,0,0
19,37,6.308,9131.0,0,0
19,37,6.318,9138.0,0,0
19,37,6.318,9138.0,0,0
19,37,6.328,9141.0,0,0
19,37,6.338,9137.0,0,0
19,37,6.348,9139.0,0,0
19,37,6.358,9140.0,0,0
19,37,6.358,9142.0,0,0
19,37,6.368,9143.0,0,0
19,37,6.378,9144.0,0,0
19,37,6.388,9143.0,0,0
19,37,6.398,9143.0,0,0
19,37,6.398,9144.0,0,0
19,37,6.408,9138.0,0,0
19,37,6.418,9136.0,0,0
19,37,6.428,9136.0,0,0
19,37,6.438,9141.0,0,0
19,37,6.438,9140.0,0,0
19,37,6.448,9131.0,0,0
19,37,6.458,9129.0,0,0
19,37,6.468,9132.0,0,0
19,37,6.478,9137.0,0,0
19,37,6.478,9134.0,0,0
19,37,6.488,9133.0,0,0
19,37,6.498,9135.0,0,0
19,37,6.508,9137.0,0,0
19,37,6.518,9140.0,0,0
19,37,6.518,9140.0,0,0
19,37,6.528,9139.0,0,0
19,37,6.538,9144.0,0,0
19,37,6.548,9144.0,0,0
19,37,6.558,9144.0,0,0
19,37,6.558,9135.0,0,0
19,37,6.568,9136.0,0,0
19,37,6.578,9132.0,0,0
19,37,6.588,9132.0,0,0
19,37,6.598,9136.0,0,0
19,37,6.598,9134.0,0,0
19,37,6.608,9142.0,0,0
19,37,6.618,9142.0,0,0
19,37,6.628,9136.0,0,0
19,37,6.638,9143.0,0,0
19,37,6.638,9135.0,0,0
19,37,6.648,9135.0,0,0
19,37,6.663,9140.0,0,0
19,37,6.671,9147.0,0,0
19,37,6.672,9144.0,0,0
19,37,6.682,9144.0,0,0
19,37,6.692,9145.0,0,0
19,37,6.702,9137.0,0,0
19,37,6.702,9124.0,0,0
19,37,6.712,9124.0,0,0
19,37,6.722,9143.0,0,0
19,37,6.732,9144.0,0,0
19,37,6.742,9139.0,0,0
19,37,6.742,9139.0,0,0
19,37,6.752,9136.0,0,0
19,37,6.762,9137.0,0,0
19,37,6.772,9132.0,0,0
19,37,6.782,9130.0,0,0
19,37,6.782,9125.0,0,0
19,37,6.802,9142.0,0,0
19,37,6.812,9131.0,0,0
19,37,6.812,9133.0,0,0
19,37,6.822,9141.0,0,0
19,37,6.832,9135.0,0,0
19,37,6.842,9141.0,0,0
19,37,6.852,9140.0,0,0
19,37,6.862,9138.0,0,0
19,37,6.862,9134.0,0,0
19,37,6.872,9143.0,0,0
19,37,6.882,9140.0,0,0
19,37,6.892,9132.0,0,0
19,37,6.892,9133.0,0,0
19,37,6.902,9133.0,0,0
19,37,6.912,9137.0,0,0
19,37,6.922,9141.0,0,0
19,37,6.922,9134.0,0,0
19,37,6.932,9129.0,0,0
19,37,6.942,9132.0,0,0
19,37,6.952,9135.0,0,0
19,37,6.962,9134.0,0,0
19,37,6.962,9131.0,0,0
19,37,6.972,9143.0,0,0
19,37,6.982,9148.0,0,0
19,37,6.992,9132.0,0,0
19,37,7.002,9138.0,0,0
19,37,7.012,9132.0,0,0
19,37,7.012,9131.0,0,0
19,37,7.022,9134.0,0,0
19,37,7.032,9141.0,0,0
19,37,7.042,9145.0,0,0
19,37,7.052,9147.0,0,0
19,37,7.052,9147.0,0,0
19,37,7.062,9129.0,0,0
19,37,7.072,9126.0,0,0
19,37,7.082,9126.0,0,0
19,37,7.092,9129.0,0,0
19,37,7.092,9132.0,0,0
19,37,7.102,9132.0,0,0
19,37,7.112,9132.0,0,0
19,37,7.122,9138.0,0,0
19,37,7.132,9135.0,0,0
19,37,7.132,9130.0,0,0
19,37,7.142,9130.0,0,0
19,37,7.152,9135.0,0,0
19,37,7.162,9138.0,0,0
19,37,7.172,9148.0,0,0
19,37,7.172,9148.0,0,0
19,37,7.182,9142.0,0,0
19,37,7.192,9136.0,0,0
19,37,7.205,9140.0,0,0
19,37,7.212,9140.0,0,0
19,37,7.217,9138.0,0,0
19,37,7.227,9135.0,0,0
19,37,7.227,9123.0,0,0
19,37,7.237,9123.0,0,0
19,37,7.247,9132.0,0,0
19,37,7.257,9134.0,0,0
19,37,7.267,9133.0,0,0
19,37,7.267,9133.0,0,0
19,37,7.277,9128.0,0,0
19,37,7.287,9137.0,0,0
19,37,7.297,9135.0,0,0
19,37,7.297,9135.0,0,0
19,37,7.307,9130.0,0,0
19,37,7.317,9132.0,0,0
19,37,7.327,9140.0,0,0
19,37,7.337,9140.0,0,0
19,37,7.347,9141.0,0,0
19,37,7.347,9127.0,0,0
19,37,7.357,9128.0,0,0
19,37,7.367,9131.0,0,0
19,37,7.377,9140.0,0,0
19,37,7.387,9133.0,0,0
19,37,7.397,9131.0,0,0
19,37,7.397,9130.0,0,0
19,37,7.407,9130.0,0,0
19,37,7.417,9140.0,0,0
19,37,7.427,9133.0,0,0
19,37,7.437,9134.0,0,0
19,37,7.447,9135.0,0,0
19,37,7.447,9132.0,0,0
19,37,7.457,9136.0,0,0
19,37,7.467,9133.0,0,0
19,37,7.467,9131.0,0,0
19,37,7.477,9132.0,0,0
19,37,7.487,9126.0,0,0
19,37,7.497,9128.0,0,0
19,37,7.497,9130.0,0,0
19,37,7.507,9129.0,0,0
19,37,7.517,9127.0,0,0
19,37,7.527,9127.0,0,0
19,37,7.537,9127.0,0,0
19,37,7.537,9139.0,0,0
19,37,7.557,9125.0,0,0
19,37,7.557,9131.0,0,0
19,37,7.567,9133.0,0,0
19,37,7.577,9139.0,0,0
19,37,7.587,9128.0,0,0
19,37,7.587,9129.0,0,0
19,37,7.597,9130.0,0,0
19,37,7.607,9121.0,0,0
19,37,7.617,9123.0,0,0
19,37,7.627,9128.0,0,0
19,37,7.627,9128.0,0,0
19,37,7.637,9133.0,0,0
19,37,7.647,9122.0,0,0
19,37,7.657,9127.0,0,0
19,37,7.667,9127.0,0,0
19,37,7.667,9124.0,0,0
19,37,7.677,9128.0,0,0
19,37,7.687,9119.0,0,0
19,37,7.697,9119.0,0,0
19,37,7.707,9122.0,0,0
19,37,7.707,9122.0,0,0
19,37,7.717,9131.0,0,0
19,37,7.727,9131.0,0,0
19,37,7.737,9122.0,0,0
19,37,7.737,9125.0,0,0
19,37,7.747,9124.0,0,0
19,37,7.757,9124.0,0,0
19,37,7.767,9126.0,0,0
19,37,7.777,9132.0,0,0
19,37,7.777,9133.0,0,0
19,37,7.787,9133.0,0,0
19,37,7.797,9122.0,0,0
19,37,7.807,9123.0,0,0
19,37,7.817,9121.0,0,0
19,37,7.817,9121.0,0,0
19,37,7.827,9132.0,0,0
19,37,7.837,9127.0,0,0
19,37,7.847,9126.0,0,0
19,37,7.857,9126.0,0,0
19,37,7.867,9120.0,0,0
19,37,7.867,9124.0,0,0
19,37,7.877,9136.0,0,0
19,37,7.887,9134.0,0,0
19,37,7.897,9129.0,0,0
19,37,7.907,9132.0,0,0
19,37,7.907,9132.0,0,0
19,37,7.917,9131.0,0,0
19,37,7.927,9131.0,0,0
19,37,7.937,9133.0,0,0
19,37,7.947,9132.0,0,0
19,37,7.947,9128.0,0,0
19,37,7.957,9119.0,0,0
19,37,7.967,9124.0,0,0
19,37,7.977,9130.0,0,0
19,37,7.977,9127.0,0,0
19,37,7.987,9124.0,0,0
19,37,7.997,9127.0,0,0
19,37,8.007,9127.0,0,0
19,37,8.017,9126.0,0,0
19,37,8.017,9125.0,0,0
19,37,8.027,9126.0,0,0
19,37,8.037,9121.0,0,0
19,37,8.047,9122.0,0,0
19,37,8.057,9124.0,0,0
19,37,8.057,9130.0,0,0
19,37,8.067,9118.0,0,0
19,37,8.077,9117.0,0,0
19,37,8.087,9117.0,0,0
19,37,8.097,9128.0,0,0
19,37,8.097,9126.0,0,0
19,37,8.107,9129.0,0,0
19,37,8.117,9131.0,0,0
19,37,8.127,9136.0,0,0
19,37,8.137,9123.0,0,0
19,37,8.137,9123.0,0,0
19,37,8.147,9123.0,0,0
19,37,8.157,9133.0,0,0
19,37,8.167,9128.0,0,0
19,37,8.177,9127.0,0,0
19,37,8.177,9127.0,0,0
19,37,8.187,9130.0,0,0
19,37,8.197,9129.0,0,0
19,37,8.207,9125.0,0,0
19,37,8.217,9125.0,0,0
19,37,8.217,9129.0,0,0
19,37,8.227,9122.0,0,0
19,37,8.237,9134.0,0,0
19,37,8.247,9134.0,0,0
19,37,8.257,9127.0,0,0
19,37,8.257,9126.0,0,0
19,37,8.267,9134.0,0,0
19,37,8.277,9134.0,0,0
19,37,8.287,9138.0,0,0
19,37,8.297,9131.0,0,0
19,37,8.297,9133.0,0,0
19,37,8.307,9133.0,0,0
19,37,8.317,9127.0,0,0
19,37,8.327,9133.0,0,0
19,37,8.337,9127.0,0,0
19,37,8.337,9127.0,0,0
19,37,8.347,9127.0,0,0
19,37,8.357,9133.0,0,0
19,37,8.367,9123.0,0,0
19,37,8.377,9123.0,0,0
19,37,8.377,9130.0,0,0
19,37,8.387,9125.0,0,0
19,37,8.397,9133.0,0,0
19,37,8.407,9133.0,0,0
19,37,8.417,9120.0,0,0
19,37,8.417,9134.0,0,0
19,37,8.427,9146.0,0,0
19,37,8.437,9141.0,0,0
19,37,8.447,9129.0,0,0
19,37,8.457,9129.0,0,0
19,37,8.457,9132.0,0,0
19,37,8.467,9134.0,0,0
19,37,8.477,9140.0,0,0
19,37,8.487,9138.0,0,0
19,37,8.497,9137.0,0,0
19,37,8.507,9135.0,0,0
19,37,8.507,9129.0,0,0
19,37,8.517,9135.0,0,0
19,37,8.527,9135.0,0,0
19,37,8.537,9136.0,0,0
19,37,8.537,9137.0,0,0
19,37,8.547,9125.0,0,0
19,37,8.557,9137.0,0,0
19,37,8.567,9135.0,0,0
19,37,8.577,9134.0,0,0
19,37,8.577,9133.0,0,0
19,37,8.587,9127.0,0,0
19,37,8.597,9130.0,0,0
19,37,8.607,9133.0,0,0
19,37,8.607,9136.0,0,0
19,37,8.617,9144.0,0,0
19,37,8.627,9135.0,0,0
19,37,8.637,9132.0,0,0
19,37,8.647,9139.0,0,0
19,37,8.657,9135.0,0,0
19,37,8.657,9131.0,0,0
19,37,8.667,9130.0,0,0
19,37,8.677,9122.0,0,0
19,37,8.687,9129.0,0,0
19,37,8.697,9134.0,0,0
19,37,8.697,9134.0,0,0
19,37,8.707,9137.0,0,0
19,37,8.717,9132.0,0,0
19,37,8.727,9129.0,0,0
19,37,8.737,9129.0,0,0
19,37,8.737,9126.0,0,0
19,37,8.747,9127.0,0,0
19,37,8.761,9118.0,0,0
19,37,8.77,9118.0,0,0
19,37,8.77,9116.0,0,0
19,37,8.78,9123.0,0,0
19,37,8.79,9106.0,0,0
19,37,8.8,9106.0,0,0
19,37,8.8,9096.0,0,0
19,37,8.81,9074.0,0,0
19,37,8.82,9057.0,0,0
19,37,8.83,9057.0,0,0
19,37,8.84,9047.0,0,0
19,37,8.84,9023.0,0,0
19,37,8.85,9013.0,0,0
19,37,8.86,9013.0,0,0
19,37,8.87,9013.0,0,0
19,37,8.87,9019.0,0,0
19,37,8.88,9039.0,0,0
19,37,8.89,9039.0,0,0
19,37,8.9,9043.0,0,0
19,37,8.91,9050.0,0,0
19,37,8.92,9065.0,0,0
19,37,8.93,9070.0,0,0
19,37,8.94,9088.0,0,0
19,37,8.94,9076.0,0,0
19,37,8.95,9089.0,0,0
19,37,8.96,9090.0,0,0
19,37,8.97,9094.0,0,0
19,37,8.97,9100.0,0,0
19,37,8.98,9109.0,0,0
19,37,8.99,9126.0,0,0
19,37,9.0,9143.0,0,0
19,37,9.01,9147.0,0,0
19,37,9.02,9159.0,0,0
19,37,9.03,9163.0,0,0
19,37,9.03,9167.0,0,0
19,37,9.04,9170.0,0,0
19,37,9.05,9186.0,0,0
19,37,9.06,9177.0,0,0
19,37,9.06,9169.0,0,0
19,37,9.07,9171.0,0,0
19,37,9.08,9181.0,0,0
19,37,9.09,9177.0,0,0
19,37,9.1,9176.0,0,0
19,37,9.1,9156.0,0,0
19,37,9.11,9154.0,0,0
19,37,9.12,9146.0,0,0
19,37,9.13,9144.0,0,0
19,37,9.14,9136.0,0,0
19,37,9.14,9141.0,0,0
19,37,9.15,9131.0,0,0
19,37,9.16,9131.0,0,0
19,37,9.17,9133.0,0,0
19,37,9.17,9119.0,0,0
19,37,9.18,9121.0,0,0
19,37,9.19,9121.0,0,0
19,37,9.2,9130.0,0,0
19,37,9.2,9129.0,0,0
19,37,9.21,9141.0,0,0
19,37,9.22,9141.0,0,0
19,37,9.23,9137.0,0,0
19,37,9.241,9134.0,0,0
19,37,9.243,9135.0,0,0
19,37,9.253,9135.0,0,0
19,37,9.263,9129.0,0,0
19,37,9.263,9135.0,0,0
19,37,9.273,9127.0,0,0
19,37,9.283,9127.0,0,0
19,37,9.293,9136.0,0,0
19,37,9.303,9135.0,0,0
19,37,9.303,9132.0,0,0
19,37,9.313,9132.0,0,0
19,37,9.323,9140.0,0,0
19,37,9.333,9132.0,0,0
19,37,9.343,9135.0,0,0
19,37,9.343,9134.0,0,0
19,37,9.353,9131.0,0,0
19,37,9.363,9130.0,0,0
19,37,9.373,9118.0,0,0
19,37,9.383,9121.0,0,0
19,37,9.383,9130.0,0,0
19,37,9.393,9121.0,0,0
19,37,9.403,9113.0,0,0
19,37,9.413,9117.0,0,0
19,37,9.423,9132.0,0,0
19,37,9.423,9115.0,0,0
19,37,9.433,9117.0,0,0
19,37,9.443,9117.0,0,0
19,37,9.453,9117.0,0,0
19,37,9.463,9119.0,0,0
19,37,9.463,9134.0,0,0
19,37,9.473,9133.0,0,0
19,37,9.483,9133.0,0,0
19,37,9.495,9133.0,0,0
19,37,9.505,9127.0,0,0
19,37,9.505,9130.0,0,0
19,37,9.515,9131.0,0,0
19,37,9.525,9122.0,0,0
19,37,9.535,9124.0,0,0
19,37,9.535,9127.0,0,0
19,37,9.545,9129.0,0,0
19,37,9.555,9147.0,0,0
19,37,9.565,9126.0,0,0
19,37,9.575,9140.0,0,0
19,37,9.575,9140.0,0,0
19,37,9.585,9132.0,0,0
19,37,9.595,9125.0,0,0
19,37,9.605,9122.0,0,0
19,37,9.615,9122.0,0,0
19,37,9.625,9122.0,0,0
19,37,9.625,9119.0,0,0
19,37,9.635,9125.0,0,0
19,37,9.645,9125.0,0,0
19,37,9.655,9116.0,0,0
19,37,9.665,9130.0,0,0
19,37,9.665,9131.0,0,0
19,37,9.675,9131.0,0,0
19,37,9.685,9133.0,0,0
19,37,9.695,9140.0,0,0
19,37,9.705,9129.0,0,0
19,37,9.705,9129.0,0,0
19,37,9.715,9121.0,0,0
19,37,9.725,9114.0,0,0
19,37,9.735,9125.0,0,0
19,37,9.735,9125.0,0,0
19,37,9.745,9126.0,0,0
19,37,9.755,9124.0,0,0
19,37,9.765,9137.0,0,0
19,37,9.775,9137.0,0,0
19,37,9.775,9130.0,0,0
19,37,9.785,9128.0,0,0
19,37,9.795,9134.0,0,0
19,37,9.805,9130.0,0,0
19,37,9.815,9121.0,0,0
19,37,9.815,9126.0,0,0
19,37,9.825,9120.0,0,0
19,37,9.835,9123.0,0,0
19,37,9.845,9132.0,0,0
19,37,9.855,9121.0,0,0
19,37,9.855,9114.0,0,0
19,37,9.866,9120.0,0,0
19,37,9.876,9126.0,0,0
19,37,9.886,9117.0,0,0
19,37,9.896,9127.0,0,0
19,37,9.896,9123.0,0,0
19,37,9.906,9119.0,0,0
19,37,9.916,9122.0,0,0
19,37,9.926,9124.0,0,0
19,37,9.936,9123.0,0,0
