Hour,Minute,Second,IR1,Blinks
19,43,40.74,12210.0,0,0
19,43,40.756,12213.0,0,0
19,43,40.772,12215.0,0,0
19,43,40.787,12222.0,0,0
19,43,40.803,12213.0,0,0
19,43,40.818,12216.0,0,0
19,43,40.834,12216.0,0,0
19,43,40.85,12219.0,0,0
19,43,40.865,12206.0,0,0
19,43,40.881,12214.0,0,0
19,43,40.896,12214.0,0,0
19,43,40.912,12216.0,0,0
19,43,40.928,12201.0,0,0
19,43,40.943,12205.0,0,0
19,43,40.959,12206.0,0,0
19,43,40.974,12208.0,0,0
19,43,40.99,12227.0,0,0
19,43,41.006,12211.0,0,0
19,43,41.021,12208.0,0,0
19,43,41.037,12206.0,0,0
19,43,41.052,12210.0,0,0
19,43,41.068,12206.0,0,0
19,43,41.084,12208.0,0,0
19,43,41.099,12211.0,0,0
19,43,41.115,12207.0,0,0
19,43,41.13,12209.0,0,0
19,43,41.146,12208.0,0,0
19,43,41.162,12208.0,0,0
19,43,41.177,12212.0,0,0
19,43,41.193,12204.0,0,0
19,43,41.208,12196.0,0,0
19,43,41.224,12189.0,0,0
19,43,41.24,12210.0,0,0
19,43,41.255,12202.0,0,0
19,43,41.271,12205.0,0,0
19,43,41.286,12208.0,0,0
19,43,41.302,12213.0,0,0
19,43,41.318,12215.0,0,0
19,43,41.333,12215.0,0,0
19,43,41.349,12215.0,0,0
19,43,41.364,12212.0,0,0
19,43,41.38,12221.0,0,0
19,43,41.396,12217.0,0,0
19,43,41.411,12214.0,0,0
19,43,41.427,12196.0,0,0
19,43,41.442,12212.0,0,0
19,43,41.458,12222.0,0,0
19,43,41.474,12233.0,0,0
19,43,41.489,12220.0,0,0
19,43,41.505,12218.0,0,0
19,43,41.52,12212.0,0,0
19,43,41.536,12211.0,0,0
19,43,41.552,12205.0,0,0
19,43,41.567,12203.0,0,0
19,43,41.583,12222.0,0,0
19,43,41.598,12229.0,0,0
19,43,41.614,12214.0,0,0
19,43,41.63,12217.0,0,0
19,43,41.645,12228.0,0,0
19,43,41.661,12232.0,0,0
19,43,41.676,12221.0,0,0
19,43,41.692,12209.0,0,0
19,43,41.708,12206.0,0,0
