Hour,Minute,Second,IR1,Blinks
19,42,37.795,45994.0,0,0
19,42,37.8,46066.0,0,0
19,42,37.811,46066.0,0,0
19,42,37.816,46083.0,0,0
19,42,37.826,46073.0,0,0
19,42,37.832,46039.0,0,0
19,42,37.842,46039.0,0,0
19,42,37.847,46030.0,0,0
19,42,37.857,46049.0,0,0
19,42,37.862,46045.0,0,0
19,42,37.873,46045.0,0,0
19,42,37.878,46074.0,0,0
19,42,37.889,46090.0,46090.0,0
19,42,37.894,46006.0,46006.0,0
19,42,37.904,45942.0,45942.0,0
19,42,37.91,45795.0,45795.0,0
19,42,37.92,45475.0,45475.0,0
19,42,37.93,44979.0,44979.0,0
19,42,37.936,44804.0,44804.0,0
19,42,37.946,44279.0,44279.0,0
19,42,37.954,43698.0,43698.0,0
19,42,37.962,43294.0,43294.0,0
19,42,37.97,43185.0,43185.0,0
19,42,37.978,43077.0,43077.0,0
19,42,37.986,43051.0,43051.0,0
19,42,37.994,43056.0,43056.0,0
19,42,38.002,43105.0,43105.0,0
19,42,38.01,43155.0,43155.0,0
19,42,38.019,43492.0,43492.0,0
19,42,38.027,43820.0,43820.0,0
19,42,38.035,44052.0,44052.0,0
19,42,38.042,44130.0,44130.0,0
19,42,38.051,44350.0,44350.0,0
19,42,38.059,44481.0,44481.0,0
19,42,38.066,44606.0,44606.0,0
19,42,38.074,44606.0,44606.0,0
19,42,38.082,44734.0,44734.0,0
19,42,38.09,44937.0,44937.0,0
19,42,38.098,45167.0,45167.0,0
19,42,38.106,45167.0,45167.0,0
19,42,38.114,45366.0,45366.0,0
19,42,38.122,45499.0,0,0
19,42,38.13,45539.0,0,0
19,42,38.139,45539.0,0,0
19,42,38.146,45558.0,0,0
19,42,38.154,45569.0,0,0
19,42,38.162,45591.0,0,0
19,42,38.17,45591.0,0,0
19,42,38.178,45616.0,0,0
19,42,38.186,45642.0,0,0
19,42,38.194,45647.0,0,0
19,42,38.202,45647.0,0,0
19,42,38.21,45650.0,0,0
19,42,38.218,45674.0,0,0
19,42,38.226,45766.0,0,0
19,42,38.234,45786.0,0,0
19,42,38.242,45847.0,0,0
19,42,38.25,45875.0,0,0
19,42,38.258,45857.0,0,0
19,42,38.266,45856.0,0,0
19,42,38.274,45853.0,0,0
19,42,38.29,45860.0,0,0
19,42,38.297,45887.0,0,0
19,42,38.304,45901.0,0,0
19,42,38.311,45916.0,0,0
19,42,38.319,45941.0,0,0
19,42,38.328,45907.0,0,0
19,42,38.336,45878.0,0,0
19,42,38.343,45869.0,0,0
19,42,38.35,45853.0,0,0
19,42,38.358,45903.0,0,0
19,42,38.365,46017.0,0,0
19,42,38.374,46055.0,0,0
19,42,38.382,46226.0,0,0
