AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Time(s)
-0.1906,0.9688,0.0827,-0.6962,0.0554,0.149,-2.4763,1.1025,-14.9275,0,0,0,1.6212154405178218
-0.1918,0.9441,0.0709,-0.6946,0.0541,0.1483,-2.5025,0.945,-14.2275,0,0,0,1.6306671286453818
-0.1948,0.9689,0.0781,-0.6946,0.0541,0.1483,-2.555,0.525,-14.0175,0,0,0,1.6426758618834645
-0.194,0.9725,0.08,-0.6925,0.0531,0.1481,-3.185,0.8925,-14.2975,0,0,0,1.654829346879361
-0.1919,0.9638,0.0785,-0.6925,0.0531,0.1481,-2.59,1.1025,-14.4025,0,0,0,1.6668479897732351
-0.192,0.9704,0.0759,-0.695,0.0536,0.1467,-2.625,1.0762,-14.9012,0,0,0,1.678976346713374
-0.1906,0.9683,0.0768,-0.695,0.0536,0.1467,-2.6425,1.0937,-14.7262,0,0,0,1.6911103663139655
-0.1936,0.9709,0.0828,-0.6957,0.055,0.1482,-2.8612,1.26,-14.665,0,0,0,1.703266682640088
-0.1935,0.9675,0.077,-0.6956,0.0552,0.1482,-2.2488,1.0062,-14.5513,0,0,0,1.7153631871151824
-0.1902,0.9681,0.0808,-0.6956,0.0552,0.1482,-2.2575,1.19,-14.5075,0,0,0,1.7246711852337635
-0.1933,0.9706,0.0757,-0.6941,0.0547,0.1494,-3.01,1.0062,-14.5775,0,0,0,1.7368009578390153
-0.1962,0.9654,0.0803,-0.6941,0.0547,0.1494,-3.6837,1.4962,-14.0525,0,0,0,1.7489063102210667
-0.1941,0.9692,0.0791,-0.6952,0.0541,0.1454,-2.52,1.3912,-14.4112,0,0,0,1.7610523629751194
-0.1918,0.9717,0.0803,-0.695,0.0548,0.1508,-2.7738,1.1638,-14.35,0,0,0,1.7730929486782465
-0.1932,0.9684,0.0786,-0.695,0.0548,0.1508,-3.36,1.4,-14.7175,0,0,0,1.7852177664556028
-0.193,0.969,0.0784,-0.695,0.054,0.148,-3.2113,0.805,-14.7175,0,0,0,1.797341522484124
-0.1923,0.9684,0.0784,-0.695,0.054,0.148,-3.2813,1.0062,-14.4375,0,0,0,1.806707562872342
-0.194,0.9681,0.0745,-0.692,0.0543,0.1499,-2.9225,0.805,-14.0087,0,0,0,1.8188104378404453
-0.1896,0.9703,0.0744,-0.695,0.057,0.1469,-2.7913,1.4262,-14.49,0,0,0,1.830878982929556
-0.1916,0.9709,0.0808,-0.695,0.057,0.1469,-2.0913,1.2687,-14.4812,0,0,0,1.8429701786604764
-0.1913,0.9677,0.0787,-0.693,0.0574,0.1476,-2.73,1.0412,-14.4025,0,0,0,1.8551250793214857
-0.1937,0.9702,0.0773,-0.693,0.0574,0.1476,-2.7037,0.8225,-14.7,0,0,0,1.867239633526772
-0.1909,0.9695,0.0797,-0.6957,0.0548,0.1474,-2.52,0.9187,-14.385,0,0,0,1.879292606299639
-0.1922,0.9685,0.078,-0.6957,0.0548,0.145,-3.0275,0.8575,-13.825,0,0,0,1.8913268215097572
-0.1936,0.9703,0.0755,-0.6962,0.0565,0.145,-3.5788,0.9187,-14.4287,0,0,0,1.9007636451536296
-0.1968,0.9698,0.0745,-0.695,0.0553,0.1481,-2.7213,1.2163,-14.595,0,0,0,1.9129135909867432
-0.1926,0.9717,0.0814,-0.695,0.0553,0.1481,-2.0825,1.05,-14.98,0,0,0,1.9250331000199254
-0.1961,0.968,0.0783,-0.696,0.0546,0.1495,-2.5463,1.1287,-14.8487,0,0,0,1.9370889041230184
-0.1947,0.9706,0.0746,-0.696,0.0546,0.1495,-2.7037,1.1812,-14.98,0,0,0,1.949227170718949
-0.192,0.9672,0.0808,-0.6953,0.0555,0.1526,-2.205,1.015,-14.8575,0,0,0,1.9613243830265998
-0.1922,0.9703,0.0803,-0.6973,0.0532,0.1493,-2.8612,1.1025,-15.365,0,0,0,1.9735111361526538
-0.1959,0.9695,0.0767,-0.6973,0.0532,0.1493,-3.3688,1.0237,-14.8662,0,0,0,1.982785512224799
-0.1925,0.9687,0.0778,-0.6965,0.0544,0.1482,-3.1325,1.4175,-14.945,0,0,0,1.9949004203463636
-0.1937,0.9687,0.0784,-0.6965,0.0544,0.1482,-3.2638,1.1462,-15.33,0,0,0,2.0070050648958584
-0.1928,0.965,0.0779,-0.6955,0.0545,0.1474,-2.9575,1.4175,-14.175,0,0,0,2.0190973223756137
-0.1908,0.9683,0.0806,-0.695,0.0558,0.1479,-2.6425,1.5925,-14.5338,0,0,0,2.031166575297281
-0.1915,0.9695,0.0814,-0.695,0.0558,0.1479,-2.8438,1.015,-14.49,0,0,0,2.0432995331490376
-0.1915,0.9665,0.078,-0.695,0.0551,0.1483,-3.0363,1.015,-14.5162,0,0,0,2.0554211656798893
-0.1961,0.9713,0.0737,-0.695,0.0551,0.1483,-2.9575,0.8138,-14.3762,0,0,0,2.067488649020165
-0.1945,0.9698,0.082,-0.6957,0.0554,0.1516,-2.5988,0.9713,-14.6475,0,0,0,2.0769042376873412
-0.1927,0.967,0.0751,-0.6935,0.054,0.148,-2.9575,1.2163,-14.5338,0,0,0,2.0889826924322437
-0.1929,0.9647,0.0789,-0.6935,0.054,0.148,-2.9575,0.9975,-14.4025,0,0,0,2.1010650402562074
-0.1932,0.9686,0.0788,-0.6948,0.0534,0.149,-2.765,1.3912,-13.9038,0,0,0,2.1135851825163945
-0.1906,0.971,0.0795,-0.6948,0.0534,0.149,-2.9925,1.0412,-14.4812,0,0,0,2.1253129062295284
-0.1903,0.9708,0.0756,-0.697,0.0547,0.1414,-3.22,1.1638,-14.35,0,0,0,2.137384282648865
-0.1883,0.9683,0.0824,-0.6946,0.0546,0.149,-3.1063,1.4437,-14.5687,0,0,0,2.1495101621750563
-0.1939,0.9666,0.0802,-0.6946,0.0546,0.149,-3.4738,1.3562,-14.2537,0,0,0,2.158861691995865
-0.194,0.9691,0.0794,-0.6958,0.0535,0.1489,-3.3338,1.1287,-14.3675,0,0,0,2.1710491529544758
-0.1923,0.97,0.0751,-0.6958,0.0535,0.1489,-2.5025,1.0237,-14.2012,0,0,0,2.183112035383134
-0.1923,0.9703,0.0808,-0.6927,0.0534,0.147,-2.5375,1.1638,-14.6037,0,0,0,2.1951650081560006
-0.1931,0.97,0.0811,-0.6954,0.0543,0.1527,-3.01,1.2425,-15.015,0,0,0,2.207284871105461
-0.1936,0.9653,0.0779,-0.6954,0.0543,0.1527,-2.4413,1.1462,-14.42,0,0,0,2.2194164132921044
-0.1952,0.97,0.0764,-0.6967,0.0529,0.1482,-2.4063,1.0325,-14.5513,0,0,0,2.231560696464766
-0.1909,0.9704,0.0805,-0.6967,0.0529,0.1482,-2.8087,0.9887,-14.805,0,0,0,2.2408824973181996
-0.192,0.9712,0.078,-0.6955,0.0561,0.1502,-3.1325,0.9187,-15.1025,0,0,0,2.2529878497002507
