Hour,Minute,Second,IR1,Blinks
21,11,10.608,8193.0
21,11,10.624,8202.0
21,11,10.639,8185.0
21,11,10.655,8263.0
21,11,10.67,8204.0
21,11,10.686,8192.0
21,11,10.702,8193.0
21,11,10.717,8195.0
21,11,10.733,8195.0
21,11,10.748,8202.0
21,11,10.764,8188.0
21,11,10.78,8170.0
21,11,10.795,8170.0
21,11,10.811,8193.0
21,11,10.826,8202.0
21,11,10.842,8197.0
21,11,10.858,8197.0
21,11,10.873,8195.0
21,11,10.889,8190.0
21,11,10.904,8188.0
21,11,10.92,8188.0
21,11,10.936,8179.0
21,11,10.951,8201.0
21,11,10.967,8199.0
21,11,10.982,8199.0
21,11,10.998,8215.0
21,11,11.014,8191.0
21,11,11.029,8192.0
21,11,11.045,8192.0
21,11,11.06,8179.0
21,11,11.076,8194.0
21,11,11.092,8185.0
21,11,11.107,8185.0
21,11,11.123,8190.0
21,11,11.138,8188.0
21,11,11.154,8192.0
21,11,11.17,8192.0
21,11,11.185,8183.0
21,11,11.201,8197.0
21,11,11.216,8186.0
21,11,11.232,8186.0
21,11,11.248,8206.0
21,11,11.263,8180.0
21,11,11.279,8196.0
21,11,11.294,8196.0
21,11,11.31,8196.0
21,11,11.326,8197.0
21,11,11.357,8186.0
21,11,11.372,8186.0
21,11,11.388,8189.0
21,11,11.404,8177.0
21,11,11.419,8177.0
21,11,11.435,8178.0
21,11,11.45,8182.0
21,11,11.466,8188.0
21,11,11.482,8195.0
21,11,11.497,8196.0
21,11,11.513,8200.0
21,11,11.528,8187.0
21,11,11.544,8178.0
21,11,11.56,8182.0
21,11,11.575,8196.0
21,11,11.591,8182.0
21,11,11.606,8202.0
21,11,11.622,8134.0
21,11,11.638,8186.0
21,11,11.653,8175.0
21,11,11.669,8188.0
21,11,11.686,8185.0
21,11,11.688,8183.0
21,11,11.704,8192.0
21,11,11.72,8197.0
21,11,11.735,8191.0
21,11,11.751,8185.0
21,11,11.766,8189.0
21,11,11.782,8198.0
21,11,11.798,8190.0
21,11,11.813,8183.0
21,11,11.829,8192.0
21,11,11.844,8189.0
21,11,11.86,8255.0
