Hour,Minute,Second,IR1,Blinks
16,19,28.446,8149.0,0,0
16,19,28.462,8137.0,0,0
16,19,28.477,8137.0,0,0
16,19,28.493,8137.0,0,0
16,19,28.509,8136.0,0,0
16,19,28.524,8127.0,0,0
16,19,28.54,8143.0,0,0
16,19,28.555,8143.0,0,0
16,19,28.571,8133.0,0,0
16,19,28.587,8140.0,0,0
16,19,28.602,8139.0,0,0
16,19,28.618,8139.0,0,0
16,19,28.633,8140.0,0,0
16,19,28.649,8147.0,0,0
16,19,28.665,8137.0,0,0
16,19,28.68,8137.0,0,0
16,19,28.696,8129.0,0,0
16,19,28.711,8140.0,0,0
16,19,28.727,8128.0,0,0
16,19,28.743,8128.0,0,0
16,19,28.758,8140.0,0,0
16,19,28.774,8145.0,0,0
16,19,28.789,8136.0,0,0
16,19,28.805,8136.0,0,0
16,19,28.821,8144.0,0,0
16,19,28.836,8135.0,0,0
16,19,28.852,8140.0,0,0
16,19,28.867,8140.0,0,0
16,19,28.883,8131.0,0,0
16,19,28.899,8142.0,0,0
16,19,28.914,8147.0,0,0
16,19,28.93,8147.0,0,0
16,19,28.945,8134.0,0,0
16,19,28.961,8125.0,0,0
16,19,28.977,8141.0,0,0
16,19,28.992,8141.0,0,0
16,19,29.008,8130.0,0,0
16,19,29.023,8133.0,0,0
16,19,29.039,8147.0,0,0
16,19,29.055,8147.0,0,0
16,19,29.07,8134.0,0,0
16,19,29.086,8142.0,0,0
16,19,29.101,8128.0,0,0
16,19,29.117,8128.0,0,0
16,19,29.133,8135.0,0,0
16,19,29.148,8132.0,0,0
16,19,29.164,8145.0,0,0
16,19,29.179,8145.0,0,0
16,19,29.195,8151.0,0,0
16,19,29.211,8137.0,0,0
16,19,29.226,8135.0,0,0
16,19,29.242,8135.0,0,0
16,19,29.257,8133.0,0,0
16,19,29.273,8128.0,0,0
16,19,29.289,8143.0,0,0
16,19,29.304,8143.0,0,0
16,19,29.32,8136.0,0,0
16,19,29.335,8133.0,0,0
16,19,29.351,8141.0,0,0
16,19,29.367,8141.0,0,0
16,19,29.382,8144.0,0,0
16,19,29.398,8133.0,0,0
16,19,29.413,8141.0,0,0
16,19,29.429,8141.0,0,0
16,19,29.445,8145.0,0,0
16,19,29.46,8135.0,0,0
16,19,29.476,8133.0,0,0
16,19,29.491,8133.0,0,0
16,19,29.507,8134.0,0,0
16,19,29.523,8155.0,0,0
16,19,29.538,8151.0,0,0
16,19,29.554,8151.0,0,0
16,19,29.569,8143.0,0,0
16,19,29.585,8128.0,0,0
16,19,29.601,8140.0,0,0
16,19,29.616,8140.0,0,0
16,19,29.632,8132.0,0,0
16,19,29.647,8135.0,0,0
16,19,29.663,8149.0,0,0
16,19,29.679,8149.0,0,0
16,19,29.694,8128.0,0,0
16,19,29.71,8141.0,0,0
16,19,29.725,8148.0,0,0
16,19,29.741,8148.0,0,0
16,19,29.757,8142.0,0,0
16,19,29.772,8134.0,0,0
16,19,29.788,8136.0,0,0
16,19,29.803,8136.0,0,0
16,19,29.819,8139.0,0,0
16,19,29.835,8128.0,0,0
16,19,29.85,8144.0,0,0
16,19,29.866,8144.0,0,0
16,19,29.881,8136.0,0,0
16,19,29.897,8140.0,0,0
16,19,29.913,8142.0,0,0
16,19,29.928,8142.0,0,0
16,19,29.944,8149.0,0,0
16,19,29.959,8147.0,0,0
16,19,29.975,8136.0,0,0
16,19,29.991,8136.0,0,0
16,19,30.006,8139.0,0,0
16,19,30.022,8130.0,0,0
16,19,30.037,8144.0,0,0
16,19,30.053,8139.0,0,0
16,19,30.069,8124.0,0,0
16,19,30.084,8129.0,0,0
16,19,30.1,8137.0,0,0
16,19,30.115,8138.0,0,0
