Hour,Minute,Second,IR1,Blinks
16,51,26.776,8116.0,0,0
16,51,26.792,8114.0,0,0
16,51,26.807,8096.0,0,0
16,51,26.823,8121.0,0,0
16,51,26.838,8117.0,0,0
16,51,26.854,8114.0,0,0
16,51,26.87,8100.0,0,0
16,51,26.885,8114.0,0,0
16,51,26.901,8108.0,0,0
16,51,26.916,8103.0,0,0
16,51,26.932,8094.0,0,0
16,51,26.948,8115.0,0,0
16,51,26.963,8103.0,0,0
16,51,26.979,8099.0,0,0
16,51,26.994,8109.0,0,0
16,51,27.01,8103.0,0,0
16,51,27.026,8096.0,0,0
16,51,27.041,8094.0,0,0
16,51,27.057,8117.0,0,0
16,51,27.072,8101.0,0,0
16,51,27.088,8109.0,0,0
16,51,27.104,8112.0,0,0
16,51,27.119,8102.0,0,0
16,51,27.135,8106.0,0,0
16,51,27.15,8107.0,0,0
16,51,27.166,8108.0,0,0
16,51,27.182,8112.0,0,0
16,51,27.197,8095.0,0,0
16,51,27.213,8098.0,0,0
16,51,27.228,8099.0,0,0
16,51,27.244,8089.0,0,0
16,51,27.26,8112.0,0,0
16,51,27.275,8106.0,0,0
16,51,27.291,8106.0,0,0
16,51,27.306,8113.0,0,0
16,51,27.322,8099.0,0,0
16,51,27.338,8100.0,0,0
16,51,27.353,8100.0,0,0
16,51,27.369,8112.0,0,0
16,51,27.384,8095.0,0,0
16,51,27.4,8115.0,0,0
16,51,27.416,8115.0,0,0
16,51,27.431,8101.0,0,0
16,51,27.447,8095.0,0,0
16,51,27.462,8113.0,0,0
16,51,27.478,8113.0,0,0
16,51,27.494,8106.0,0,0
16,51,27.509,8112.0,0,0
16,51,27.525,8111.0,0,0
16,51,27.54,8111.0,0,0
16,51,27.556,8100.0,0,0
16,51,27.572,8103.0,0,0
16,51,27.587,8104.0,0,0
16,51,27.603,8104.0,0,0
16,51,27.618,8108.0,0,0
16,51,27.634,8098.0,0,0
16,51,27.65,8102.0,0,0
16,51,27.665,8102.0,0,0
16,51,27.681,8103.0,0,0
16,51,27.696,8104.0,0,0
16,51,27.712,8101.0,0,0
16,51,27.728,8101.0,0,0
16,51,27.743,8105.0,0,0
16,51,27.759,8112.0,0,0
16,51,27.774,8111.0,0,0
16,51,27.79,8111.0,0,0
16,51,27.806,8117.0,0,0
16,51,27.821,8121.0,0,0
16,51,27.837,8110.0,0,0
16,51,27.852,8110.0,0,0
16,51,27.868,8119.0,0,0
16,51,27.884,8106.0,0,0
16,51,27.899,8108.0,0,0
16,51,27.915,8108.0,0,0
16,51,27.93,8116.0,0,0
16,51,27.946,8105.0,0,0
16,51,27.962,8104.0,0,0
16,51,27.977,8104.0,0,0
16,51,27.993,8101.0,0,0
16,51,28.008,8112.0,0,0
16,51,28.024,8111.0,0,0
16,51,28.04,8111.0,0,0
16,51,28.055,8102.0,0,0
16,51,28.071,8097.0,0,0
16,51,28.086,8107.0,0,0
16,51,28.102,8107.0,0,0
16,51,28.118,8113.0,0,0
16,51,28.133,8103.0,0,0
16,51,28.149,8106.0,0,0
16,51,28.164,8104.0,0,0
16,51,28.18,8100.0,0,0
16,51,28.196,8117.0,0,0
16,51,28.211,8109.0,0,0
16,51,28.227,8109.0,0,0
16,51,28.242,8109.0,0,0
16,51,28.258,8109.0,0,0
16,51,28.274,8109.0,0,0
16,51,28.289,8107.0,0,0
16,51,28.305,8103.0,0,0
16,51,28.32,8111.0,0,0
16,51,28.336,8111.0,0,0
16,51,28.352,8112.0,0,0
16,51,28.367,8116.0,0,0
16,51,28.383,8099.0,0,0
16,51,28.398,8116.0,0,0
16,51,28.414,8116.0,0,0
16,51,28.43,8119.0,0,0
16,51,28.445,8093.0,0,0
16,51,28.461,8093.0,0,0
16,51,28.476,8098.0,0,0
16,51,28.492,8104.0,0,0
16,51,28.508,8104.0,0,0
16,51,28.523,8104.0,0,0
16,51,28.539,8107.0,0,0
16,51,28.554,8111.0,0,0
16,51,28.57,8100.0,0,0
16,51,28.586,8104.0,0,0
16,51,28.601,8103.0,0,0
16,51,28.617,8103.0,0,0
16,51,28.632,8098.0,0,0
16,51,28.648,8098.0,0,0
16,51,28.664,8103.0,0,0
