AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Time(s)
0.016,0.9695,0.108,-0.1618,0.1526,0.0235,-3.2813,1.26,-14.3587,0,0,0,1.6187269888874223
0.0232,0.9495,0.1075,-0.1626,0.1495,0.0237,-2.7213,1.155,-14.3587,0,0,0,1.6304621033099196
0.0215,0.9745,0.1042,-0.1626,0.1495,0.0262,-2.4237,1.2687,-13.7287,0,0,0,1.6427252589507766
0.0264,0.9714,0.1068,-0.1632,0.1483,0.0262,-3.1238,1.8463,-13.1512,0,0,0,1.6549763814807594
0.0282,0.9662,0.1069,-0.1619,0.1486,0.0278,-3.29,1.8025,-12.3462,0,0,0,1.667150704450163
0.0341,0.9611,0.1109,-0.1619,0.1486,0.0278,-3.1412,2.1263,-12.5825,0,0,0,1.6756959827459348
0.0327,0.9593,0.1076,-0.1628,0.1486,0.0283,-3.2462,2.0738,-12.8625,0,0,0,1.6878869397215468
0.0207,0.9639,0.1099,-0.1628,0.1486,0.0283,-3.0538,2.2138,-12.9675,0,0,0,1.7000750653769532
0.0181,0.9674,0.1064,-0.1638,0.1494,0.0282,-2.5288,2.6775,-13.125,0,0,0,1.7122734545681053
0.0192,0.9704,0.1052,-0.1638,0.1494,0.0282,-2.975,2.5813,-11.7687,0,0,0,1.724879907783901
0.0273,0.9684,0.1095,-0.1646,0.1492,0.0275,-3.29,2.4763,-10.7275,0,0,0,1.7371519113004008
0.0363,0.9664,0.1066,-0.1657,0.1466,0.0215,-0.5338,2.695,-10.2725,0,0,0,1.746270531937823
0.0385,0.9673,0.103,-0.1657,0.1466,0.0215,-2.24,3.01,-10.535,0,0,0,1.7582852392306314
0.0404,0.9654,0.1024,-0.1653,0.1484,0.0284,-1.61,3.1675,-12.32,0,0,0,1.7703749765088903
0.0366,0.9676,0.0972,-0.1653,0.1484,0.0284,-1.5225,3.3688,-13.3875,0,0,0,1.7824424171405295
0.0326,0.9728,0.0956,-0.1661,0.1482,0.0332,-1.8725,3.64,-14.385,0,0,0,1.794575332051925
0.0328,0.9701,0.0992,-0.1661,0.1482,0.0332,-1.3387,3.2462,-15.6187,0,0,0,1.806446349844295
0.0303,0.9683,0.103,-0.1654,0.1487,0.0246,-1.855,3.1325,-15.8463,0,0,0,1.815740158419444
0.0232,0.9706,0.1016,-0.1666,0.148,0.0264,-2.1875,3.1063,-15.8025,0,0,0,1.8279102344085392
0.0213,0.9681,0.1061,-0.1666,0.148,0.0264,-2.7738,3.4125,-15.015,0,0,0,1.8399734280598699
0.0204,0.9687,0.1017,-0.1622,0.149,0.0265,-2.0213,2.345,-14.805,0,0,0,1.8519619456407757
0.0215,0.9684,0.1059,-0.1622,0.149,0.0265,-2.415,2.1613,-13.9912,0,0,0,1.8640484976838032
0.0268,0.9666,0.1098,-0.167,0.1495,0.0254,-2.66,1.8463,-14.5513,0,0,0,1.8733663724807001
0.0266,0.9659,0.1057,-0.1656,0.1478,0.0251,-2.17,1.4787,-15.0937,0,0,0,1.8853771867082258
0.0267,0.9658,0.1,-0.1656,0.1478,0.0251,-2.4325,1.6013,-15.33,0,0,0,1.8973922479160599
0.0291,0.9719,0.1031,-0.167,0.1492,0.027,-2.0213,1.645,-16.1262,0,0,0,1.9094749068938046
0.0256,0.97,0.1013,-0.167,0.1492,0.027,-1.5575,1.68,-16.66,0,0,0,1.9215763233679122
0.0242,0.9705,0.1003,-0.1626,0.1466,0.0238,-2.0125,1.1638,-16.4587,0,0,0,1.9335906767456947
0.0239,0.9709,0.1059,-0.1626,0.1466,0.0246,-1.82,1.3125,-16.31,0,0,0,1.9429212924835173
0.0309,0.9706,0.1012,-0.1655,0.1488,0.0246,-1.3125,0.8663,-16.03,0,0,0,1.9549498024623284
0.0353,0.9676,0.1026,-0.1647,0.1468,0.026,-2.24,0.8838,-16.5725,0,0,0,1.9669758350359596
0.0308,0.9642,0.1038,-0.1647,0.1468,0.026,-1.9425,1.1287,-17.045,0,0,0,1.9790369051971362
0.0293,0.9651,0.1023,-0.1635,0.1494,0.026,-1.4787,0.9538,-18.1912,0,0,0,1.991092666632927
0.0195,0.9709,0.0992,-0.1635,0.1494,0.026,-1.9075,1.2687,-18.235,0,0,0,2.0030433153060816
0.0093,0.9708,0.1021,-0.1623,0.149,0.0174,-2.31,1.1462,-17.85,0,0,0,2.0124089686314495
0.0109,0.9711,0.1025,-0.1632,0.148,0.0273,-1.925,0.5425,-17.1063,0,0,0,2.0245121546806852
0.0139,0.9698,0.1025,-0.1632,0.148,0.0273,-1.8025,0.5425,-16.7562,0,0,0,2.036616048559973
0.0206,0.9748,0.1019,-0.162,0.1495,0.0253,-1.9162,0.2013,-15.8375,0,0,0,2.0486279245325756
0.0234,0.9733,0.0976,-0.162,0.1495,0.0253,-2.1875,0.35,-15.365,0,0,0,2.060647586635744
0.0256,0.9694,0.1012,-0.1649,0.1502,0.0218,-2.485,0.315,-15.54,0,0,0,2.069991297229518
0.0177,0.97,0.0963,-0.1628,0.15,0.0277,-2.0913,0.5688,-15.8638,0,0,0,2.0820360872995116
0.0167,0.973,0.0977,-0.1628,0.15,0.0277,-1.5312,0.315,-15.3037,0,0,0,2.0940854782648395
0.0169,0.9791,0.0976,-0.1648,0.149,0.0248,-2.8438,0.63,-15.3562,0,0,0,2.1060690410353855
0.0195,0.9756,0.1003,-0.1648,0.149,0.0248,-2.8525,0.7613,-15.3912,0,0,0,2.1181318807716902
0.0224,0.9722,0.1031,-0.1627,0.1507,0.0219,-3.0188,0.8575,-14.0437,0,0,0,2.1304261809348097
0.0245,0.9719,0.0991,-0.1627,0.1507,0.0219,-3.3425,1.1725,-14.4287,0,0,0,2.1395101178997122
0.0264,0.9706,0.0962,-0.1635,0.1498,0.0242,-2.9488,1.3037,-14.245,0,0,0,2.1517031983654786
0.0289,0.9715,0.094,-0.1651,0.1482,0.0264,-3.3688,1.8112,-14.7875,0,0,0,2.1635600595568203
0.029,0.9717,0.103,-0.1651,0.1482,0.0264,-2.9575,2.03,-15.3212,0,0,0,2.1756214836330225
0.0254,0.9744,0.1016,-0.1634,0.149,0.0262,-3.7013,1.7675,-15.5925,0,0,0,2.1876804303040447
0.0178,0.97,0.1036,-0.1634,0.149,0.0262,-4.2438,2.1613,-15.155,0,0,0,2.199751764000967
0.0095,0.9637,0.1084,-0.1631,0.1503,0.0223,-3.6575,2.4063,-15.9687,0,0,0,2.2090360168704213
0.0117,0.9597,0.1035,-0.1642,0.1493,0.0235,-2.8263,2.1438,-15.1025,0,0,0,2.221086823495852
0.0115,0.9635,0.0994,-0.1642,0.1493,0.0235,-1.8375,1.0325,-14.8575,0,0,0,2.2331627580881084
0.0167,0.9706,0.1005,-0.1653,0.1482,0.0252,-1.6362,0.6212,-14.6912,0,0,0,2.245234799615082
0.0306,0.9727,0.0992,-0.1653,0.1482,0.0252,-1.5575,0.2538,-14.5338,0,0,0,2.2572778201099473
0.0367,0.9738,0.0981,-0.1637,0.1492,0.0206,-1.6187,0.385,-15.1025,0,0,0,2.2666063123576152
0.0342,0.9742,0.0958,-0.1637,0.1492,0.0206,-1.855,1.0325,-15.9337,0,0,0,2.2786263283758097
0.0325,0.9742,0.098,-0.1639,0.1487,0.0314,-2.2488,0.9275,-15.8463,0,0,0,2.2906845672167804
0.0325,0.9683,0.0997,-0.1625,0.1484,0.0258,-2.4588,1.19,-16.59,0,0,0,2.3027435138878025
0.019,0.9616,0.0977,-0.1625,0.1484,0.0258,-2.7738,2.1088,-16.9137,0,0,0,2.3146722198293634
0.019,0.9626,0.1007,-0.1632,0.1488,0.0249,-2.8,2.2575,-16.4762,0,0,0,2.326784253754242
0.0226,0.9635,0.101,-0.1632,0.1488,0.0249,-2.5463,1.9687,-15.7675,0,0,0,2.3361389357138127
0.0212,0.9654,0.1044,-0.1623,0.1498,0.0225,-2.5988,1.7413,-15.7237,0,0,0,2.3481681535226753
0.0235,0.9683,0.1029,-0.1627,0.1481,0.0246,-2.5813,1.82,-14.4112,0,0,0,2.3601991409066665
0.0286,0.9667,0.1054,-0.1627,0.1481,0.0246,-2.4325,1.715,-13.9387,0,0,0,2.372293125165234
0.0322,0.9689,0.1004,-0.1637,0.1496,0.0243,-2.5638,1.575,-13.6237,0,0,0,2.384293321941988
0.0296,0.9686,0.1041,-0.1637,0.1496,0.0243,-2.5725,2.0125,-14.0175,0,0,0,2.396328202391262
0.0261,0.9702,0.0974,-0.1641,0.149,0.0256,-2.6338,1.855,-14.455,0,0,0,2.405703411422324
0.019,0.9734,0.0965,-0.1641,0.149,0.0256,-2.275,1.7062,-14.3675,0,0,0,2.4177036081990786
0.017,0.9717,0.1016,-0.1635,0.1498,0.0268,-2.345,1.75,-14.6212,0,0,0,2.429734241668044
0.0165,0.9725,0.0987,-0.1625,0.1478,0.0253,-2.2313,1.7413,-14.0963,0,0,0,2.441754611601264
0.0217,0.9799,0.0983,-0.1625,0.1478,0.0253,-1.8375,1.4262,-14.2625,0,0,0,2.4538436410494713
0.0279,0.9756,0.1035,-0.1662,0.1486,0.0248,-3.29,1.3125,-13.7025,0,0,0,2.463271583419364
0.0296,0.9704,0.1012,-0.1662,0.1486,0.0248,-3.1588,1.82,-13.8687,0,0,0,2.475203474596156
0.0286,0.9645,0.0996,-0.1643,0.1479,0.0194,-2.7738,1.6362,-13.8075,0,0,0,2.4872319845749673
0.0284,0.9643,0.1055,-0.1649,0.1479,0.0239,-2.5288,1.4787,-14.1662,0,0,0,2.499274297239781
0.0276,0.963,0.1038,-0.1649,0.1479,0.0239,-2.6863,1.645,-14.8837,0,0,0,2.511384915504557
0.027,0.9674,0.1057,-0.1632,0.1487,0.0254,-2.3975,1.5925,-15.2687,0,0,0,2.5233946679870054
0.0269,0.9717,0.1057,-0.1632,0.1487,0.0254,-2.345,1.4,-15.3212,0,0,0,2.5327005096730284
0.0234,0.9744,0.0996,-0.1638,0.1509,0.0222,-2.1263,1.0762,-15.6187,0,0,0,2.5447983869968787
0.0247,0.977,0.1014,-0.1638,0.149,0.0211,-2.0563,0.9275,-15.47,0,0,0,2.556816633439944
0.0285,0.9767,0.1045,-0.1654,0.149,0.0211,-3.3775,0.7525,-15.3825,0,0,0,2.5688224928571097
0.0273,0.973,0.0998,-0.1655,0.1476,0.0251,-2.9838,0.7263,-15.225,0,0,0,2.5808846247633634
0.0268,0.9595,0.1035,-0.1655,0.1476,0.0251,-2.9838,1.085,-15.0062,0,0,0,2.592954188885157
0.0253,0.9566,0.1052,-0.1653,0.1492,0.0266,-3.4125,1.4262,-15.5575,0,0,0,2.6022699401918996
0.0181,0.9536,0.1022,-0.1653,0.1492,0.0266,-2.7475,1.33,-15.995,0,0,0,2.614278984844297
0.0099,0.9592,0.102,-0.1658,0.1494,0.0272,-2.1,0.9013,-15.4962,0,0,0,2.626342532410653
0.0121,0.9643,0.1024,-0.1653,0.1498,0.0255,-1.68,0.595,-15.3912,0,0,0,2.6384099730422923
0.0181,0.9654,0.1,-0.1653,0.1498,0.0255,-1.89,0.7088,-15.2862,0,0,0,2.650486969379626
0.024,0.9669,0.0993,-0.1646,0.1476,0.0264,-1.365,0.1837,-15.12,0,0,0,2.662463099934632
