Hour,Minute,Second,IR1,Blinks
14,27,39.253,10251.0,0,0
14,27,39.253,10265.0,0,0
14,27,39.268,10265.0,0,0
14,27,39.284,10265.0,0,0
14,27,39.284,10265.0,0,0
14,27,39.3,10261.0,0,0
14,27,39.315,10275.0,0,0
14,27,39.315,10275.0,0,0
14,27,39.331,10266.0,0,0
14,27,39.331,10272.0,0,0
14,27,39.346,10274.0,0,0
14,27,39.362,10255.0,0,0
14,27,39.362,10255.0,0,0
14,27,39.378,10282.0,0,0
14,27,39.378,10279.0,0,0
14,27,39.393,10279.0,0,0
14,27,39.393,10267.0,0,0
14,27,39.409,10267.0,0,0
14,27,39.424,10269.0,0,0
14,27,39.424,10270.0,0,0
14,27,39.44,10270.0,0,0
14,27,39.44,10271.0,0,0
14,27,39.456,10257.0,0,0
14,27,39.471,10257.0,0,0
14,27,39.471,10271.0,0,0
14,27,39.487,10271.0,0,0
14,27,39.487,10273.0,0,0
14,27,39.502,10267.0,0,0
14,27,39.518,10267.0,0,0
14,27,39.518,10265.0,0,0
14,27,39.534,10268.0,0,0
14,27,39.534,10270.0,0,0
14,27,39.549,10289.0,0,0
14,27,39.549,10289.0,0,0
14,27,39.565,10284.0,0,0
14,27,39.58,10279.0,0,0
14,27,39.58,10279.0,0,0
14,27,39.596,10269.0,0,0
14,27,39.596,10273.0,0,0
14,27,39.612,10287.0,0,0
14,27,39.627,10272.0,0,0
14,27,39.643,10272.0,0,0
14,27,39.658,10270.0,0,0
14,27,39.674,10278.0,0,0
14,27,39.674,10278.0,0,0
14,27,39.69,10281.0,0,0
14,27,39.69,10281.0,0,0
14,27,39.705,10285.0,0,0
14,27,39.721,10286.0,0,0
14,27,39.721,10286.0,0,0
14,27,39.736,10304.0,0,0
14,27,39.736,10292.0,0,0
14,27,39.752,10288.0,0,0
14,27,39.768,10288.0,0,0
14,27,39.768,10288.0,0,0
14,27,39.783,10296.0,0,0
14,27,39.783,10317.0,0,0
14,27,39.799,10317.0,0,0
14,27,39.799,10307.0,0,0
14,27,39.814,10312.0,0,0
14,27,39.83,10328.0,0,0
14,27,39.83,10374.0,0,0
14,27,39.846,10374.0,0,0
14,27,39.846,10612.0,0,0
14,27,39.861,10857.0,0,0
14,27,39.877,10857.0,0,0
14,27,39.877,10763.0,0,0
14,27,39.892,10763.0,0,0
14,27,39.892,10707.0,0,0
14,27,39.908,10662.0,0,0
14,27,39.924,10662.0,0,0
14,27,39.924,10424.0,0,0
14,27,39.939,10352.0,0,0
14,27,39.939,10328.0,0,0
14,27,39.955,10424.0,0,0
14,27,39.97,10424.0,0,0
14,27,39.97,10664.0,0,0
14,27,39.986,10758.0,0,0
14,27,39.986,10758.0,0,0
14,27,40.002,10679.0,0,0
14,27,40.017,10630.0,0,0
14,27,40.017,10485.0,0,0
14,27,40.033,10326.0,0,0
14,27,40.033,10326.0,0,0
14,27,40.048,10285.0,0,0
14,27,40.064,10288.0,0,0
14,27,40.064,10288.0,0,0
14,27,40.08,10378.0,0,0
14,27,40.08,10378.0,0,0
14,27,40.095,10480.0,0,0
14,27,40.095,10494.0,0,0
14,27,40.111,10494.0,0,0
14,27,40.126,10402.0,0,0
14,27,40.126,10339.0,0,0
14,27,40.142,10319.0,0,0
14,27,40.158,10323.0,0,0
14,27,40.158,10323.0,0,0
14,27,40.173,10386.0,0,0
14,27,40.173,10475.0,0,0
14,27,40.189,10475.0,0,0
