AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Time(s)
-0.1477,0.9795,0.0299,-0.7096,0.0533,0.109,-3.4913,1.1025,-14.5687,0,0,0,1.6211736034601565
-0.1396,0.9554,0.0304,-0.7142,0.0526,0.1098,-3.1238,1.33,-15.0762,0,0,0,1.6305972988497408
-0.1388,0.9558,0.0325,-0.7142,0.0526,0.1098,-2.975,1.3737,-14.9537,0,0,0,1.6426788960824086
-0.1478,0.9786,0.0311,-0.7087,0.053,0.1126,-2.1788,1.05,-14.875,0,0,0,1.6547757116611816
-0.1463,0.9791,0.0295,-0.7087,0.053,0.1126,-2.4325,0.9975,-14.5687,0,0,0,1.6668973012917545
-0.148,0.9812,0.0321,-0.7116,0.053,0.1126,-2.3975,1.295,-14.6825,0,0,0,1.6790259692228415
-0.1468,0.9784,0.0287,-0.7116,0.053,0.1126,-2.2575,0.98,-14.6387,0,0,0,1.6911631311145459
-0.1458,0.98,0.0285,-0.7098,0.053,0.1106,-2.3625,1.1812,-14.56,0,0,0,1.7032238473606964
-0.146,0.9802,0.0295,-0.7095,0.057,0.1124,-2.9138,1.19,-14.2012,0,0,0,1.7125756980000617
-0.1465,0.9795,0.0332,-0.7095,0.057,0.1124,-2.6425,1.19,-14.49,0,0,0,1.7253223015660386
-0.1495,0.9805,0.0296,-0.7106,0.0547,0.1097,-2.38,1.0412,-14.8575,0,0,0,1.7368277251368502
-0.148,0.9798,0.0273,-0.7106,0.0547,0.1097,-2.8788,1.4175,-15.33,0,0,0,1.7488767621871526
-0.146,0.9805,0.0287,-0.7113,0.0535,0.1126,-2.8612,1.33,-15.4175,0,0,0,1.7609990596477767
-0.1493,0.9801,0.026,-0.7113,0.0535,0.1126,-2.7213,1.0062,-14.665,0,0,0,1.7731100318275783
-0.1474,0.9792,0.0335,-0.7106,0.053,0.1135,-2.8263,1.365,-14.4637,0,0,0,1.7852581650850794
-0.1447,0.9785,0.0334,-0.7094,0.0527,0.111,-2.8,0.9887,-14.8837,0,0,0,1.794604706999059
-0.1473,0.9804,0.032,-0.7094,0.0527,0.111,-2.4675,1.2512,-14.9537,0,0,0,1.8067832769487713
-0.1488,0.98,0.029,-0.7103,0.0539,0.1114,-3.0275,1.0237,-15.1025,0,0,0,1.8188715985669275
-0.1475,0.9797,0.026,-0.7103,0.0539,0.1114,-2.73,1.295,-14.7437,0,0,0,1.8309061251011756
-0.1446,0.9785,0.0293,-0.7102,0.0534,0.1076,-2.9663,0.8838,-14.3238,0,0,0,1.843031961712057
-0.1493,0.9801,0.0307,-0.7102,0.0532,0.1106,-2.3975,1.4,-14.6737,0,0,0,1.8550841839975907
-0.1453,0.9798,0.0347,-0.7102,0.0532,0.1106,-2.2225,1.1375,-15.0587,0,0,0,1.8672078971183177
