AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Time(s)
-0.1465,0.9536,0.1828,-0.2895,0.0539,-0.0764,-2.7388,0.8925,-14.8312,0,0,0,1.6204545205195349
-0.1376,0.9383,0.1809,-0.2916,0.053,-0.0782,-2.7388,0.8925,-14.8312,0,0,0,1.6325687208085429
-0.1433,0.9581,0.1792,-0.2916,0.053,-0.0782,-2.66,0.8487,-14.4987,0,0,0,1.6447399016183528
-0.1468,0.952,0.1794,-0.2914,0.0534,-0.077,-2.7037,1.2687,-14.56,0,0,0,1.6569029423537627
-0.14,0.9624,0.1789,-0.2914,0.0534,-0.077,-3.22,1.1725,-14.2625,0,0,0,1.6690691683356769
-0.1444,0.9579,0.1843,-0.2903,0.054,-0.0819,-2.975,1.1375,-14.6125,0,0,0,1.6812099123455553
-0.1433,0.95,0.184,-0.2903,0.054,-0.0777,-3.6663,1.1725,-14.3325,0,0,0,1.6933895871460438
-0.1424,0.9568,0.1771,-0.2903,0.0515,-0.0777,-2.625,1.015,-14.5075,0,0,0,1.7055703236953672
-0.1434,0.9568,0.1784,-0.2918,0.0518,-0.0783,-2.5463,1.1638,-14.6737,0,0,0,1.7177843283748482
-0.1458,0.9597,0.1787,-0.2918,0.0518,-0.0783,-2.3275,0.3938,-14.9187,0,0,0,1.727168418493258
-0.1429,0.9568,0.1783,-0.291,0.0539,-0.0758,-2.66,0.7613,-14.56,0,0,0,1.7392900510241098
-0.1408,0.9539,0.1868,-0.2902,0.0526,-0.08,-2.6688,1.3387,-14.35,0,0,0,1.7515005165408082
-0.1419,0.9586,0.1865,-0.2902,0.0526,-0.08,-2.9225,1.575,-13.9387,0,0,0,1.7636943479924276
-0.1435,0.9546,0.1809,-0.2904,0.0529,-0.0794,-2.8963,1.1375,-14.2712,0,0,0,1.7758202275186186
-0.1444,0.9604,0.1794,-0.2904,0.0529,-0.0794,-2.5113,1.2775,-14.3937,0,0,0,1.7879096536681476
-0.1458,0.958,0.1807,-0.2894,0.053,-0.0777,-3.0888,0.9625,-14.7962,0,0,0,1.8001084399476628
-0.1479,0.9542,0.1828,-0.291,0.053,-0.077,-2.0825,1.0412,-14.8837,0,0,0,1.8122626327761158
-0.1419,0.9543,0.1821,-0.291,0.053,-0.077,-2.6425,1.1987,-14.7962,0,0,0,1.8244373527487083
-0.1448,0.9553,0.1851,-0.2917,0.0527,-0.0786,-2.4413,0.8487,-14.8925,0,0,0,1.8365632322748995
-0.1405,0.9558,0.1828,-0.2917,0.0527,-0.0786,-2.2225,1.19,-14.1925,0,0,0,1.8487690968799801
-0.1414,0.9562,0.1758,-0.2917,0.0522,-0.0802,-2.5725,1.5925,-14.07,0,0,0,1.8581666358169644
-0.1459,0.9573,0.1792,-0.2917,0.0531,-0.0804,-3.325,1.365,-14.4987,0,0,0,1.8703678995104276
-0.1427,0.9583,0.1805,-0.2917,0.0531,-0.0804,-3.1588,1.1287,-14.9975,0,0,0,1.8825065200226365
-0.1442,0.9575,0.1801,-0.29,0.0522,-0.0802,-2.9838,0.7263,-14.6912,0,0,0,1.8947067219672649
-0.1451,0.9574,0.1815,-0.29,0.0522,-0.0802,-3.955,0.8838,-14.49,0,0,0,1.9067922550377328
-0.1428,0.9582,0.1793,-0.2923,0.0531,-0.0808,-3.0538,1.3825,-14.9012,0,0,0,1.9189729915870561
-0.1403,0.9538,0.1851,-0.2912,0.053,-0.0768,-2.73,0.8312,-14.6037,0,0,0,1.9311512507224315
-0.1432,0.9532,0.1758,-0.2912,0.053,-0.0768,-2.1525,1.0062,-14.6125,0,0,0,1.9432941182299797
-0.1454,0.9565,0.1825,-0.293,0.0519,-0.079,-2.3975,1.19,-14.1225,0,0,0,1.9554691921188507
-0.1418,0.9589,0.1789,-0.293,0.0519,-0.079,-2.94,1.1375,-14.175,0,0,0,1.9676534678309567
-0.1435,0.9592,0.1803,-0.2909,0.0533,-0.0778,-3.045,1.6362,-14.3062,0,0,0,1.9798296034686627
-0.141,0.9566,0.1854,-0.2916,0.0526,-0.0807,-3.1412,0.8925,-14.84,0,0,0,1.9893449965263117
-0.1401,0.9567,0.1812,-0.2916,0.0526,-0.0807,-2.625,0.7962,-14.63,0,0,0,2.0014096485363613
-0.1424,0.957,0.1783,-0.2902,0.0538,-0.0795,-3.29,1.3737,-14.3587,0,0,0,2.0135511003787965
-0.1449,0.9567,0.1765,-0.2902,0.0538,-0.0795,-2.9488,1.6975,-14.9012,0,0,0,2.02573183692812
-0.144,0.9586,0.1826,-0.2929,0.0536,-0.077,-3.045,1.2862,-14.7087,0,0,0,2.0378623173659283
-0.1477,0.9557,0.1792,-0.2915,0.053,-0.0787,-2.6688,1.1812,-14.1487,0,0,0,2.0500313746780687
