Hour,Minute,Second,IR1,Blinks
19,35,2.652,47244.0,0,0
19,35,2.672,47251.0,0,0
19,35,2.672,47251.0,0,0
19,35,2.682,47258.0,0,0
19,35,2.692,47249.0,0,0
19,35,2.702,47251.0,0,0
19,35,2.712,47251.0,0,0
19,35,2.722,47254.0,0,0
19,35,2.732,47260.0,0,0
19,35,2.732,47243.0,0,0
19,35,2.742,47245.0,0,0
19,35,2.752,47254.0,0,0
19,35,2.762,47258.0,0,0
19,35,2.772,47258.0,0,0
19,35,2.772,47256.0,0,0
19,35,2.782,47252.0,0,0
19,35,2.792,47267.0,0,0
19,35,2.792,47253.0,0,0
19,35,2.802,47254.0,0,0
19,35,2.812,47255.0,0,0
19,35,2.822,47258.0,0,0
19,35,2.832,47240.0,0,0
19,35,2.832,47248.0,0,0
19,35,2.842,47256.0,0,0
19,35,2.852,47255.0,0,0
19,35,2.862,47251.0,0,0
19,35,2.872,47250.0,0,0
19,35,2.872,47249.0,0,0
19,35,2.882,47273.0,0,0
19,35,2.892,47254.0,0,0
19,35,2.902,47248.0,0,0
19,35,2.912,47247.0,0,0
19,35,2.922,47260.0,0,0
19,35,2.932,47264.0,0,0
19,35,2.932,47249.0,0,0
19,35,2.942,47245.0,0,0
19,35,2.952,47256.0,0,0
19,35,2.962,47249.0,0,0
19,35,2.962,47265.0,0,0
19,35,2.972,47265.0,0,0
19,35,2.982,47245.0,0,0
19,35,2.992,47255.0,0,0
19,35,2.992,47257.0,0,0
19,35,3.002,47257.0,0,0
19,35,3.012,47249.0,0,0
19,35,3.022,47249.0,0,0
19,35,3.022,47258.0,0,0
19,35,3.032,47258.0,0,0
19,35,3.042,47271.0,0,0
19,35,3.052,47249.0,0,0
19,35,3.062,47259.0,0,0
19,35,3.062,47259.0,0,0
19,35,3.072,47258.0,0,0
19,35,3.082,47260.0,0,0
19,35,3.092,47256.0,0,0
19,35,3.102,47256.0,0,0
19,35,3.102,47270.0,0,0
19,35,3.112,47246.0,0,0
19,35,3.122,47254.0,0,0
19,35,3.132,47254.0,0,0
19,35,3.142,47259.0,0,0
19,35,3.142,47247.0,0,0
19,35,3.152,47261.0,0,0
19,35,3.162,47261.0,0,0
19,35,3.172,47260.0,0,0
19,35,3.182,47248.0,0,0
19,35,3.182,47256.0,0,0
19,35,3.192,47258.0,0,0
19,35,3.202,47265.0,0,0
19,35,3.212,47252.0,0,0
19,35,3.225,47252.0,0,0
19,35,3.233,47253.0,0,0
19,35,3.235,47256.0,0,0
19,35,3.245,47257.0,0,0
19,35,3.255,47242.0,0,0
19,35,3.255,47255.0,0,0
19,35,3.265,47268.0,0,0
19,35,3.275,47263.0,0,0
19,35,3.285,47248.0,0,0
19,35,3.295,47247.0,0,0
19,35,3.295,47246.0,0,0
19,35,3.305,47250.0,0,0
19,35,3.315,47257.0,0,0
19,35,3.325,47253.0,0,0
19,35,3.335,47250.0,0,0
19,35,3.335,47253.0,0,0
19,35,3.345,47256.0,0,0
19,35,3.355,47254.0,0,0
19,35,3.365,47254.0,0,0
19,35,3.375,47249.0,0,0
19,35,3.375,47263.0,0,0
19,35,3.385,47253.0,0,0
19,35,3.395,47250.0,0,0
19,35,3.405,47261.0,0,0
19,35,3.415,47253.0,0,0
19,35,3.415,47252.0,0,0
19,35,3.425,47252.0,0,0
19,35,3.435,47258.0,0,0
19,35,3.445,47262.0,0,0
19,35,3.455,47254.0,0,0
19,35,3.467,47254.0,0,0
19,35,3.469,47257.0,0,0
19,35,3.479,47258.0,0,0
19,35,3.489,47256.0,0,0
19,35,3.489,47256.0,0,0
19,35,3.499,47256.0,0,0
19,35,3.509,47262.0,0,0
19,35,3.519,47266.0,0,0
19,35,3.529,47266.0,0,0
19,35,3.529,47244.0,0,0
19,35,3.539,47253.0,0,0
19,35,3.549,47255.0,0,0
19,35,3.559,47255.0,0,0
19,35,3.559,47269.0,0,0
19,35,3.569,47244.0,0,0
