AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Time(s)
-0.0402,0.9881,-0.0414,-0.5142,0.2299,-0.0488,7.0788,-1.715,-18.9263,0,0,0,1.6195379583273464
-0.0497,0.9728,-0.0195,-0.5113,0.2317,-0.0486,5.3375,-0.98,-18.935,0,0,0,1.6317596669811782
-0.0644,1.012,-0.038,-0.5113,0.2317,-0.0486,4.1388,-1.0237,-19.3725,0,0,0,1.6439505851258482
-0.0763,0.9914,-0.0636,-0.5104,0.2286,-0.0504,4.4888,-1.0412,-17.4825,0,0,0,1.6561800798854451
-0.0856,0.9678,-0.073,-0.5104,0.2286,-0.0504,4.6025,-1.4437,-16.9837,0,0,0,1.6684032041948706
-0.0894,0.9612,-0.0752,-0.5106,0.2306,-0.0538,4.795,-2.2225,-16.555,0,0,0,1.6810775687247703
-0.0816,0.9724,-0.0618,-0.5111,0.2285,-0.055,5.3812,-3.1937,-16.1437,0,0,0,1.6928225553574425
-0.054,0.9839,-0.0504,-0.5111,0.2285,-0.055,5.6262,-3.3775,-16.3362,0,0,0,1.7050386013888996
-0.0471,0.9844,-0.0493,-0.5128,0.2307,-0.055,4.8913,-4.13,-16.3625,0,0,0,1.7172369517254364
-0.0134,1.0598,-0.0687,-0.5128,0.2307,-0.055,3.99,-3.8238,-16.6425,0,0,0,1.7294908665440236
-0.003,0.9733,-0.1075,-0.5098,0.231,-0.053,1.435,-3.8325,-18.5675,0,0,0,1.741758584004649
-0.0131,1.0037,-0.0645,-0.5084,0.2319,-0.0575,0.1312,-4.375,-18.4013,0,0,0,1.753879781111332
-0.0561,1.0025,-0.0676,-0.5084,0.2319,-0.0575,-0.8225,-4.41,-20.0812,0,0,0,1.7661881986702748
-0.0708,0.9872,-0.0745,-0.5094,0.2302,-0.0567,-3.78,-4.2788,-19.88,0,0,0,1.7784870605539602
-0.0951,0.9548,-0.0748,-0.5065,0.2308,-0.062,-2.9838,-5.3375,-20.2562,0,0,0,1.790762918034249
-0.083,0.9735,-0.0655,-0.5065,0.2308,-0.062,-1.505,-6.0637,-21.0613,0,0,0,1.8029874579992682
-0.0449,0.9889,-0.0615,-0.5067,0.2321,-0.0586,-1.68,-6.3963,-20.79,0,0,0,1.8152941059887187
-0.0409,0.9802,-0.0705,-0.5067,0.2321,-0.0586,-2.31,-5.67,-21.0875,0,0,0,1.827577395660874
-0.035,0.9764,-0.0758,-0.5042,0.2294,-0.0614,-3.2638,-4.7163,-22.1287,0,0,0,1.8398458209492963
-0.033,0.9902,-0.0833,-0.5075,0.2314,-0.0587,-3.885,-4.06,-22.7938,0,0,0,1.8520806244173693
-0.0636,0.9819,-0.0763,-0.5075,0.2314,-0.0587,-4.6025,-2.9663,-21.8663,0,0,0,1.8643582514671502
-0.0751,0.9775,-0.073,-0.503,0.2289,-0.0586,-5.2762,-2.3975,-21.4288,0,0,0,1.8766380020003213
-0.0784,0.9739,-0.0676,-0.503,0.2289,-0.0586,-4.7688,-1.82,-21.7962,0,0,0,1.888942172592483
-0.0696,0.9858,-0.0625,-0.5008,0.2294,-0.0614,-4.515,-1.7413,-21.3937,0,0,0,1.9011808691134386
-0.0655,0.9894,-0.0695,-0.4986,0.2287,-0.0582,-4.6638,-1.8637,-22.19,0,0,0,1.913468405752375
-0.0657,0.975,-0.0713,-0.4986,0.2287,-0.0582,-4.935,-1.96,-21.8487,0,0,0,1.9257124109818067
-0.0692,0.9829,-0.0692,-0.4986,0.2302,-0.0604,-5.6262,-1.7937,-21.6737,0,0,0,1.938049849480419
-0.0697,0.9949,-0.072,-0.4966,0.2281,-0.058,-5.5475,-1.7413,-21.7787,0,0,0,1.9503313695830824
-0.0748,1.0072,-0.0733,-0.4966,0.2281,-0.058,-5.5825,-1.7062,-20.8337,0,0,0,1.962565819137257
-0.0734,1.0062,-0.0792,-0.4978,0.2282,-0.0575,-6.7638,-1.435,-18.97,0,0,0,1.9748494627233109
-0.0623,0.9892,-0.085,-0.4978,0.2282,-0.0575,-7.875,-0.28,-16.4325,0,0,0,1.9871500941764884
-0.0709,0.9872,-0.0829,-0.495,0.2283,-0.0591,-8.2775,0.3063,-16.2925,0,0,0,1.999403301167279
-0.0709,0.9825,-0.0737,-0.4962,0.228,-0.0554,-7.9625,0.1225,-16.5725,0,0,0,2.011434958057664
-0.0577,0.9831,-0.0596,-0.4962,0.228,-0.0554,-7.4812,0.5513,-16.765,0,0,0,2.021049736935799
-0.0557,0.9826,-0.056,-0.4978,0.2261,-0.0548,-7.455,1.2163,-16.345,0,0,0,2.0332420707360632
-0.0591,0.9803,-0.0544,-0.4978,0.229,-0.0586,-7.175,1.5925,-16.6163,0,0,0,2.04548041334312
-0.0634,0.9729,-0.0491,-0.4979,0.229,-0.0586,-7.0,1.7413,-16.905,0,0,0,2.057648680998292
-0.0741,0.9888,-0.0545,-0.4979,0.2279,-0.0562,-6.4313,1.925,-17.29,0,0,0,2.0699128593199334
-0.0747,0.9786,-0.0576,-0.4979,0.2279,-0.0562,-7.0788,2.9925,-17.2375,0,0,0,2.0821487245297017
-0.0814,0.9822,-0.0648,-0.4966,0.2276,-0.0517,-6.7375,3.325,-16.5375,0,0,0,2.0943948532425236
-0.0845,0.9789,-0.0606,-0.4978,0.2266,-0.0462,-7.4288,3.4038,-16.4587,0,0,0,2.1066123149295746
-0.0839,0.9754,-0.0492,-0.4978,0.2266,-0.0462,-7.42,3.2025,-16.485,0,0,0,2.118739528572531
-0.0789,0.9806,-0.0495,-0.4969,0.2258,-0.0518,-6.6588,2.1875,-16.2313,0,0,0,2.131453885372951
-0.0703,0.9742,-0.0479,-0.4969,0.2258,-0.0518,-5.915,1.4437,-16.1612,0,0,0,2.143188608502569
-0.0614,0.9728,-0.0461,-0.4946,0.2277,-0.0503,-5.4688,0.805,-16.3362,0,0,0,2.1554474781157342
-0.0613,0.9863,-0.042,-0.497,0.2274,-0.053,-5.9675,1.3212,-16.1612,0,0,0,2.1676274249295533
-0.0634,0.9764,-0.0522,-0.497,0.2274,-0.053,-6.1687,1.2337,-17.2287,0,0,0,2.1798703684172898
-0.0757,0.9889,-0.0536,-0.4956,0.2262,-0.051,-5.1887,1.4787,-17.9375,0,0,0,2.1921062336270585
-0.0852,0.9822,-0.0522,-0.4956,0.2262,-0.051,-5.5388,1.4437,-17.255,0,0,0,2.2043130778971567
-0.0833,0.9773,-0.0508,-0.4966,0.227,-0.0543,-5.2413,0.8663,-16.9925,0,0,0,2.216500810816741
-0.0809,0.9808,-0.0503,-0.4961,0.2252,-0.0488,-4.7337,0.1663,-17.0275,0,0,0,2.2286896054780208
-0.0718,0.9837,-0.0368,-0.4961,0.2252,-0.0488,-5.215,-0.455,-17.85,0,0,0,2.2409997926064555
-0.0799,0.9841,-0.0341,-0.4988,0.2263,-0.0518,-5.635,-0.63,-17.7975,0,0,0,2.253314934529468
-0.0755,0.9927,-0.0366,-0.4969,0.2264,-0.0535,-5.9588,-1.33,-18.5325,0,0,0,2.2655193014022776
-0.072,0.9977,-0.049,-0.4969,0.2264,-0.0535,-7.3763,-1.54,-18.27,0,0,0,2.2778004675910424
-0.0754,0.988,-0.0512,-0.4936,0.2262,-0.049,-7.7613,-0.5688,-17.675,0,0,0,2.2900862346604867
-0.0725,0.9941,-0.0568,-0.4936,0.2262,-0.049,-8.1725,-0.5075,-17.4737,0,0,0,2.302376248696712
-0.0739,0.9882,-0.051,-0.4972,0.2253,-0.0494,-7.7263,-0.2538,-17.29,0,0,0,2.3145321293654395
-0.0759,0.9918,-0.0423,-0.4941,0.2243,-0.0462,-9.66,0.5163,-17.2112,0,0,0,2.3240991298672893
-0.0889,0.9852,-0.0351,-0.4941,0.2243,-0.0462,-10.0975,0.7875,-17.1325,0,0,0,2.3363962221814827
-0.0885,0.9734,-0.0307,-0.4938,0.225,-0.0477,-9.695,-0.28,-17.7887,0,0,0,2.348697207548559
-0.101,0.973,-0.0287,-0.4938,0.225,-0.0477,-9.8175,-1.7413,-17.7537,0,0,0,2.3609783737373236
-0.0913,0.9748,-0.018,-0.4962,0.2238,-0.0469,-8.9512,-2.24,-17.6487,0,0,0,2.3732029137023427
-0.0871,0.9798,-0.0137,-0.495,0.2246,-0.0461,-8.2075,-2.94,-17.4212,0,0,0,2.38551026951959
