-9386	-9132	10059	-574	11605	1372	-332	128	-1108
-9361	-9201	10092	-539	11611	1355	-389	62	-1198
-9387	-9139	10021	-617	11631	1353	-329	88	-1157
-9421	-9087	10055	-576	11581	1361	-453	139	-1108
-9382	-9076	9932	-558	11620	1367	-398	233	-1053
-9376	-9085	10048	-542	11616	1366	-443	163	-1130
-9447	-9064	9934	-572	11630	1403	-374	192	-1084
-9375	-9128	10052	-569	11596	1358	-310	219	-1081
-9407	-9104	10070	-585	11635	1366	-414	202	-1065
