AcclX,AcclY,AcclZ,MagX,MagY,MagZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Time Elapsed(s)
0.184,0.9282,-0.3337,0.0426,0.1247,-0.0522,-2.3187,-0.2887,-8.9862,0,0,0,0.0
0.1887,0.9282,-0.3337,0.0449,0.1251,-0.0494,-2.3187,-0.2887,-8.9862,0,0,0,0.01600000000325963
0.1916,0.9279,-0.3316,0.0449,0.1251,-0.0494,-1.3038,-0.63,-9.1875,0,0,0,0.01600000000325963
0.1937,0.9317,-0.3298,0.0449,0.1251,-0.0494,-0.63,-0.315,-8.715,0,0,0,0.031000000002677552
0.2009,0.9297,-0.3285,0.0453,0.1278,-0.0518,-0.2275,-0.3237,-8.085,0,0,0,0.031000000002677552
0.1991,0.9295,-0.3306,0.0453,0.1278,-0.0518,-0.2275,-0.3237,-8.085,0,0,0,0.04700000000593718
0.1991,0.9295,-0.3306,0.0454,0.1256,-0.0547,0.1663,0.2275,-7.6125,0,0,0,0.04700000000593718
0.2064,0.9313,-0.3273,0.0454,0.1256,-0.0547,0.8225,1.295,-6.9563,0,0,0,0.06400000000576256
0.2044,0.9347,-0.325,0.0454,0.1256,-0.0547,0.8225,1.6013,-6.2387,0,0,0,0.07100000000355067
0.1995,0.9378,-0.325,0.0458,0.1262,-0.0506,0.105,1.6013,-6.2387,0,0,0,0.07800000000133878
0.1961,0.9376,-0.3293,0.0458,0.1262,-0.0506,0.0875,2.1875,-5.985,0,0,0,0.08600000000296859
0.1961,0.9419,-0.3276,0.045,0.1263,-0.051,0.0088,2.2225,-6.1337,0,0,0,0.0940000000045984
0.1959,0.9419,-0.3276,0.045,0.1263,-0.051,0.0088,2.2225,-6.1337,0,0,0,0.10200000000622822
0.1953,0.9461,-0.3284,0.0454,0.1275,-0.0555,-0.5163,1.6625,-5.9763,0,0,0,0.10500000000320142
0.1898,0.9423,-0.327,0.0454,0.1275,-0.0555,-1.2425,1.7763,-5.7663,0,0,0,0.10500000000320142
0.1869,0.9401,-0.3299,0.0454,0.1275,-0.0555,-1.4175,1.4262,-6.3787,0,0,0,0.12000000000261934
0.1906,0.9396,-0.3268,0.0468,0.1264,-0.0498,-1.4175,1.4262,-6.3787,0,0,0,0.12000000000261934
0.1906,0.9396,-0.3268,0.0468,0.1264,-0.0498,-2.1263,0.8225,-5.8187,0,0,0,0.13600000000587897
0.1916,0.9364,-0.3317,0.0466,0.1265,-0.0438,-2.2225,0.98,-5.5563,0,0,0,0.13600000000587897
0.192,0.9362,-0.3297,0.0466,0.1265,-0.0438,-2.5463,0.8838,-5.5912,0,0,0,0.1510000000052969
0.1905,0.9318,-0.3306,0.0466,0.1265,-0.0438,-2.5463,0.8838,-5.5912,0,0,0,0.1510000000052969
0.1875,0.9296,-0.3343,0.0452,0.1276,-0.0598,-1.8025,0.2887,-5.4687,0,0,0,0.16700000000128057
0.1875,0.9332,-0.3362,0.0452,0.1276,-0.0598,-1.2163,-0.1488,-5.3025,0,0,0,0.1830000000045402
0.1874,0.9332,-0.3362,0.0467,0.1266,-0.0494,-0.3413,-0.945,-5.5738,0,0,0,0.1830000000045402
0.1903,0.9364,-0.3323,0.0467,0.1266,-0.0494,-0.3413,-0.945,-5.5738,0,0,0,0.19800000000395812
0.1964,0.9361,-0.3343,0.0467,0.1266,-0.0494,-0.105,-1.3737,-5.2675,0,0,0,0.19800000000395812
0.1984,0.9365,-0.3345,0.0442,0.1249,-0.0512,0.5075,-1.3038,-5.3725,0,0,0,0.21400000000721775
0.2007,0.9342,-0.3329,0.0442,0.1249,-0.0512,0.28,-1.9338,-5.3025,0,0,0,0.21400000000721775
0.2007,0.9342,-0.3329,0.0444,0.1258,-0.0418,0.28,-1.9338,-5.3025,0,0,0,0.22900000000663567
0.2006,0.9317,-0.3326,0.0444,0.1258,-0.0418,0.84,-1.5838,-4.9963,0,0,0,0.22900000000663567
0.1981,0.9271,-0.3317,0.0444,0.1258,-0.0418,1.05,-1.3737,-4.6813,0,0,0,0.24500000000261934
0.1972,0.9256,-0.3348,0.0449,0.1266,-0.0531,1.05,-1.7587,-4.4363,0,0,0,0.24500000000261934
0.192,0.9256,-0.3325,0.0449,0.1266,-0.0531,1.1812,-1.7587,-4.4363,0,0,0,0.261000000005879
0.192,0.9238,-0.3331,0.0454,0.1273,-0.051,0.8313,-2.1175,-4.235,0,0,0,0.261000000005879
0.1929,0.9238,-0.3331,0.0454,0.1273,-0.051,0.7788,-2.1175,-4.0075,0,0,0,0.2760000000052969
0.1902,0.9276,-0.3386,0.044,0.128,-0.0503,0.7788,-2.1175,-4.0075,0,0,0,0.2760000000052969
0.1887,0.9284,-0.3404,0.044,0.128,-0.0503,0.875,-2.8612,-4.1737,0,0,0,0.2920000000085565
0.1881,0.9317,-0.3387,0.044,0.128,-0.0503,0.8487,-3.5612,-4.585,0,0,0,0.2920000000085565
0.1914,0.9332,-0.3387,0.0462,0.1272,-0.0505,1.2425,-4.2787,-4.9088,0,0,0,0.3070000000006985
0.1914,0.9332,-0.3387,0.0462,0.1272,-0.0505,1.2425,-4.2787,-4.9088,0,0,0,0.3070000000006985
0.1938,0.9351,-0.3402,0.0465,0.1268,-0.0503,0.98,-4.3925,-5.25,0,0,0,0.3230000000039581
0.1959,0.9356,-0.3415,0.0465,0.1268,-0.0503,0.49,-4.9788,-5.6962,0,0,0,0.3230000000039581
0.2009,0.938,-0.3403,0.0465,0.1268,-0.0503,-0.63,-5.1363,-5.5912,0,0,0,0.33900000000721775
0.2012,0.9363,-0.3401,0.0455,0.1266,-0.0493,-0.63,-5.1363,-5.5912,0,0,0,0.33900000000721775
0.2012,0.9363,-0.3445,0.0455,0.1266,-0.0493,-0.7437,-4.6112,-5.285,0,0,0,0.3540000000066357
0.2007,0.9321,-0.3445,0.0462,0.1249,-0.049,-1.225,-4.13,-5.1887,0,0,0,0.3540000000066357
0.2067,0.9332,-0.3408,0.0462,0.1249,-0.049,-1.3825,-4.34,-4.5237,0,0,0,0.37000000000261934
0.2133,0.9315,-0.3409,0.0462,0.1249,-0.049,-1.3825,-4.34,-4.5237,0,0,0,0.37000000000261934
0.2194,0.9318,-0.3398,0.0443,0.1253,-0.058,-1.68,-3.2287,-4.3313,0,0,0,0.38500000000203727
0.2167,0.9274,-0.3384,0.0443,0.1253,-0.058,-1.4,-2.3012,-3.92,0,0,0,0.38500000000203727
0.2167,0.9274,-0.3384,0.045,0.1262,-0.0559,-1.1463,-1.4875,-3.605,0,0,0,0.4010000000052969
0.2095,0.925,-0.3379,0.045,0.1262,-0.0559,-1.1463,-1.4875,-3.605,0,0,0,0.4010000000052969
0.209,0.9235,-0.3418,0.045,0.1262,-0.0559,-1.61,-0.9187,-3.5875,0,0,0,0.4170000000085565
0.208,0.9263,-0.3386,0.0446,0.1256,-0.0465,-1.7325,-1.0325,-3.465,0,0,0,0.4170000000085565
0.2072,0.927,-0.3377,0.0446,0.1256,-0.0465,-1.7325,-1.0325,-3.4213,0,0,0,0.4320000000006985
0.2072,0.927,-0.3386,0.0414,0.1263,-0.0516,-1.1812,-0.7437,-3.4213,0,0,0,0.4480000000039581
0.2073,0.9276,-0.3386,0.0414,0.1263,-0.0516,-0.4288,-0.2362,-3.99,0,0,0,0.4480000000039581
0.2077,0.9308,-0.3371,0.0443,0.1277,-0.0489,-0.385,-0.7,-4.725,0,0,0,0.46300000000337604
0.2078,0.9298,-0.3348,0.0443,0.1277,-0.0489,-0.385,-0.7,-4.725,0,0,0,0.46300000000337604
0.2065,0.9292,-0.3354,0.0443,0.1277,-0.0489,-0.0263,-0.5425,-4.6638,0,0,0,0.4790000000066357
0.2015,0.9256,-0.3362,0.0441,0.1255,-0.0435,-0.3237,-0.5425,-4.6725,0,0,0,0.4790000000066357
0.2015,0.9256,-0.3362,0.0441,0.1255,-0.0435,-0.6388,-0.6475,-5.0487,0,0,0,0.4950000000098953
0.2,0.9296,-0.3346,0.0426,0.127,-0.0502,-0.6388,-0.6475,-5.0487,0,0,0,0.4950000000098953
0.2014,0.9259,-0.3348,0.0426,0.127,-0.0502,-0.6388,-0.5163,-4.9525,0,0,0,0.5100000000020373
