Hour,Minute,Second,IR1,Blinks,Actual Blinks
11,7,6.22185,9583.0
11,7,6.233809,9584.0
11,7,6.241765,9588.0
11,7,6.25477,9590.0
11,7,6.262759,9589.0
11,7,6.275118,9589.0
11,7,6.286669,9597.0
11,7,6.294781,9591.0
11,7,6.307759,9592.0
11,7,6.31576,9589.0
11,7,6.327775,9585.0
11,7,6.335795,9590.0
11,7,6.348787,9598.0
11,7,6.356926,9601.0
11,7,6.368781,9593.0
11,7,6.380637,9602.0
11,7,6.390525,9628.0
11,7,6.40185,9622.0
11,7,6.409771,9626.0
11,7,6.421725,9633.0
11,7,6.430707,9705.0
11,7,6.442721,9919.0
11,7,6.454641,10696.0
11,7,6.46274,13158.0
11,7,6.475708,14589.0
11,7,6.483736,11459.0
11,7,6.495813,10436.0
11,7,6.503734,10207.0
11,7,6.516798,10257.0
11,7,6.528658,10450.0
11,7,6.536778,10756.0
11,7,6.613718,11222.0
11,7,6.613987,11495.0
11,7,6.614233,11643.0
11,7,6.614475,11692.0
11,7,6.614716,11652.0
11,7,6.614958,11532.0
11,7,6.615205,11262.0
11,7,6.622795,10863.0
11,7,6.630738,10349.0
11,7,6.643776,9968.0
11,7,6.65171,9781.0
11,7,6.66382,9714.0
11,7,6.675595,9694.0
11,7,6.684755,9673.0
11,7,6.696641,9655.0
11,7,6.704805,9659.0
11,7,6.716767,9654.0
11,7,6.777048,9651.0
11,7,6.77731,9653.0
11,7,6.777543,9649.0
11,7,6.777769,9638.0
11,7,6.777989,9644.0
11,7,6.778708,9657.0
11,7,6.790703,9642.0
11,7,6.798702,9653.0
11,7,6.811794,9644.0
11,7,6.819719,9635.0
11,7,6.831802,9641.0
11,7,6.843604,9631.0
11,7,6.85179,9631.0
11,7,6.864654,9630.0
11,7,6.872712,9643.0
11,7,6.884756,9624.0
11,7,6.892708,9628.0
11,7,6.905712,9640.0
11,7,6.913787,9669.0
11,7,6.925727,9753.0
11,7,6.937653,10195.0
11,7,6.946734,18776.0
11,7,6.958733,37048.0
11,7,6.966757,47035.0
11,7,6.978807,43867.0
11,7,6.987763,34304.0
11,7,6.999749,26652.0
11,7,7.011776,21327.0
11,7,7.019764,17053.0
11,7,7.032792,13847.0
11,7,7.040724,11431.0
11,7,7.052826,10549.0
11,7,7.060726,10115.0
11,7,7.073738,9877.0
11,7,7.085625,9768.0
11,7,7.093713,9713.0
11,7,7.105684,9690.0
11,7,7.114713,9652.0
11,7,7.126779,9666.0
11,7,7.134753,9660.0
11,7,7.146725,9672.0
11,7,7.155705,9721.0
11,7,7.229537,9853.0
11,7,7.229804,10299.0
11,7,7.23043,11465.0
11,7,7.230679,13060.0
11,7,7.230921,13602.0
11,7,7.231162,12896.0
11,7,7.232604,11650.0
11,7,7.24177,10940.0
11,7,7.253742,10476.0
11,7,7.261981,10188.0
11,7,7.273799,10012.0
11,7,7.282879,9902.0
11,7,7.29476,9834.0
11,7,7.303106,9784.0
11,7,7.314798,9765.0
11,7,7.327697,9729.0
11,7,7.335767,9696.0
11,7,7.392935,9683.0
11,7,7.393237,9656.0
11,7,7.393623,9630.0
11,7,7.393894,9637.0
11,7,7.39422,9623.0
11,7,7.400584,9598.0
11,7,7.409778,9625.0
11,7,7.421668,9615.0
11,7,7.429771,9624.0
11,7,7.441762,9630.0
11,7,7.449765,9627.0
11,7,7.462769,9657.0
11,7,7.470724,9697.0
11,7,7.482777,9783.0
11,7,7.495731,10061.0
11,7,7.503741,10275.0
11,7,7.515754,10222.0
11,7,7.523734,10044.0
11,7,7.536773,9875.0
11,7,7.544715,9764.0
11,7,7.556743,9703.0
11,7,7.568614,9664.0
11,7,7.576713,9628.0
11,7,7.589686,9617.0
11,7,7.643199,9616.0
11,7,7.643449,9618.0
11,7,7.64369,9602.0
11,7,7.643965,9594.0
11,7,7.644203,9589.0
11,7,7.650721,9578.0
11,7,7.662644,9570.0
11,7,7.671714,9570.0
11,7,7.683712,9589.0
11,7,7.691713,9619.0
11,7,7.703833,9642.0
11,7,7.71281,9699.0
11,7,7.724707,9754.0
11,7,7.736603,9790.0
11,7,7.745792,9919.0
11,7,7.757702,10097.0
11,7,7.7657,10388.0
11,7,7.777797,10571.0
11,7,7.785732,10666.0
11,7,7.798802,10665.0
11,7,7.810667,10606.0
11,7,7.818736,10397.0
11,7,7.830712,10062.0
11,7,7.839716,9865.0
11,7,7.851906,9728.0
11,7,7.859727,9652.0
11,7,7.871793,9617.0
11,7,7.880727,9580.0
11,7,7.892721,9538.0
11,7,7.904658,9509.0
11,7,7.912878,9497.0
11,7,7.925719,9413.0
11,7,7.933714,9458.0
11,7,7.945835,9440.0
11,7,7.953868,9426.0
11,7,7.966777,9432.0
11,7,7.978655,9437.0
11,7,7.986762,9421.0
11,7,7.998747,9417.0
11,7,8.007843,9420.0
11,7,8.019779,9436.0
11,7,8.027764,9444.0
11,7,8.039793,9440.0
11,7,8.047801,9443.0
11,7,8.060821,9437.0
11,7,8.072656,9447.0
11,7,8.080708,9445.0
11,7,8.093713,9430.0
11,7,8.101827,9440.0
11,7,8.113776,9427.0
11,7,8.121709,9433.0
11,7,8.134722,9414.0
11,7,8.146598,9434.0
11,7,8.154738,9420.0
11,7,8.166667,9436.0
11,7,8.174715,9444.0
11,7,8.18771,9440.0
11,7,8.195747,9438.0
11,7,8.207814,9433.0
11,7,8.215712,9425.0
11,7,8.228718,9424.0
11,7,8.24065,9421.0
11,7,8.248736,9425.0
11,7,8.26073,9421.0
11,7,8.26977,9417.0
11,7,8.281811,9414.0
11,7,8.289745,9414.0
11,7,8.301746,9422.0
11,7,8.314654,9433.0
11,7,8.322705,9444.0
11,7,8.334663,9435.0
11,7,8.342725,9428.0
11,7,8.355817,9435.0
11,7,8.363762,9438.0
11,7,8.375783,9424.0
11,7,8.38371,9436.0
11,7,8.396786,9429.0
11,7,8.408674,9430.0
